Company Name,Latest Instrument,Current Rater,Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Puneet Iron & Steel Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
R K Steel Udyog Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4+,2026-02-06,LOW,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
R S A L Steel Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-04-29,LOW,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Raghuveer Metal Inds. Ltd.,Non-government debt,IND-RA,C/A4,2026-04-02,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rajputana Stainless Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-05-19,HIGH,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Rajshri Iron Inds. Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-02-06,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Non-fund-based financial facility/instrument,Upgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ramkrishna Forgings Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-12-19,MEDIUM,Steel & Metals,NO,CRISIL | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Ramprasad Tubes & Bars Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-01-20,LOW,Steel & Metals,YES,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rathi Special Steels Ltd.,Term loans,CARE,BB+,2026-03-31,LOW,Steel & Metals,YES,CARE,1,Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ratnamani Metals & Tubes Ltd.,Letter Of credit,CRISIL,A 1+,2025-06-11,HIGH,Steel & Metals,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Ratnesh Metal Inds. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-16,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rishabh Metals & Chemicals Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,2026-04-29,LOW,Steel & Metals,YES,ACUITE,1,Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rukmani Power & Steel Pvt. Ltd.,Non-government debt,BRICKWORK,C,2026-02-20,LOW,Steel & Metals,YES,BRICKWORK,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
S K P Steel Inds. Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-01-13,LOW,Steel & Metals,YES,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
S M W Metal Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-03-12,LOW,Steel & Metals,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
S P S Steels Rolling Mills Ltd.,Bank Guarantee,CRISIL,A 2,2025-09-17,MEDIUM,Steel & Metals,NO,ACUITE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Withdrawn,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Sadhu Forging Ltd.,Non-fund-based financial facility/instrument,ICRA,A 3,2025-05-29,HIGH,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Withdrawn,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Sambhv Steel Tubes Ltd.,Term loans,ACUITE,A,2025-10-15,MEDIUM,Steel & Metals,NO,ACUITE | CARE,2,Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Samyak Metals Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2025-05-16,HIGH,Steel & Metals,NO,CARE,1,Non-government debt,Initial Rating,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Sanyo Special Steel Manufacturing India Pvt. Ltd.,Fund based financial facility/instrument,IND-RA,A-,2025-05-13,HIGH,Steel & Metals,NO,IND-RA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Upgraded,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Sarda Metals & Alloys Ltd.,Long term Loans,CRISIL,A,2025-11-11,MEDIUM,Steel & Metals,NO,CRISIL | IND-RA,2,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Scorodite Stainless India Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-01-23,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shalini Steels Pvt. Ltd.,Long term Loans,CRISIL,B,2026-02-27,LOW,Steel & Metals,YES,CRISIL,1,Long term Loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shivshiva Steel Pvt. Ltd.,Term loans,CARE,B-,2026-02-16,LOW,Steel & Metals,YES,CARE,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Parashnath Re-Rolling Mills Ltd.,Bank Guarantee,CARE,D,2026-02-05,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Ram Sponge & Steels Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-02-27,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Sidhbali Steels Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-27,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shreeyam Power & Steel Inds. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-06-10,HIGH,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Shri Ambika Metaliks Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-12-30,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shri Mahavir Iron & Steel Pvt. Ltd.,Term loans,CARE,BB-,2026-04-27,LOW,Steel & Metals,YES,CARE,1,Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shri Veerganapathi Steels Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-04-17,LOW,Steel & Metals,YES,ACUITE,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shristi Ispat & Alloys Ltd.,Bank Guarantee,ACUITE,A 4+,2026-03-30,LOW,Steel & Metals,YES,ACUITE,1,Bank Guarantee | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shubh Aluminium Pvt. Ltd.,Non-government debt,CARE,C/A4,2026-02-06,LOW,Steel & Metals,YES,CARE,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shubh Arya Steel Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-06-16,HIGH,Steel & Metals,NO,CARE,1,Letter Of credit,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Sigma Metal & Power Pvt. Ltd.,Term loans,CARE,BB,2026-03-30,LOW,Steel & Metals,YES,CARE,1,Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Snam Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 2+,2025-05-08,HIGH,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Sona B L W Precision Forgings Ltd.,Non-government debt,IND-RA,AA+/A1+,2025-05-19,HIGH,Steel & Metals,NO,IND-RA,1,Non-government debt | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Spintech Tubes Pvt. Ltd.,Term loans,ACUITE,A+,2025-05-30,HIGH,Steel & Metals,NO,ACUITE,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Sree Ramakrishna Alloys Pvt. Ltd.,Letter Of credit,BRICKWORK,D,2026-02-25,LOW,Steel & Metals,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Star Pipe Foundry (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-01-12,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Upgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Steel Authority Of India Ltd.,Debentures / Bonds / notes / bills,CARE,AA,2025-10-07,MEDIUM,Steel & Metals,NO,CARE | IND-RA,2,Debentures / Bonds / notes / bills | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Steeltech Resources Ltd.,Bank Guarantee,BRICKWORK,D,2026-03-11,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sun Metallics & Alloys Pvt. Ltd. [Merged],Non-fund-based financial facility/instrument,ICRA,A 4,2026-02-26,LOW,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sun Rolling Mills Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-12-24,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sun Steel Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sun-Power Metalics Pvt. Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,D,2026-01-22,LOW,Steel & Metals,YES,BRICKWORK,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sunalco Alloys Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-02-25,LOW,Steel & Metals,YES,CARE,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sundaram Steels Pvt. Ltd.,Term loans,CARE,B,2026-04-24,LOW,Steel & Metals,YES,CARE,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Swan Environmental Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-26,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Swastika Steel & Allied Products Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-23,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Tarapur Environment Protection Society,Term loans,CRISIL,B,2026-03-31,LOW,Steel & Metals,YES,CRISIL,1,Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Tata Steel Ltd.,Non-government debt,IND-RA,AAA/A1+,2025-12-03,MEDIUM,Steel & Metals,NO,CARE | IND-RA,2,Non-government debt | Term loans,Initial Rating,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Thalaivar Steels Ltd.,Bank Guarantee,CARE,D,2026-01-09,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Thames Steels Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2026-02-24,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Tube Investments Of India Ltd.,Fund based financial facility/instrument,ICRA,A 1+,2025-11-27,MEDIUM,Steel & Metals,NO,CRISIL | ICRA,2,Fund based financial facility/instrument | Letter Of credit,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
V S Ferrous Enterprises Pvt. Ltd.,Non-government debt,ICRA,B+,2026-03-12,LOW,Steel & Metals,YES,ICRA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
V S Metallic Pvt. Ltd.,Non-government debt,IND-RA,D,2026-01-16,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Venkateswara Steels & Springs (India) Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-04-09,LOW,Steel & Metals,YES,ACUITE,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Vijay Iron Foundry Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-02-28,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
