Company Name,Current Rater,Renewal Due,INC Flag,Sector,Urgency,Why Target,ACER Pitch Angle
Tandhan Polyplast Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tanfac Industries Ltd.,ACUITE,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Tanna Agro Impex Pvt. Ltd.,ICRA,August 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tapovan Auto Tech Pvt. Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Taranjot Energy Solutions Pvt. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Taranjot Resources Pvt. Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tata Advanced Systems Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tata Bluescope Steel Pvt. Ltd.,CARE,September 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Communications Collaboration Services Pvt. Ltd.,CARE,September 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Communications Ltd.,CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Communications Transformation Services Ltd.,CARE,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Consultancy Services Ltd.,ICRA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tata Hitachi Construction Machinery Co. Pvt. Ltd.,ICRA,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tata Housing Devp. Co. Ltd.,CARE,September 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Motors Ltd.,"CRISIL, ICRA",September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tata Motors Passenger Vehicles Ltd.,"CARE, CRISIL, ICRA",July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tata Motors Passenger Vehicles Ltd. [Merged],"CARE, ICRA",July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Power Co. Ltd.,ICRA,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tata Power Delhi Distribution Ltd.,ICRA,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tata Power Renewable Energy Ltd.,"CARE, CRISIL, ICRA, IND-RA",July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tata Power Trdg. Co. Ltd.,IND-RA,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Tata Realty & Infrastructure Ltd.,CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tata Steel Ltd.,CARE,September 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Tayal India Motors Pvt. Ltd.,ACUITE,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Tech Mahindra Ltd.,CARE,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Techfino Capital Pvt. Ltd.,ICRA,July 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Techno Electric & Engg. Co. Ltd.,ICRA,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Techno Fibre Industries,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Techno Power Enterprises Pvt. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Teems India Tower Lines Pvt. Ltd.,ICRA,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Tega Industries Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tega Mcnally Minerals Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Tejas Cargo India Ltd.,ICRA,September 2026,N,Logistics,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Teknomin Construction Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Telangana Publications Pvt. Ltd.,ICRA,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Ten X Realty Ltd.,CARE,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Teq Green Power XVIII Private Limited,Infomerics,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Terra Financial Services Private Limited (Erstwhile Rashmi Exports Private Limited),Infomerics,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Tex Corp Pvt. Ltd.,CRISIL,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Texcon Steels Limited,Infomerics,September 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Texmaco Infrastructure & Holdings Ltd.,CARE,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Texmaco Rail & Engg. Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Texmaco West Rail Ltd. [Merged],CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Texport Industries Pvt. Ltd.,ICRA,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Texport Syndicate Pvt. Ltd.,BRICKWORK,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
Thakurji Solvex Pvt. Ltd.,ACUITE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Thar Commercial Finance Pvt. Ltd.,BRICKWORK,September 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
The Baroda Rayon Corporation Limited,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
The Braithwaite Burn & Jessop Construction Co. Ltd. [Merged],ACUITE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Theme Engineering Services Pvt. Ltd.,CARE,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Themis Medicare Ltd.,"ACUITE, CARE",August 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Theni Guru Krishna Textile Mills Pvt. Ltd.,CRISIL,September 2026,N,Textiles,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Theobroma Foods Pvt. Ltd.,CRISIL,September 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Theon Pharmaceuticals Ltd.,"CRISIL, ICRA",August 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Think Gas Ludhiana Pvt. Ltd.,IND-RA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Thirumalai Chemicals Ltd.,ICRA,August 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Thriveni Sainik Mining Pvt. Ltd.,CRISIL,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
