Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Ienergy Wind Farms (Theni) Pvt. Ltd.,Term loans,IND-RA,D,2025-11-24,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Indian Cane Power Ltd.,Non-fund based working capital limit,IND-RA,A 4+,2025-09-02,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Indo Sponge Power & Steel Ltd.,Term loans,IND-RA,D,2025-09-11,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Indus Udyog & Infrastructure Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-25,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Infrastil Global Impex Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-22,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Infrastructure Leasing & Financial Services Ltd.,Debentures / Bonds / notes / bills,ICRA,D,2025-11-07,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Integrated Electric Co. Pvt. Ltd.,Long term Loans,CRISIL,C,2025-07-28,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Inter India Roadways Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-08-18,MEDIUM,Infrastructure,INC — BRICKWORK,Roads/Highways,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Inter Solar Systems Pvt. Ltd.,Long term Loans,CRISIL,BB-,2025-10-23,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
J C Infra Corporation Ltd.,Bank Guarantee,CRISIL,A 4+,2025-06-24,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
J M Mhatre Infra Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-08-28,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
J R A Infrastructure Ltd.,Bank Guarantee,CARE,D,2025-11-28,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Jajodia Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-07-25,MEDIUM,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Jharkhand Infrastructure Implementation Co. Ltd.,Term loans,ICRA,D,2025-11-07,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Jijau Infrastructure M U Project Pvt. Ltd.,Term loans,ACUITE,BB+,2025-12-10,MEDIUM,Infrastructure,INC — ACUITE,Construction/EPC,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Jinaehat Export Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-11-28,MEDIUM,Infrastructure,INC — ICRA,Port/Airport,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
John Energy Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
K B A Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
K B C Infrastructures Pvt. Ltd.,Term loans,ACUITE,C,2025-08-25,MEDIUM,Infrastructure,INC — ACUITE,General Infrastructure,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
K J S L Coal & Power Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-25,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
K R K Power Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-09-29,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
K S A Powerinfra Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
K S Infra Transmission Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-07-17,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Kailash Infratech Pvt. Ltd.,Term loans,CARE,D,2025-11-26,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Kakatiya Pipes & Infra Pvt. Ltd.,Bank Guarantee,CRISIL,B,2025-06-19,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Kali Aerated Water Works Pvt. Ltd.,Term loans,ICRA,B+,2025-10-17,MEDIUM,Infrastructure,INC — ICRA,Water/Irrigation,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Kalis Sparkling Water Pvt. Ltd.,Term loans,ICRA,B+,2025-09-18,MEDIUM,Infrastructure,INC — ICRA,Water/Irrigation,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Kalthia Bhavnagar Pipli Highway Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-25,MEDIUM,Infrastructure,INC — ICRA,Roads/Highways,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Kanoria Energy & Infrastructure Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,A 4,2025-07-24,MEDIUM,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Kapco Electric Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-09-16,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Karmic Energy Pvt. Ltd.,Term loans,CRISIL,B-,2025-06-16,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Karnataka Power Corpn. Ltd.,Term loans,ICRA,A 4,2025-07-04,MEDIUM,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Kashipur Infrastructure & Freight Terminal Pvt. Ltd.,Term loans,BRICKWORK,BB-,2025-12-02,MEDIUM,Infrastructure,INC — BRICKWORK,Port/Airport,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Kaveri Infraprojects Pvt. Ltd.,Fund based financial facility/instrument,ICRA,BB+,2025-07-04,MEDIUM,Infrastructure,INC — ICRA,Construction/EPC,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Keltech Infrastructure Ltd.,Term loans,CRISIL,D,2025-11-13,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Khaitan Winding Wire Pvt. Ltd.,Term loans,BRICKWORK,B+,2025-09-29,MEDIUM,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Khalatkar Construction Infra Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2025-08-08,MEDIUM,Infrastructure,INC — ACUITE,Construction/EPC,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Khare & Tarkunde Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Khilari Infrastructure Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-07-30,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Kisan Irrigations & Infrastructure Ltd.,Bank Guarantee,ACUITE,A 4+,2025-09-10,MEDIUM,Infrastructure,INC — ACUITE,Water/Irrigation,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Kishore Infrastructures Pvt. Ltd.,Long term Loans,ACUITE,BB,2025-07-14,MEDIUM,Infrastructure,INC — ACUITE,General Infrastructure,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Kodibail Import-Export Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-08-29,MEDIUM,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Konark Infrastructure Ltd.,Bank Guarantee,CRISIL,A 4,2025-09-23,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Konkan Infra & Engg. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-09-26,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Krishna Hydrocarbons Pvt. Ltd.,Bank Guarantee,CARE,B-,2025-09-25,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Kruti Power Projects Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-11-11,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Lakshmi Infrastructure & Developers India Pvt. Ltd.,Non-government debt,CARE,D,2025-07-03,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Lamane Infrastructure Pvt. Ltd.,Term loans,IND-RA,B-,2025-09-11,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Lanarsy Infra Ltd.,Non-government debt,ICRA,B+/A4,2025-06-23,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Lanco Devihalli Highways Ltd.,Term loans,BRICKWORK,D,2025-08-07,MEDIUM,Infrastructure,INC — BRICKWORK,Roads/Highways,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Lanco Solar Energy Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-10-30,MEDIUM,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Lanco Solar Pvt. Ltd.,Term loans,ICRA,D,2025-10-30,MEDIUM,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
