Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Days Since (Jun 25),Amount Cr,Sector
Shrishti Eletromech Pvt. Ltd.,CRISIL,Term Loan,A 4,29-04-2026,LOW,LOW,MEDIUM,57,1.0,Other
Shruti Fashions Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.34,Textiles
Shruti Fashions Pvt. Ltd.,CARE,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,2.29,Textiles
Shruti Fashions Pvt. Ltd.,CARE,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,1.01,Textiles
Shubhang Oils Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,8.5,Other
Siddharth Carbochem Products Ltd.,ACUITE,Letter of Credit,A 4+,29-04-2026,LOW,LOW,MEDIUM,57,46.56,Chemicals/Pharma
Siddhartha Innopack Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,25.48,Other
Sidhivinayak Chemtech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,13-04-2026,LOW,LOW,MEDIUM,73,3.0,Chemicals/Pharma
Sidwin Fabric Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-04-2026,LOW,LOW,MEDIUM,70,5.03,Textiles
Sikko Industries Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,7.0,Other
Sikko Industries Ltd.,IND-RA,NCD/Bond,B-/A4,21-04-2026,LOW,LOW,MEDIUM,65,7.0,Other
Singh Cycle & Motor Co. Pvt. Ltd.,ACUITE,Fund-Based,D,10-04-2026,LOW,LOW,MEDIUM,76,14.95,Automobiles
Singh Cycle & Motor Co. Pvt. Ltd.,ACUITE,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,0.26,Automobiles
Singh Cycle & Motor Co. Pvt. Ltd.,ACUITE,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,11.8,Automobiles
Singlacherra Tea Co. Pvt. Ltd.,CARE,Term Loan,C,27-04-2026,LOW,LOW,MEDIUM,59,11.56,Agro/Food
Singrauli Finlease Pvt. Ltd.,CARE,Bank Guarantee,D,06-04-2026,LOW,LOW,MEDIUM,80,5.0,Other
Siri Constructions Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,35.0,Construction
Sivana Steel & Power Pvt. Ltd.,CARE,Term Loan,B-,27-04-2026,LOW,LOW,MEDIUM,59,0.69,Steel & Metals
Skywin Spinning Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,49.3,Textiles
Slidewell Meilleur-Tech Pvt. Ltd.,CRISIL,Fund-Based,B,09-04-2026,LOW,LOW,MEDIUM,77,1.0,IT/Technology
Slidewell Meilleur-Tech Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,12.67,IT/Technology
Slidewell Meilleur-Tech Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,27.83,IT/Technology
Smaco Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,7.0,Manufacturing
Smaco Engineering Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,2.0,Manufacturing
Smart Stainless Tubes Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.25,Steel & Metals
Smart Stainless Tubes Pvt. Ltd.,CARE,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,2.04,Steel & Metals
Smita Steels Rolling Mills Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,18.5,Steel & Metals
Soorajmull Baijnath Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,15.0,Other
Soorajmull Baijnath Pvt. Ltd.,CRISIL,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,5.0,Other
Sowparnika Projects & Infrastructure Pvt. Ltd.,ICRA,Term Loan,B+,20-04-2026,LOW,LOW,MEDIUM,66,41.3,Construction
Span Pumps Pvt. Ltd.,CARE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,,Other
Span Pumps Pvt. Ltd.,CARE,Letter of Credit,A 4,14-04-2026,LOW,LOW,MEDIUM,72,,Other
Spansules Formulations India Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,27-04-2026,LOW,LOW,MEDIUM,59,24.13,Other
Spansules Formulations India Pvt. Ltd.,CARE,Term Loan,BB-,27-04-2026,LOW,LOW,MEDIUM,59,4.72,Other
Spansules Pharmatech Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,27-04-2026,LOW,LOW,MEDIUM,59,34.63,Chemicals/Pharma
Spansules Pharmatech Pvt. Ltd.,CARE,Term Loan,BB-,27-04-2026,LOW,LOW,MEDIUM,59,15.54,Chemicals/Pharma
Sparklet Engineers Pvt. Ltd.,CRISIL,Bank Guarantee,D,30-04-2026,LOW,LOW,MEDIUM,56,6.0,Manufacturing
Sparklet Engineers Pvt. Ltd.,CRISIL,Letter of Credit,D,30-04-2026,LOW,LOW,MEDIUM,56,3.65,Manufacturing
Spartan Engineering Inds. Pvt. Ltd.,ACUITE,Letter of Credit,D,07-04-2026,LOW,LOW,MEDIUM,79,14.0,Manufacturing
Spartan Engineering Inds. Pvt. Ltd.,ACUITE,Term Loan,D,07-04-2026,LOW,LOW,MEDIUM,79,2.79,Manufacturing
Spartan Engineering Inds. Pvt. Ltd.,ACUITE,Term Loan,D,07-04-2026,LOW,LOW,MEDIUM,79,7.21,Manufacturing
Special Ceramics Pvt. Ltd.,ACUITE,Term Loan,B-,15-04-2026,LOW,LOW,MEDIUM,71,1.81,Other
Special Ceramics Pvt. Ltd.,ACUITE,Term Loan,B-,15-04-2026,LOW,LOW,MEDIUM,71,4.39,Other
Spine Arthoscopic & Joint Replacement Centre Pvt. Ltd.,BRICKWORK,Term Loan,C,01-04-2026,LOW,MEDIUM,MEDIUM,85,7.82,Construction
Spinora Tiles Pvt. Ltd.,CARE,Bank Guarantee,A 4,29-04-2026,LOW,LOW,MEDIUM,57,1.75,Construction
Spinora Tiles Pvt. Ltd.,CARE,Term Loan,B-,29-04-2026,LOW,LOW,MEDIUM,57,9.63,Construction
Sree Astalaxmi Spinning Mills Pvt. Ltd.,CARE,Term Loan,B-,08-04-2026,LOW,LOW,MEDIUM,78,1.84,Textiles
Sree Krishna Automotives Hyderabad Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,85.0,Automobiles
Sree Mangayarkarasi Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-04-2026,LOW,LOW,MEDIUM,79,0.05,Other
Sree Mangayarkarasi Mills Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,07-04-2026,LOW,LOW,MEDIUM,79,4.0,Other
Sree Mangayarkarasi Mills Pvt. Ltd.,BRICKWORK,Term Loan,C,07-04-2026,LOW,LOW,MEDIUM,79,2.48,Other
Sree Mangayarkarasi Mills Pvt. Ltd.,CARE,Letter of Credit,A 4,13-04-2026,LOW,LOW,MEDIUM,73,4.0,Other
Sree Mangayarkarasi Mills Pvt. Ltd.,CARE,Term Loan,B-,13-04-2026,LOW,LOW,MEDIUM,73,2.27,Other
Sri Anagha Refineries Pvt. Ltd.,CARE,Letter of Credit,A 4,20-04-2026,LOW,LOW,MEDIUM,66,85.6,Other
Sri Anagha Refineries Pvt. Ltd.,CARE,Non-Fund-Based,A 4,20-04-2026,LOW,LOW,MEDIUM,66,0.4,Other
Sri Durga Condev Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,109.5,Other
Sri Durga Condev Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,2.5,Other
Sri Jayalakshmi Automotives Pvt. Ltd.,ICRA,Term Loan,B+,29-04-2026,LOW,LOW,MEDIUM,57,108.86,Automobiles
Sri Karpagam Mills India Pvt. Ltd.,CARE,Bank Guarantee,D,13-04-2026,LOW,LOW,MEDIUM,73,0.5,Other
Sri Karpagam Mills India Pvt. Ltd.,CARE,Letter of Credit,D,13-04-2026,LOW,LOW,MEDIUM,73,5.95,Other
Sri Karpagam Mills India Pvt. Ltd.,CARE,Term Loan,D,13-04-2026,LOW,LOW,MEDIUM,73,19.6,Other
Sri Power Generation (India) Pvt. Ltd. [Merged],IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,8.25,Energy
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Fund-Based,B,30-04-2026,LOW,LOW,MEDIUM,56,0.32,Other
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,6.68,Other
Sri Vaishnavi Spintex (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,14.0,Other
Sri Venkata Srinivasa Oils Pvt. Ltd.,CARE,Term Loan,B+,08-04-2026,LOW,LOW,MEDIUM,78,9.5,Other
Sri Venkata Umasankar Spintex Pvt. Ltd.,ICRA,Term Loan,D,27-04-2026,LOW,LOW,MEDIUM,59,33.0,Other
Sri Venkatesh Granites Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,8.0,Mining/Minerals
Srikar Laboratories Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,9.06,Healthcare
Star Agro Marine Exports Pvt. Ltd.,CRISIL,Letter of Credit,D,10-04-2026,LOW,LOW,MEDIUM,76,14.0,Agro/Food
Star Agro Marine Exports Pvt. Ltd.,CRISIL,Letter of Credit,D,10-04-2026,LOW,LOW,MEDIUM,76,96.0,Agro/Food
Star Agro Marine Exports Pvt. Ltd.,CRISIL,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,17.45,Agro/Food
Star Engineers (India) Pvt. Ltd.,CARE,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,3.0,Manufacturing
Star Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB/A4,10-04-2026,LOW,LOW,MEDIUM,76,9.0,Manufacturing
Star Engineers (India) Pvt. Ltd.,CARE,Term Loan,BB,10-04-2026,LOW,LOW,MEDIUM,76,6.15,Manufacturing
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-04-2026,LOW,LOW,MEDIUM,57,15.0,Construction
Starline Cars Pvt. Ltd.,CRISIL,Fund-Based,B,09-04-2026,LOW,LOW,MEDIUM,77,67.0,Other
Starwing Plastic & Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,15.0,Chemicals/Pharma
Steamline Industries Ltd.,BRICKWORK,Bank Guarantee,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,1.5,Agro/Food
Steamline Industries Ltd.,BRICKWORK,Letter of Credit,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,35.0,Agro/Food
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,0.3,Logistics
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,4.5,Logistics
Stellence Pharmscience Pvt. Ltd.,BRICKWORK,Term Loan,D,06-04-2026,LOW,LOW,MEDIUM,80,16.6,Other
Straddle Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,20.0,Trading/Exports
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,13-04-2026,LOW,LOW,MEDIUM,73,7.5,Construction
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,13-04-2026,LOW,LOW,MEDIUM,73,5.0,Construction
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Term Loan,A 4+,13-04-2026,LOW,LOW,MEDIUM,73,25.0,Construction
Su-Solartech Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,3.0,Energy
Su-Solartech Systems Pvt. Ltd.,ACUITE,Letter of Credit,A 4,23-04-2026,LOW,LOW,MEDIUM,63,1.5,Energy
Su-Solartech Systems Pvt. Ltd.,ACUITE,Term Loan,B-,23-04-2026,LOW,LOW,MEDIUM,63,1.5,Energy
Su-Solartech Systems Pvt. Ltd.,ACUITE,Term Loan,A 4,23-04-2026,LOW,LOW,MEDIUM,63,4.5,Energy
Su-Solartech Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,7.0,Energy
Su-Solartech Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,4.0,Energy
Su-Solartech Systems Pvt. Ltd.,CRISIL,Fund-Based,B,30-04-2026,LOW,LOW,MEDIUM,56,2.0,Energy
Subhash Distributors Ltd.,BRICKWORK,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.25,Trading/Exports
Subray Catal Chem Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,30.0,Chemicals/Pharma
Subray Catal Chem Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,28-04-2026,LOW,LOW,MEDIUM,58,0.3,Chemicals/Pharma
Sujata Udit Builders Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,4.31,Construction
Sukata Tractor Parts Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.44,Other
Sumeet Facilities Ltd.,BRICKWORK,Bank Guarantee,A 4,08-04-2026,LOW,LOW,MEDIUM,78,24.24,Other
Sumeet Facilities Ltd.,BRICKWORK,Term Loan,B+,08-04-2026,LOW,LOW,MEDIUM,78,4.46,Other
Sundaram Mahadeo Autoworld Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,4.0,Automobiles
Sundaram Mahadeo Autoworld Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,1.5,Automobiles
Sundaram Steels Pvt. Ltd.,CARE,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,12.07,Steel & Metals
Sunplast Electronics Pvt. Ltd.,BRICKWORK,NCD/Bond,B+/A4,07-04-2026,LOW,LOW,MEDIUM,79,34.0,Other
Sunplast Electronics Pvt. Ltd.,BRICKWORK,NCD/Bond,B+/A4,07-04-2026,LOW,LOW,MEDIUM,79,15.0,Other
Sunrise Integrated Facility Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-04-2026,LOW,LOW,MEDIUM,79,0.5,Other
Super Hoze Inds. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,4.0,Other
Super Hoze Inds. Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,24.0,Other
Super Screws Pvt. Ltd.,CRISIL,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,8.5,Other
Super Screws Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,26.5,Other
Supermint Exports Pvt. Ltd.,CARE,NCD/Bond,B/A4,08-04-2026,LOW,LOW,MEDIUM,78,4.11,Logistics
Supermint Exports Pvt. Ltd.,CARE,Term Loan,A 4,08-04-2026,LOW,LOW,MEDIUM,78,24.23,Logistics
Supermint Exports Pvt. Ltd.,CARE,Term Loan,B,08-04-2026,LOW,LOW,MEDIUM,78,12.91,Logistics
Supreme Manor Wada Bhiwandi Infrastructure Pvt. Ltd.,CRISIL,Term Loan,D,06-04-2026,LOW,LOW,MEDIUM,80,377.0,Construction
Surana Telecom & Power Ltd.,CARE,Bank Guarantee,A 4,07-04-2026,LOW,LOW,MEDIUM,79,3.5,Energy
Surana Telecom & Power Ltd.,CARE,Term Loan,BB-,07-04-2026,LOW,LOW,MEDIUM,79,32.21,Energy
Surya Contractors Pvt. Ltd.,BRICKWORK,Bank Guarantee,B,02-04-2026,LOW,MEDIUM,MEDIUM,84,30.0,Other
Surya Global Hospitals Pvt. Ltd.,ACUITE,Term Loan,B-,15-04-2026,LOW,LOW,MEDIUM,71,10.0,Healthcare
Suyash Chemical & Fertilizer Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,06-04-2026,LOW,LOW,MEDIUM,80,11.16,Agro/Food
Suyash Chemical & Fertilizer Pvt. Ltd.,BRICKWORK,Fund-Based,B+,06-04-2026,LOW,LOW,MEDIUM,80,5.8,Agro/Food
Suyash Chemical & Fertilizer Pvt. Ltd.,BRICKWORK,Term Loan,B+,06-04-2026,LOW,LOW,MEDIUM,80,5.27,Agro/Food
Suyash Chemical & Fertilizer Pvt. Ltd.,CARE,Bank Guarantee,B,16-04-2026,LOW,LOW,MEDIUM,70,2.37,Agro/Food
Suyash Chemical & Fertilizer Pvt. Ltd.,CARE,Term Loan,B,16-04-2026,LOW,LOW,MEDIUM,70,2.61,Agro/Food
Swadesh Green Infra Ltd.,ICRA,Bank Guarantee,D,24-04-2026,LOW,LOW,MEDIUM,62,2.0,Construction
Swadesh Green Infra Ltd.,ICRA,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,7.0,Construction
Swadeshi Textiles Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.0,Construction
Swapna Printing Works Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,9.0,Steel & Metals
Swastik Oil Refinery Pvt. Ltd.,CARE,Bank Guarantee,D,30-04-2026,LOW,LOW,MEDIUM,56,,Energy
Swastik Oil Refinery Pvt. Ltd.,CARE,Letter of Credit,D,30-04-2026,LOW,LOW,MEDIUM,56,,Energy
Swastik Oil Refinery Pvt. Ltd.,CARE,Term Loan,D,30-04-2026,LOW,LOW,MEDIUM,56,,Energy
Sweety Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,D,24-04-2026,LOW,LOW,MEDIUM,62,80.0,Construction
Swelore Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,18.0,Manufacturing
Synergy Agri Products Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.12,Other
T Abdul Wahid Tanneries Pvt. Ltd.,ACUITE,Letter of Credit,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,3.0,Other
T B P R Infra Projects Pvt. Ltd.,ACUITE,Bank Guarantee,D,20-04-2026,LOW,LOW,MEDIUM,66,12.0,Construction
T C Motors Pvt. Ltd.,CARE,Fund-Based,B-,08-04-2026,LOW,LOW,MEDIUM,78,18.23,Automobiles
T C Motors Pvt. Ltd.,CARE,Term Loan,B-,08-04-2026,LOW,LOW,MEDIUM,78,3.21,Automobiles
T K Toll Road Pvt. Ltd.,ICRA,Term Loan,D,16-04-2026,LOW,LOW,MEDIUM,70,370.95,Other
T M I Healthcare Pvt. Ltd.,BRICKWORK,Term Loan,C,06-04-2026,LOW,LOW,MEDIUM,80,9.8,Healthcare
Taiko Plastic Technologies Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,11.5,Chemicals/Pharma
Tara Footwears Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,10.0,Other
Tara Syntex Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.0,Other
Tarang Engineering Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,0.5,Manufacturing
Tarang Engineering Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,0.81,Manufacturing
Technoplast Packaging Pvt. Ltd.,IND-RA,Non-Fund-Based,A 3+,20-04-2026,LOW,LOW,MEDIUM,66,19.0,IT/Technology
Technoplast Packaging Pvt. Ltd.,IND-RA,Term Loan,BBB,20-04-2026,LOW,LOW,MEDIUM,66,72.5,IT/Technology
Telawne Power Equipments Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,28-04-2026,LOW,LOW,MEDIUM,58,28.0,Manufacturing
Texaco Synthetics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,18.14,Other
Thenpandian Spinning Mills India Pvt. Ltd.,IND-RA,Non-Fund-Based,A 4+,06-04-2026,LOW,LOW,MEDIUM,80,1.0,Textiles
Thenpandian Spinning Mills India Pvt. Ltd.,IND-RA,Term Loan,BB+,06-04-2026,LOW,LOW,MEDIUM,80,47.35,Textiles
Titanium Merchant Pvt. Ltd.,BRICKWORK,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,35.67,Trading/Exports
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-04-2026,LOW,LOW,MEDIUM,63,40.0,Construction
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-04-2026,LOW,LOW,MEDIUM,63,20.0,Construction
Top Detergent Inds. Pvt. Ltd.,CRISIL,Letter of Credit,D,28-04-2026,LOW,LOW,MEDIUM,58,3.0,Other
Top Detergent Inds. Pvt. Ltd.,CRISIL,Term Loan,D,28-04-2026,LOW,LOW,MEDIUM,58,20.0,Other
Toshniwal Enterprises Controls Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,27.0,Other
Transglobal Securities Ltd.,ICRA,NCD/Bond,B+/A4,27-04-2026,LOW,LOW,MEDIUM,59,21.0,BFSI
Tranter India Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,30-04-2026,LOW,LOW,MEDIUM,56,30.0,Other
Travancore Titanium Products Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,82.0,Other
Trie-Viz Infracon Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,23.0,Construction
Trimurti Flour Mill Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,7.48,Agro/Food
Trishul Exotic Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.1,Other
Trishul Exotic Pvt. Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,0.75,Other
Trishul Exotic Pvt. Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,1.0,Other
Trisquare Switchgears Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,28-04-2026,LOW,LOW,MEDIUM,58,20.0,Other
Trisquare Switchgears Pvt. Ltd.,CARE,Term Loan,BB-,28-04-2026,LOW,LOW,MEDIUM,58,4.5,Other
Triveni Knits Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,6.0,Other
Triveni Smelters Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,0.5,Other
Triveni Smelters Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,4.5,Other
Trucap Finance Ltd.,CARE,Fund-Based,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,750.0,BFSI
Turbovent Industries Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,24-04-2026,LOW,LOW,MEDIUM,62,6.5,Other
Turbovent Industries Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-04-2026,LOW,LOW,MEDIUM,62,6.88,Other
Turbovent Industries Pvt. Ltd.,ICRA,Term Loan,B+,24-04-2026,LOW,LOW,MEDIUM,62,1.21,Other
Ultimate Chem (India) Pvt. Ltd.,CARE,Letter of Credit,A 4,13-04-2026,LOW,LOW,MEDIUM,73,4.0,Chemicals/Pharma
Umashakti Steels Pvt. Ltd.,CARE,Fund-Based,B-,16-04-2026,LOW,LOW,MEDIUM,70,5.55,Steel & Metals
Umashakti Steels Pvt. Ltd.,CARE,Term Loan,B-,16-04-2026,LOW,LOW,MEDIUM,70,4.7,Steel & Metals
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,0.5,Agro/Food
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,4.5,Agro/Food
Unique Punch Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,1.0,Other
Unique Punch Systems Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,13.0,Other
Unique Punch Systems Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,11.0,Other
United Engineering Inds. Pvt. Ltd.,ACUITE,Bank Guarantee,D,15-04-2026,LOW,LOW,MEDIUM,71,2.8,Manufacturing
United Engineering Inds. Pvt. Ltd.,ACUITE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,1.75,Manufacturing
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,4.0,Construction
Universal Cartons Solutions Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,15.0,Paper/Packaging
Universal Construction Machinery & Equipment Ltd.,CRISIL,Bank Guarantee,D,30-04-2026,LOW,LOW,MEDIUM,56,3.0,Construction
Universal Construction Machinery & Equipment Ltd.,CRISIL,Letter of Credit,D,30-04-2026,LOW,LOW,MEDIUM,56,5.0,Construction
Universal Seaport Pvt. Ltd.,CARE,Fund-Based,B,10-04-2026,LOW,LOW,MEDIUM,76,1.1,Logistics
Universal Seaport Pvt. Ltd.,CARE,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,6.4,Logistics
Uniworld Sugars Pvt. Ltd. [Merged],CARE,Term Loan,D,06-04-2026,LOW,LOW,MEDIUM,80,60.0,Agro/Food
Utility Forms Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,16-04-2026,LOW,LOW,MEDIUM,70,2.0,Other
Utility Forms Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-04-2026,LOW,LOW,MEDIUM,70,1.24,Other
Utility Forms Pvt. Ltd.,ICRA,Term Loan,B+,16-04-2026,LOW,LOW,MEDIUM,70,2.76,Other
Utkal Healthcare Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,45.0,Healthcare
Uttamenergy Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,58.0,Energy
Uttamenergy Ltd.,CRISIL,Fund-Based,B,30-04-2026,LOW,LOW,MEDIUM,56,10.0,Energy
