Company Name,Agency,Instrument Type,Rating,Rating Date,Days Since (Jun 25),Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Amount Cr,Sector,Why Target
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,1600.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S K Translines Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,10.33,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S M Interior Pvt. Ltd.,CARE,Bank Guarantee,D,28-Apr-2026,58,LOW,LOW,MEDIUM,30.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S M Interior Pvt. Ltd.,CARE,Term Loan,D,28-Apr-2026,58,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S M Interior Pvt. Ltd.,CRISIL,Bank Guarantee,D,29-Apr-2026,57,LOW,LOW,MEDIUM,2.7,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S M Interior Pvt. Ltd.,CRISIL,Fund-Based,D,29-Apr-2026,57,LOW,LOW,MEDIUM,0.3,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S M J Eximp Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S M J Eximp Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,40.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S N S Infracon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,32.5,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S O W I L Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,8.04,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S P G Multi Trade Pvt. Ltd.,ACUITE,Letter of Credit,D,06-Apr-2026,80,LOW,LOW,MEDIUM,50.0,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S P G V Petrochem (India) Pvt. Ltd.,CARE,NCD/Bond,D,13-Apr-2026,73,LOW,LOW,MEDIUM,20.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S P G V Petrochem (India) Pvt. Ltd.,CARE,NCD/Bond,D,13-Apr-2026,73,LOW,LOW,MEDIUM,4.8,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S Pal Enterprises Pvt. Ltd.,CARE,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,5.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S Pal Enterprises Pvt. Ltd.,CARE,Letter of Credit,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S Pal Enterprises Pvt. Ltd.,CARE,Term Loan,B-,23-Apr-2026,63,LOW,LOW,MEDIUM,2.69,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S R Foils & Tissue Ltd.,CRISIL,Letter of Credit,D,30-Apr-2026,56,LOW,LOW,MEDIUM,120.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S R Foils & Tissue Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,76.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S R M Power Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,22.72,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S Agri Business Pvt. Ltd.,CARE,Term Loan,B-,13-Apr-2026,73,LOW,LOW,MEDIUM,5.93,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-Apr-2026,79,LOW,LOW,MEDIUM,7.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Term Loan,C,07-Apr-2026,79,LOW,LOW,MEDIUM,1.48,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S Civil Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,6.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S Fruits Intl. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,10.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S G Pharma Pvt. Ltd.,ACUITE,Term Loan,B-,10-Apr-2026,76,LOW,LOW,MEDIUM,7.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S G Pharma Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,10.4,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S K Infotech Pvt. Ltd.,ACUITE,Term Loan,D,07-Apr-2026,79,LOW,LOW,MEDIUM,15.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S S V Spinners Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,30.7,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V Agro Foods Pvt. Ltd.,BRICKWORK,Term Loan,C,07-Apr-2026,79,LOW,LOW,MEDIUM,2.39,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V E Drilling Tools Pvt. Ltd.,CARE,Term Loan,B-,28-Apr-2026,58,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V M Motors Pvt. Ltd.,ACUITE,Term Loan,B-,28-Apr-2026,58,LOW,LOW,MEDIUM,2.65,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V R Drugs Pvt. Ltd.,ICRA,Non-Fund-Based,B+,24-Apr-2026,62,LOW,LOW,MEDIUM,2.5,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V R Drugs Pvt. Ltd.,ICRA,Term Loan,B+,24-Apr-2026,62,LOW,LOW,MEDIUM,5.48,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V R Laboratories Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,24-Apr-2026,62,LOW,LOW,MEDIUM,1.9,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
S V R Laboratories Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Apr-2026,62,LOW,LOW,MEDIUM,5.1,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saam Textiles Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,2.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saam Textiles Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,0.65,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sab Media Networks Pvt. Ltd.,ACUITE,Term Loan,D,24-Apr-2026,62,LOW,LOW,MEDIUM,100.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sadbhav Vidarbha Highway Ltd.,CARE,Term Loan,D,17-Apr-2026,69,LOW,LOW,MEDIUM,514.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Safal Flexibond Pvt. Ltd.,CRISIL,Term Loan,D,28-Apr-2026,58,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Safal Seeds & Biotech Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,2.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Safe & Secure Logistic Pvt. Ltd.,CARE,Bank Guarantee,A 4,14-Apr-2026,72,LOW,LOW,MEDIUM,0.5,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saffron Lifestyle Traders Pvt. Ltd.,CRISIL,Term Loan,B,29-Apr-2026,57,LOW,LOW,MEDIUM,3.0,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sahara Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,12.25,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sahib Tradelinks Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,10.0,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sahib Tradelinks Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,0.25,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saiyed Paper Mills Ltd.,ACUITE,Term Loan,D,16-Apr-2026,70,LOW,LOW,MEDIUM,0.34,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saiyed Paper Mills Ltd.,ACUITE,Term Loan,D,16-Apr-2026,70,LOW,LOW,MEDIUM,5.91,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saka Embroidery Pvt. Ltd.,CARE,Term Loan,D,21-Apr-2026,65,LOW,LOW,MEDIUM,5.58,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Salasar Agropanel Pvt. Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,12.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Salet Seafoods Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,2.45,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samay Project Services Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,6.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samay Project Services Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,1.65,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samrakshana Electricals Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,1.75,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samrakshana Electricals Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,4.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samrakshana Electricals Ltd.,CRISIL,Term Loan,B-,10-Apr-2026,76,LOW,LOW,MEDIUM,27.12,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samrat Irons Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,67.25,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samruddhi Industries Ltd.,ACUITE,Letter of Credit,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,15.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samruddhi Industries Ltd.,ACUITE,Term Loan,B,16-Apr-2026,70,LOW,LOW,MEDIUM,4.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samruddhi Industries Ltd.,ACUITE,Term Loan,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Samruddhi Industries Ltd.,ACUITE,Term Loan,B,16-Apr-2026,70,LOW,LOW,MEDIUM,7.18,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sandwoods Infratech Projects Pvt. Ltd.,BRICKWORK,Term Loan,D,08-Apr-2026,78,LOW,LOW,MEDIUM,35.4,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sanei Motors Pvt. Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,58,LOW,LOW,MEDIUM,14.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sangam Rice Pvt. Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,58,LOW,LOW,MEDIUM,11.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sangam Rice Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,0.55,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sangam Rice Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,1.45,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sangita Sales Pvt. Ltd.,BRICKWORK,Fund-Based,B+,08-Apr-2026,78,LOW,LOW,MEDIUM,12.8,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sangita Sales Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,08-Apr-2026,78,LOW,LOW,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sangram Auto Components Pvt. Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,58,LOW,LOW,MEDIUM,15.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saravana Stores Gold Palace Pvt. Ltd.,ACUITE,Term Loan,D,09-Apr-2026,77,LOW,LOW,MEDIUM,20.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saravana Stores Gold Palace Pvt. Ltd.,ACUITE,Term Loan,D,09-Apr-2026,77,LOW,LOW,MEDIUM,50.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sarvodaya Polymers Pvt. Ltd.,ICRA,Term Loan,B+,29-Apr-2026,57,LOW,LOW,MEDIUM,5.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Saswad Mali Sugar Factory Ltd.,CRISIL,Term Loan,B-,28-Apr-2026,58,LOW,LOW,MEDIUM,88.53,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sathy Silks Pvt. Ltd.,CARE,Term Loan,BB+,15-Apr-2026,71,LOW,LOW,MEDIUM,114.85,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Satia Synthetics Ltd.,ACUITE,Bank Guarantee,D,13-Apr-2026,73,LOW,LOW,MEDIUM,1.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Satia Synthetics Ltd.,ACUITE,Letter of Credit,D,13-Apr-2026,73,LOW,LOW,MEDIUM,17.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Satia Synthetics Ltd.,ACUITE,Term Loan,D,13-Apr-2026,73,LOW,LOW,MEDIUM,22.62,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sattva Engineering Construction Ltd.,BRICKWORK,Bank Guarantee,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,27.5,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Satya Power & Ispat Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Satya Power & Ispat Ltd.,BRICKWORK,Letter of Credit,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,15.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Savair Energy Ltd.,CARE,NCD/Bond,D,09-Apr-2026,77,LOW,LOW,MEDIUM,47.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Seftech India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-Apr-2026,57,LOW,LOW,MEDIUM,20.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Seftech India Pvt. Ltd.,CRISIL,Term Loan,B,29-Apr-2026,57,LOW,LOW,MEDIUM,5.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Senbo Engineering Ltd.,CARE,Bank Guarantee,D,10-Apr-2026,76,LOW,LOW,MEDIUM,24.68,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Senbo Engineering Ltd.,CARE,Bank Guarantee,D,10-Apr-2026,76,LOW,LOW,MEDIUM,157.32,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Seshsayi Foods Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,49.02,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Seven Seas Distillery Pvt. Ltd.,CARE,Bank Guarantee,B,17-Apr-2026,69,LOW,LOW,MEDIUM,0.13,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sevenhills Healthcare Pvt. Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,106.81,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sevenhills Healthcare Pvt. Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,56.44,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sevenhills Healthcare Pvt. Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,510.11,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sew Bellary Highways Ltd.,BRICKWORK,Term Loan,B,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,27.43,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sew Infrastructure Ltd.,BRICKWORK,Fund-Based,D,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,600.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sew Infrastructure Ltd.,BRICKWORK,Non-Fund-Based,D,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,2800.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shah Group Builders Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,135.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shakti Apifoods Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,29-Apr-2026,57,LOW,LOW,MEDIUM,5.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shakti Apifoods Pvt. Ltd.,ACUITE,Term Loan,BB,29-Apr-2026,57,LOW,LOW,MEDIUM,0.32,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shakti Apifoods Pvt. Ltd.,ACUITE,Term Loan,BB,29-Apr-2026,57,LOW,LOW,MEDIUM,4.68,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shakti Hormann Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,22-Apr-2026,64,LOW,LOW,MEDIUM,24.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shalimar Works (1980) Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,14.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shalimar Works (1980) Ltd.,CRISIL,Term Loan,C,10-Apr-2026,76,LOW,LOW,MEDIUM,39.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shalivahana Wind Energy Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,7.06,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shamanur Sugars Ltd.,BRICKWORK,Bank Guarantee,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,2.73,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shanmugappriya Textiles Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,0.1,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shimnit India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,8.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shimnit India Pvt. Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shinde Developers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,53.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,27-Apr-2026,59,LOW,LOW,MEDIUM,1.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Term Loan,B,27-Apr-2026,59,LOW,LOW,MEDIUM,0.78,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Term Loan,B,27-Apr-2026,59,LOW,LOW,MEDIUM,4.72,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiv Edibles Ltd.,CARE,Fund-Based,B-,10-Apr-2026,76,LOW,LOW,MEDIUM,40.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,Letter of Credit,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,Term Loan,C,09-Apr-2026,77,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,Bank Guarantee,D,27-Apr-2026,59,LOW,LOW,MEDIUM,2.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,NCD/Bond,D,27-Apr-2026,59,LOW,LOW,MEDIUM,14.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiva Speciality Yarns Ltd.,CARE,Bank Guarantee,D,06-Apr-2026,80,LOW,LOW,MEDIUM,1.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiva Speciality Yarns Ltd.,CARE,Term Loan,D,06-Apr-2026,80,LOW,LOW,MEDIUM,29.97,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shiva-Parvati Poultry Feed Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,41.07,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shivani Trendz Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,20.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shivank Udyog Ltd.,CRISIL,Non-Fund-Based,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,0.8,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shivmahal Textiles Pvt. Ltd.,CARE,Term Loan,B-,20-Apr-2026,66,LOW,LOW,MEDIUM,3.77,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shivmani Exports Pvt. Ltd.,CARE,Bank Guarantee,B,06-Apr-2026,80,LOW,LOW,MEDIUM,0.4,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shoe Technik Intl. Corpn. Ltd.,CARE,Bank Guarantee,B-,21-Apr-2026,65,LOW,LOW,MEDIUM,0.25,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Bharat Motors Ltd.,CARE,Term Loan,D,29-Apr-2026,57,LOW,LOW,MEDIUM,10.56,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Bharka (India) Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,24.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Dulichand Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,7.5,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Hari Infraprojects Pvt. Ltd.,CARE,Letter of Credit,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,17.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,6.5,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,73.5,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,323.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Hari Spintex Ltd.,CARE,Bank Guarantee,A 4,13-Apr-2026,73,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Hari Spintex Ltd.,CARE,Term Loan,B-,13-Apr-2026,73,LOW,LOW,MEDIUM,3.92,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Ishan Equipment Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-Apr-2026,62,LOW,LOW,MEDIUM,37.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Ishan Equipment Pvt. Ltd.,CRISIL,Fund-Based,B-,24-Apr-2026,62,LOW,LOW,MEDIUM,6.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Maheshwar Hydel Power Corpn. Ltd.,CARE,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,451.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Shree Naman Securities & Finance Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,03-Apr-2026,83,LOW,MEDIUM,MEDIUM,10.5,BFSI,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
