Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week,ACER_Pitch_Infomerics
Chintpurni Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,60.5,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Chintpurni Steel Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,4.2,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
D J Agro Industrial Project Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),19-Jan-2026,LOW,HOT,2026-10-16,October 2026,157,91.77,Agro/Food,Infomerics,INC rating hits HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
D R Steel Construction Company Private Limited,Infomerics,Long Term Facility,IVR BB (INC)(Downgraded),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,15.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
D R Steel Construction Company Private Limited,Infomerics,Short Term Facility,IVR A4 (INC)(Downgraded),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,10.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Gauri Ganesh Ispat Private Limited,Infomerics,Long Term Bank Facility,IVR BB (INC)(Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,230.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Geonair Aircondition & Refrigeration Manufacturers Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,20.0,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
IQRA Microfinance Federation,Infomerics,Long Term Bank Facilities - Proposed Term Loan,IVR C+ (INC)(Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,3.0,BFSI,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Inderjit Mehta Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,245.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KT Construction,Infomerics,Long Term Facilities,IVR BB (INC)(Reaffirmed),20-Jan-2026,LOW,HOT,2026-10-17,October 2026,156,45.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KT Construction,Infomerics,Short Term Facilities,IVR A4 (INC)(Reaffirmed),20-Jan-2026,LOW,HOT,2026-10-17,October 2026,156,32.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
M/S Idupulapadu Cotton Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),16-Oct-2025,MEDIUM,ULTRA HOT,2026-10-16,October 2026,252,233.0,Agro/Food,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
M/S Idupulapadu Cotton Mills Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),16-Oct-2025,MEDIUM,ULTRA HOT,2026-10-16,October 2026,252,42.0,Agro/Food,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Morth Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,6.55,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Morth Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,12.5,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Mundhe Industries Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,84.91,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Myrayash Hotels Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (CE)(INC)(Reaffirmed),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,200.0,Hotels/Tourism,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Myrayash Hotels Private Limited,Infomerics,Short Term Bank Facilities,IVR A3+ (CE)(INC)(Reaffirmed),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,5.0,Hotels/Tourism,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Narsimha Iron and Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,14.91,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Nightingale Finvest Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Reaffirmed),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,76.04,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Nightingale Finvest Private Limited,Infomerics,Proposed Long Term facilities,IVR BB+ (INC)(Reaffirmed),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,0.33,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Nightingale Finvest Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Reaffirmed),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,76.04,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Nightingale Finvest Private Limited,Infomerics,Proposed Long Term facilities,IVR BB+ (INC)(Reaffirmed),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,0.33,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Opera Global Private Limited,Infomerics,Long Term Bank Facilities / Short Term Bank Facilities,IVR BB- / IVR A4 ; (INC) (Downgraded / Reaffirmed),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,32.4,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Pankaj Ispat Private Limited,Infomerics,Long Term Bank Facility,IVR BB+ (INC) (Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,36.46,Other,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
