Company Name,Agency,Sector,Pipeline_Window,Instruments,Rev_Avg_Lakhs,Rev_High_Lakhs,Amt_Cr,NCD,Call_Window,Current_Urgency
Vidarbha Industries Power Ltd.,ICRA,Energy/Power,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,2764.24,0,HOT by Jan 2027,LOW (<90 days)
Akula Boards Pvt. Ltd.,CRISIL,Paper/Packaging,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,20.0,0,Sep 2026 — RM,LOW/MEDIUM
Megha Fruit Processing Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,70.81,0,Nov Wk4 (Nov 22-30),MEDIUM
Earth Minerals Co. Ltd.,ACUITE,Mining & Minerals,October 2026,Bank Guarantee,8.0,10.0,40.0,0,Oct Wk3 (Oct 15-21),LOW
Goa Ispat Pvt. Ltd.,ICRA,Other,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,21.62,0,Oct Wk2 (Oct 8-14),LOW
Golden Globe Impex Pvt. Ltd.,CRISIL,Jewellery,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,13.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Senbo Engineering Ltd.,CARE,Other,Q2 2027,Bank Guarantee,8.0,10.0,182.0,0,HOT by Jan 2027,LOW (<90 days)
Active Char Products Pvt. Ltd.,ICRA,Other,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,2.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Adeshwar Meditex Ltd.,ACUITE,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,4.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,Chemicals & Pharma,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,4.5,0,HOT by Jan 2027,LOW (<90 days)
Hartek Power Private Limited,Infomerics,Energy,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,71.0,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Hartek Power Private Limited,Infomerics,Energy,October 2026,Other/Unknown | LT Bank Facilities,8.0,12.0,71.0,0,Oct Wk2 (Oct 8-14),LOW
S V R Drugs Pvt. Ltd.,ICRA,Chemicals & Pharma,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,7.98,0,HOT by Jan 2027,LOW (<90 days)
S V R Drugs Pvt. Ltd.,ICRA,Chemicals & Pharma,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,7.98,0,Oct Wk3 (Oct 15-21),LOW
S V P Industries Ltd.,BRICKWORK,Other,Q1 2027,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,187.91,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shilpa Alloys Pvt. Ltd.,ACUITE,Steel & Metals,Q1 2027,Term Loan,8.0,12.0,10.33,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shell Apparels Pvt. Ltd.,ICRA,Textiles,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,10.15,0,Sep–Oct 2026 — Call 3 months ahead,LOW/MEDIUM
Micron Precision Screws Pvt. Ltd.,BRICKWORK,BFSI,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,11.81,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Agrawal Infrabuild Private Limited,Infomerics,Construction,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,192.19,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Agrawal Infrabuild Private Limited,Infomerics,Construction,October 2026,Other/Unknown | LT Bank Facilities,8.0,12.0,192.19,0,Oct Wk4 (Oct 22-31),LOW
Finessac Food Ingredients & Colors Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan | Letter of Credit,8.0,11.0,6.35,0,Oct Wk3 (Oct 15-21),LOW
Eurocoustic Products Ltd.,CRISIL,Other,Q1 2027,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,50.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Express Publications (Madurai) Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,110.58,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Steel & Metals,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,7.0,0,HOT by Jan 2027,LOW (<90 days)
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan | Letter of Credit,8.0,11.0,7.0,0,Oct Wk3 (Oct 15-21),LOW
Hansa Metallics Ltd.,BRICKWORK,Steel & Metals,October 2026,Letter of Credit | Term Loan,8.0,11.0,53.43,0,Oct Wk2 (Oct 8-14),MEDIUM
Adwaith Lakshmi Inds. Ltd.,IND-RA,Other,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,59.01,0,Oct Wk1 (Oct 1-7),LOW
Agarwal Fastners Pvt. Ltd.,ICRA,Other,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,14.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Vishal Containers Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,18.5,0,Nov Wk4 (Nov 22-30),MEDIUM
Neva Garments Ltd.,BRICKWORK,Textiles,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,59.36,0,Nov Wk2 (Nov 8-14),MEDIUM
Mico Plast Inds. Ltd.,BRICKWORK,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,5.76,0,Nov Wk4 (Nov 22-30),LOW
Midas Agrofoods Ltd.,CRISIL,Agro & Food,October 2026,Letter of Credit | Term Loan,8.0,11.0,6.0,0,Oct Wk3 (Oct 15-21),LOW
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,11.0,0,Oct Wk1 (Oct 1-7),LOW
Keltech Energies Ltd.,ICRA,IT/Technology,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,94.65,0,Nov Wk3 (Nov 15-21),LOW
Sudarshan Auto Electrical Components Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Letter of Credit | Term Loan,8.0,11.0,0.63,0,Nov Wk2 (Nov 8-14),LOW
Bharat Engineering Construction Co. Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,8.0,10.0,30.0,0,Nov Wk4 (Nov 22-30),LOW
Beckhaul Digital Technologies Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Bank Guarantee,8.0,10.0,55.0,0,Oct Wk3 (Oct 15-21),LOW
Batliboi Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,54.15,0,Nov Wk4 (Nov 22-30),LOW
Prathista Inds. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,189.79000000000002,0,Nov Wk3 (Nov 15-21),LOW
Prayan Ispat & Steel Pvt. Ltd.,CARE,Steel & Metals,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,1.59,0,HOT by Jan 2027,LOW (<90 days)
Pregna International Ltd.,CRISIL,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,6.95,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Peekay Agencies Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,29.5,0,Oct Wk4 (Oct 22-31),LOW
Pentagon Steels India Pvt. Ltd.,CRISIL,Steel & Metals,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,5.77,0,Dec 2026 – Jan 2027,LOW/MEDIUM
T B E A Energy (India) Pvt. Ltd.,BRICKWORK,Energy,Q1 2027,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,1352.64,0,Sep 2026 — RM,HOT
T Abdul Wahid Tanneries Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,4.96,0,Oct Wk4 (Oct 22-31),LOW
T K International Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,9.75,0,Oct Wk3 (Oct 15-21),LOW
South India Paper Mills Ltd.,ICRA,Paper/Packaging,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,172.27,0,Nov Wk3 (Nov 15-21),LOW
B S L Castings Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Letter of Credit | Term Loan,8.0,11.0,10.0,0,Oct Wk2 (Oct 8-14),MEDIUM
BKB Transport Private Limited,Infomerics,Logistics,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,69.7,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Prachi Leathers Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,3.0,0,Nov Wk4 (Nov 22-30),LOW
Prabha Infrastructure Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,8.0,10.0,15.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Pragati Glass & Inds. Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,8.0,0,HOT by Jan 2027,LOW (<90 days)
Pradeep Stainless India Pvt. Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,10.71,0,HOT by Jan 2027,LOW (<90 days)
Swarnaa Techno Constructions Pvt. Ltd.,BRICKWORK,Construction,Q1 2027,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,116.84,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Syndicate Wiper Systems Pvt. Ltd.,CRISIL,IT/Technology,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,18.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Poddar Mercantile Pvt. Ltd.,CRISIL,Construction,October 2026,Letter of Credit | Term Loan,8.0,11.0,7.09,0,Nov Wk1 (Nov 1-7),MEDIUM
Kumaran Filaments Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,21.0,0,Oct Wk4 (Oct 22-31),LOW
Top Detergent Inds. Pvt. Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,23.0,0,HOT by Jan 2027,LOW (<90 days)
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Construction,Q2 2027,Bank Guarantee,8.0,10.0,60.0,0,HOT by Jan 2027,LOW (<90 days)
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,8.0,10.0,60.0,0,Oct Wk3 (Oct 15-21),LOW
T C P Ltd.,IND-RA,Other,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,23.759999999999998,0,Oct Wk2 (Oct 8-14),MEDIUM
Bhandari Precision Forgings Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan | Letter of Credit,8.0,11.0,4.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Bhupendra Steels Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Letter of Credit | Term Loan,8.0,11.0,24.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Pulkit Metals Pvt. Ltd.,BRICKWORK,Steel & Metals,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,48.35,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Prragathi Steel Castings Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan | Letter of Credit,8.0,11.0,8.219999999999999,0,Oct Wk4 (Oct 22-31),LOW
Prompt Enterprises Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,412.97,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Krishna Lamicoat Pvt. Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,5.38,0,HOT by Jan 2027,LOW (<90 days)
Krishna Lamicoat Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,5.38,0,Oct Wk3 (Oct 15-21),LOW
Krishna Constellation Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,8.0,10.0,446.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Kirti Stampings Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,7.23,0,HOT by Jan 2027,LOW (<90 days)
Kirti Stampings Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,7.23,0,Oct Wk1 (Oct 1-7),LOW
Kochar Sung Up Acrylic Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,21.0,0,HOT by Jan 2027,LOW (<90 days)
Kochar Sung Up Acrylic Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,21.0,0,Oct Wk3 (Oct 15-21),LOW
Prasuna Vamsikrishna Spg. Mills Pvt. Ltd.,ICRA,Other,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,0.2,0,Oct Wk4 (Oct 22-31),LOW
M M Yarns Pvt. Ltd.,BRICKWORK,Textiles,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,109.0,0,Oct Wk3 (Oct 15-21),MEDIUM
M P R Refractories Ltd.,ACUITE,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,3.65,0,Sep–Oct 2026 — Call 3 months ahead,HOT
M S Agarwal Foundries Pvt. Ltd.,BRICKWORK,Other,October 2026,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,0.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Paragon Apparel Pvt. Ltd.,CRISIL,Textiles,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,9.0,0,HOT by Jan 2027,LOW (<90 days)
Paragon Apparel Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,9.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Aruppukottai Sri Jaya Vilas Pvt. Ltd.,BRICKWORK,Other,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,92.59,0,Oct Wk1 (Oct 1-7),MEDIUM
Aruppukottai Shri Ramalinga Spinners Pvt. Ltd.,ICRA,Hotels & Tourism,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,4.11,0,Oct Wk3 (Oct 15-21),MEDIUM
Komos Automotive India Pvt. Ltd.,ACUITE,Automobiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,6.88,0,Nov Wk1 (Nov 1-7),MEDIUM
Bet Medical Pvt. Ltd.,CRISIL,Healthcare,October 2026,Letter of Credit | Term Loan,8.0,11.0,26.0,0,Oct Wk3 (Oct 15-21),LOW
Aristocraft Papers Pvt. Ltd.,BRICKWORK,Paper/Packaging,October 2026,Term Loan | Letter of Credit,8.0,11.0,1.16,0,Nov Wk4 (Nov 22-30),MEDIUM
Aromatics India Pvt. Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,8.6,0,HOT by Jan 2027,LOW (<90 days)
Aromatics India Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,8.6,0,Oct Wk3 (Oct 15-21),LOW
Pankaj Ispat Private Limited,Infomerics,Other,Q1 2027,LT Bank Facilities | Other/Unknown,8.0,12.0,40.0,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Pankaj Ispat Private Limited,Infomerics,Other,October 2026,LT Bank Facilities | Other/Unknown,8.0,12.0,40.0,0,Oct Wk3 (Oct 15-21),LOW
M N R Cottons Pvt. Ltd.,ICRA,Agro & Food,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,17.8,0,Nov Wk2 (Nov 8-14),LOW
M R L Tyres Ltd.,CRISIL,Automobiles,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,92.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Thenpandian Spinning Mills India Pvt. Ltd.,IND-RA,Textiles,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,48.35,0,Oct Wk1 (Oct 1-7),LOW
Auro Impex & Chemicals Ltd.,CARE,Chemicals & Pharma,October 2026,Bank Guarantee,8.0,10.0,4.4,0,Nov Wk4 (Nov 22-30),MEDIUM
Auric Motors Pvt. Ltd.,BRICKWORK,Automobiles,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,149.3,0,Oct Wk4 (Oct 22-31),LOW
Avon Containners Pvt. Ltd.,ACUITE,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,15.46,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Leo Timber Pvt. Ltd.,CRISIL,Other,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,8.65,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Link Composites Pvt. Ltd.,ACUITE,Paper/Packaging,October 2026,Letter of Credit | Term Loan,8.0,11.0,3.8,0,Nov Wk3 (Nov 15-21),LOW
Limson Engineering Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Letter of Credit | Term Loan,8.0,11.0,9.0,0,Oct Wk4 (Oct 22-31),LOW
Global Powersource (India) Private Limited,Infomerics,Energy,Q1 2027,LT Bank Facilities | Other/Unknown,8.0,12.0,23.0,0,Nov–Dec 2026,LOW/MEDIUM
Pharose Remedies Ltd.,CRISIL,Other,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,4.5,0,Oct Wk3 (Oct 15-21),LOW
Pharma Access Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Term Loan | Letter of Credit,8.0,11.0,30.5,0,Oct Wk1 (Oct 1-7),LOW
Photon Surya Urja Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,8.0,10.0,28.0,0,Nov Wk1 (Nov 1-7),MEDIUM
Kushal Polysacks Pvt. Ltd.,IND-RA,Paper/Packaging,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,23.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Aswin Cold Forge Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,7.0,0,Nov Wk4 (Nov 22-30),LOW
Asian Tire Factory Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,3.7,0,Oct Wk2 (Oct 8-14),LOW
B L A Udyog Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,5.0,0,Nov Wk2 (Nov 8-14),LOW
N T F (India) Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,213.06,0,HOT by Jan 2027,LOW (<90 days)
Wahi Sons Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,8.89,0,Nov Wk4 (Nov 22-30),MEDIUM
Savla Chemicals Ltd.,CRISIL,Chemicals & Pharma,October 2026,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,30.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Sanvijay Rolling & Engg. Ltd.,BRICKWORK,Steel & Metals,Q1 2027,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,429.54,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Saraswati Plastotech India Pvt. Ltd.,BRICKWORK,IT/Technology,October 2026,Letter of Credit | Term Loan,8.0,11.0,49.4,0,Oct Wk1 (Oct 1-7),LOW
Saraswati Agro Chemicals (India) Pvt. Ltd.,BRICKWORK,Agro & Food,October 2026,Letter of Credit | Term Loan,8.0,11.0,112.05,0,Oct Wk1 (Oct 1-7),LOW
Saurabh Agrotech Pvt. Ltd.,ICRA,Agro & Food,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,0.9199999999999999,0,Nov Wk3 (Nov 15-21),MEDIUM
Gartech Equipments Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Term Loan | Letter of Credit,8.0,11.0,14.89,0,Oct Wk4 (Oct 22-31),MEDIUM
Gayatri Bioorganics Ltd.,CARE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,11.66,0,HOT by Feb 2027,LOW (<90 days)
A G X Retail Solutions Pvt. Ltd.,CRISIL,Media/Retail,October 2026,Bank Guarantee,8.0,10.0,4.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Yatin Steels India Pvt. Ltd.,ACUITE,Steel & Metals,October 2026,Letter of Credit | Term Loan,8.0,11.0,331.5,0,Nov Wk4 (Nov 22-30),LOW
Whitelotus Industries Ltd.,BRICKWORK,Manufacturing,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,45.33,0,Oct Wk1 (Oct 1-7),LOW
Pavan Cotton Products Pvt. Ltd.,ICRA,Agro & Food,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,3.88,0,Sep–Oct 2026 — Call 3 months ahead,HOT
B L G Electronics Ltd.,BRICKWORK,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,3.12,0,Nov Wk2 (Nov 8-14),MEDIUM
Associated Broadcasting Co. Pvt. Ltd.,ICRA,Steel & Metals,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,32.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Balkishan Dass Subhash Chand Ispat Pvt. Ltd.,BRICKWORK,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,5.75,0,Nov Wk1 (Nov 1-7),LOW
Banglore Polycotters Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,4.05,0,Nov Wk2 (Nov 8-14),LOW
Pradeep Stainless India Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,10.71,0,Oct Wk1 (Oct 1-7),LOW
Pratibha Syntex Ltd.,ACUITE,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,197.28,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Supreme Agrofoods Pvt. Ltd.,CARE,Agro & Food,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,20.14,0,Oct Wk1 (Oct 1-7),LOW
Supreem Pharmaceuticals Mysore Pvt. Ltd.,BRICKWORK,Chemicals & Pharma,Q1 2027,Letter of Credit | Fund-Based Facilities,8.0,11.0,6.9,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Supermint Exports Pvt. Ltd.,BRICKWORK,Logistics,October 2026,Letter of Credit | Term Loan,8.0,11.0,5.49,0,Oct Wk2 (Oct 8-14),LOW
Bapuna Alcobrew Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,8.0,10.0,10.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Ascott Electricals Pvt. Ltd.,ICRA,Energy,October 2026,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,5.2,0,Oct Wk3 (Oct 15-21),LOW
Triveni Smelters Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,5.0,0,Oct Wk4 (Oct 22-31),LOW
M D A Mineral Dhatu (A P) Pvt. Ltd.,ICRA,Mining & Minerals,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,8.5,0,Nov Wk2 (Nov 8-14),LOW
N.E. Agency,Infomerics,Other,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,26.0,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Thenpandian Spinning Mills India Pvt. Ltd.,IND-RA,Textiles,Q2 2027,Other/Unknown | Term Loan,8.0,12.0,48.35,0,HOT by Jan 2027,LOW (<90 days)
Landmark Corporation Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,8.0,10.0,65.0,0,Nov Wk4 (Nov 22-30),LOW
Lasa Laboratory Pvt. Ltd. [Merged],CRISIL,Chemicals & Pharma,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,27.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Peekay Agencies Pvt. Ltd.,CRISIL,Other,Q2 2027,Fund-Based Facilities | Letter of Credit,8.0,11.0,29.5,0,HOT by Jan 2027,LOW (<90 days)
Yamir Packaging Pvt. Ltd.,CRISIL,Paper/Packaging,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,22.65,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Yamuna Cable Accessories Pvt. Ltd.,ACUITE,Infrastructure,October 2026,Letter of Credit | Term Loan,8.0,11.0,10.51,0,Nov Wk4 (Nov 22-30),LOW
N T F (India) Pvt. Ltd.,BRICKWORK,Other,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,213.06,0,Oct Wk1 (Oct 1-7),LOW
Patkar Extrusions Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,3.9,0,Oct Wk4 (Oct 22-31),LOW
Tarang Engineering Pvt. Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,1.31,0,HOT by Jan 2027,LOW (<90 days)
Tarang Engineering Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Term Loan | Letter of Credit,8.0,11.0,1.31,0,Oct Wk4 (Oct 22-31),LOW
Technoplast Packaging Pvt. Ltd.,IND-RA,Paper/Packaging,Q2 2027,Other/Unknown | Term Loan,8.0,12.0,91.5,0,HOT by Jan 2027,LOW (<90 days)
Technoplast Packaging Pvt. Ltd.,IND-RA,IT/Technology,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,91.5,0,Oct Wk3 (Oct 15-21),LOW
Azam Rubber Products Pvt. Ltd.,CARE,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,60.28,0,HOT by Jan 2027,LOW (<90 days)
Aypols Polymers Pvt. Ltd.,CARE,Chemicals & Pharma,October 2026,Letter of Credit | Term Loan,8.0,11.0,19.8,0,Nov Wk1 (Nov 1-7),MEDIUM
B Das & Associates Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,8.0,10.0,30.8,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Peass Industrial Engineers Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Term Loan | Letter of Credit,8.0,11.0,7.0,0,Nov Wk1 (Nov 1-7),MEDIUM
Kamal Cotspin Pvt. Ltd.,CARE,Other,Q2 2027,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,5.050000000000001,0,HOT by Jan 2027,LOW (<90 days)
Kamal Cotspin Pvt. Ltd.,CARE,Other,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,5.050000000000001,0,Oct Wk4 (Oct 22-31),LOW
K P Saha Pvt. Ltd.,ICRA,Other,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,2.82,0,Sep–Oct 2026 — Call 3 months ahead,HOT
K P Manish Global Ingredients Pvt. Ltd.,IND-RA,Other,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,31.0,0,Oct Wk3 (Oct 15-21),LOW
R S H Agro Products Ltd.,ACUITE,Agro & Food,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,2.3,0,HOT by Jan 2027,LOW (<90 days)
K P C Flexi Tubes Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Letter of Credit | Term Loan,8.0,11.0,4.4,0,Oct Wk4 (Oct 22-31),MEDIUM
K O S C Industries Pvt. Ltd.,ACUITE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,1.9,0,HOT by Jan 2027,LOW (<90 days)
K N K Projects Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,8.0,10.0,39.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Ra'Pure Life Sciences Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,17.29,0,Dec 2026 – Jan 2027,LOW/MEDIUM
