Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Adil Textiles Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.6,0,4.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Phoenix Structural & Engg. Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.58,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Archon Powerinfra India Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.5,0,4.0,Construction,ACUITE | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
J D C India Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.4,0,4.0,Other,ACUITE | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Maneesh Pipes Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.3,0,4.0,Steel & Metals,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Venkateswara Steels & Springs (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.02,0,4.0,Steel & Metals,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Baba PuranDass Financial Services Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,BFSI,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Biop Steels & Power Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Steel & Metals,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Chavan Motors Division India Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Hari Om Retail Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Media/Retail,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Optics & Allied Engg. Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Other,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Parul Foods Specialities Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ultimate Chem (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Chemicals & Pharma,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
United Project Construction Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.0,0,4.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
T Abdul Wahid Tanneries Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.96,0,4.0,Other,CRISIL | ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Idea Sales Agencies Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.86,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Bhardwaj Overseas Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.859999999999999,0,4.0,Other,BRICKWORK | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Shivmahal Textiles Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.54,0,4.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shruti Fashions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.28,0,4.0,Textiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Fusion Voice Solutions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Indus Integrated Information Mgmt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.0,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Lords Travel Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),7.0,0,4.0,Hotels & Tourism,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
K N Singh Infratech Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.88,0,4.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nucleus Satellite Communications (Madras) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.7,0,4.0,IT/Technology,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Global Technocrats Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.5,0,4.0,IT/Technology,CARE | CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vasani Polymers Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.4,0,4.0,Chemicals & Pharma,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Veerabhadra Minerals Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.4,0,4.0,Mining & Minerals,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Alom Poly Extrusions Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.38,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Huldibari Industries & Plantation Co. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.38,0,4.0,Manufacturing,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Oracle Polymer Inds. Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.28,0,4.0,Chemicals & Pharma,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
I S K O Strip Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.2,0,4.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
M J Grain Products Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.1,0,4.0,Agro & Food,BRICKWORK | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Anmol Feeds Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
B D Steels Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Steel & Metals,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Enzotech Solutions Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,IT/Technology,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Habra Shree Lakshmi Narayan Rollar Flour & Dall Mill Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
IQRA Microfinance Federation,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,BFSI,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Mighty Auto Wheels Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Automobiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Saffron Lifestyle Traders Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Trading/Exports,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sidhivinayak Chemtech Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Chemicals & Pharma,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Swadha Finlease Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
V J Automobiles Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Vishnu Carriers Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),6.0,0,4.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sree Astalaxmi Spinning Mills Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.98,0,4.0,Textiles,CARE | BRICKWORK | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Versant Online Solutions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.9,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Rodas Impex Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.859999999999999,0,4.0,Other,CARE | BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Chidambaram Shipcare Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.7,0,4.0,Automobiles,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Assorted Plastics Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.52,0,4.0,Chemicals & Pharma,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Dhanbad Rock Wool Insulation Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.5,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Richfield Fertilisers Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.5,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S V M Motors Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.3,0,4.0,Automobiles,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Saam Textiles Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.3,0,4.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Amnet Systems Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Jagannath Polypacks Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.0,0,4.0,Other,ACUITE | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Kisha Telelinks Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.0,0,4.0,Paper/Packaging,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Kumaran Systems Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.0,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Winfab Equipments Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),5.0,0,4.0,Manufacturing,CRISIL | ICRA,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Goel Scientific Glass Works Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.98,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Salet Seafoods Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.9,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S V Agro Foods Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.78,0,4.0,Agro & Food,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Crescent Tanners Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.7,0,4.0,Other,CARE | BRICKWORK,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Radhe Agro Inds. India Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.62,0,4.0,Agro & Food,CARE | BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vardhman Textile Components Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.58,0,4.0,Manufacturing,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Narayani Rice Mill Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.3999999999999995,0,4.0,Agro & Food,BRICKWORK | ACUITE,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
V T R Marketing Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.34,0,4.0,Steel & Metals,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Intercraft Trading Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.2,0,4.0,Trading/Exports,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Marshall Corporation Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.02,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Anukul Agrotech Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),4.0,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
