Company_Name,Rating_Date,Instruments,Size,Current_Rating,Outlook,Days_Since_Rating,Urgency,Current_Rater,Why_Target,ACER_Pitch
Jai Hind Feeds,"December 23, 2025",Long Term Bank Facilities â€“ Cash Credit,Rs. 18.00 Cr.,IVR BB- (INC)(Downgraded),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jai Hind Feeds,"December 23, 2025",Proposed Short Term Bank Facilities,Rs. 0.17 Cr.,IVR A4 (INC)(Reaffirmed),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Prince Corp Private Limited,"December 24, 2025",Long Term Bank Facilities,Rs. 131.46 Cr.,IVR D (INC)(Reaffirmed),Nil,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Prince Corp Private Limited,"December 24, 2025",Short Term Bank Facilities,Rs. 45.50 Cr.,IVR D (INC)(Reaffirmed),Nil,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
M/s Niranjan Rai,"December 24, 2025",Long Term Bank Facilities,Rs. 35.00 Cr. (Including proposed limit of Rs. 5.00 Crore),IVR BBB- (INC)(Downgraded),Negative,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
M/s Niranjan Rai,"December 24, 2025",Short Term Bank Facilities,Rs. 65.00 Cr.,IVR A3 (INC)(Downgraded),Nil,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Uttam Chand Rakesh Kumar,"December 24, 2025",Long Term Bank Facilities,Rs. 81.63 Cr.,IVR BB (INC) (Downgraded),Negative,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anoj Kumar Agarwala,"December 24, 2025",Long Term Bank Facilities,Rs. 10.00 Cr.,IVR B+ (INC)(Downgraded),Negative,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anoj Kumar Agarwala,"December 24, 2025",Short Term Bank Facilities,Rs. 35.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Quality Exports,"December 24, 2025",Long / Short Term Bank Facilities,Rs. 30.00 Cr.,IVR B+/IVR A4; (INC)(Downgraded),Negative/-,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Pro Flexi Packaging Private Limited,"December 24, 2025",Long Term Bank Facilities,Rs. 22.55 Cr.,IVR B+ (INC) (Downgraded),Negative,180,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ashapura Options Private Limited,"September 30, 2021",Bank Facilities - Long Term (Proposed),Rs. 735.00,IVR BB+ (INC)(Withdrawn),Nil,1726,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Imperial Granites Pvt Ltd,"October 21, 2021",Long Term Bank Facilities,Rs. 9.00 Cr.,IVR BB (INC)(Reaffirmed & Withdrawn),Nil,1705,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Imperial Granites Pvt Ltd,"October 21, 2021",Short Term Bank Facilities,Rs. 5.00 Cr.,IVR A4 (INC)(Reaffirmed & Withdrawn),Nil,1705,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
JAM Hotels and Resorts Private Limited,"October 28, 2021",Long term Bank Facilities - Proposed,Rs. 2.00 Cr.,IVR BB (INC)(Reaffirmed & Withdrawn),Nil,1698,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sai Point Finance Corporation Limited,"November 25, 2021",Long Term Fund Based Limits - Cash Credit,Rs. 50.00 Cr.,IVR BB (INC)(Withdrawn),Nil,1670,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Anagha Refineries Private Limited,"December 20, 2021",Long Term Bank Facilities,Rs. 14.85 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1645,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Anagha Refineries Private Limited,"December 20, 2021",Short Term Bank Facilities,135.15 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1645,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Anagha Refineries Private Limited,"December 20, 2021",Long Term Bank Facilities,Rs. 14.85 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1645,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Anagha Refineries Private Limited,"December 20, 2021",Short Term Bank Facilities,135.15 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1645,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mahadev Yarns Private Limited,"December 29, 2021",Long Term Fund Based Facilities - Term Loan,Rs. 4.14 Cr.,IVR B (INC)(Reaffirmed and Withdrawn),Nil,1636,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mahadev Yarns Private Limited,"December 29, 2021",Long Term Bank Facilities - Cash Credit,Rs. 11.36 Cr. (including proposed limit of Rs. 0.36 crore),IVR B (INC)(Reaffirmed and Withdrawn),Nil,1636,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mahadev Yarns Private Limited,"December 29, 2021",Short Term Bank Facilities - Bank Guarantee,Rs. 0.50 Cr.,IVR A4 (INC)(Reaffirmed and Withdrawn),Nil,1636,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Deccan Ferro Alloys Private Limited,"January 8, 2022",Long Term Fund Based Facility,Rs. 15.00 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1626,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Deccan Ferro Alloys Private Limited,"January 8, 2022",Short Term Bank Facilities,Rs. 30.00 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1626,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Long Term Bank Facilities,Rs. 24.18 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Long/Short Term Bank Facilities,Rs. 0.82 Cr.,IVR BB+/IVR A4+; (INC)(Reaffirmed and Withdrawn),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Long Term Bank Facilities,Rs. 24.18 Cr.,IVR BB+ (INC)(Reaffirmed),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Proposed Bank Facilities - Long Term/Short Term,Rs. 0.82 Cr.,IVR BB+/IVR A4+; (INC)(Reaffirmed),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Long Term Bank Facilities,Rs. 24.18 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Long/Short Term Bank Facilities,Rs. 0.82 Cr.,IVR BB+/IVR A4+; (INC)(Reaffirmed and Withdrawn),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Long Term Bank Facilities,Rs. 24.18 Cr.,IVR BB+ (INC)(Reaffirmed),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandelwal Jewellers (Akola) Pvt Ltd,"April 6, 2022",Proposed Bank Facilities - Long Term/Short Term,Rs. 0.82 Cr.,IVR BB+/IVR A4+; (INC)(Reaffirmed),Nil,1538,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radha Smelters Private Limited,"April 11, 2022",Long Term Fund Based Facility - Cash Credit,Rs. 61.00 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1533,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radha Smelters Private Limited,"April 11, 2022",Long Term Fund Based Facility - Term Loan,Rs. 23.86 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1533,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radha Smelters Private Limited,"April 11, 2022",Long Term Fund Based Facility - SLC COVID 19,Rs. 5.45 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1533,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radha Smelters Private Limited,"April 11, 2022",Long Term Fund Based Facility - SLC COVID19,Rs. 15.47 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1533,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radha Smelters Private Limited,"April 11, 2022",Long Term Fund Based Facility - SLC COVID19,Rs. 0.50 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1533,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agrawal Global Infratech Private Limited,"April 18, 2022",Long Term Bank Facilities,Rs. 26.00 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1526,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agrawal Global Infratech Private Limited,"April 18, 2022",Short Term Bank Facilities,Rs. 9.00 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1526,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agrawal Global Infratech Private Limited,"April 18, 2022",Long Term Bank Facilities,Rs. 26.00 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1526,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agrawal Global Infratech Private Limited,"April 18, 2022",Short Term Bank Facilities,Rs. 9.00 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1526,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
N.R. Ispat & Power Private Limited,"April 29, 2022",Long Term Bank Facilities,Rs. 47.50 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1515,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
N.R. Ispat & Power Private Limited,"April 29, 2022",Short Term Bank Facilities,Rs. 2.50 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1515,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NRVS Steels Limited,"April 29, 2022",Long Term Bank Facilities,Rs. 47.91 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1515,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NRTMT (India) Private Limited,"April 29, 2022",Long Term Bank Facilities,Rs. 33.48 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1515,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rustam Foods Private Limited (RFPL),"May 23, 2022",Long Term Fund Based Facilities,Rs. 2.37 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1491,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rustam Foods Private Limited (RFPL),"May 23, 2022",Short Term Non Fund Based Facilities,Rs. 22.63 Cr.,IVR A4+ (INC)(Reaffirmed and Withdrawn),Nil,1491,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sonasati Organics Private Limited,"October 31, 2022",Long Term Bank Facilities,Rs. 52.39 Cr.,IVR BB+ (CE)(INC)(Reaffirmed and Withdrawn),Nil,1330,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sonasati Organics Private Limited,"October 31, 2022",Short Term Bank Facilities,Rs. 4.00 Cr.,IVR A4+ (CE)(INC)(Reaffirmed and withdrawn),Nil,1330,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sonasati Organics Private Limited,"October 31, 2022",Long Term Bank Facilities,Rs. 52.39 Cr.,IVR BB+ (CE)(INC)(Reaffirmed and Withdrawn),Nil,1330,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sonasati Organics Private Limited,"October 31, 2022",Short Term Bank Facilities,Rs. 4.00 Cr.,IVR A4+ (CE)(INC)(Reaffirmed and withdrawn),Nil,1330,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Bravo Sponge Iron Private Limited,"November 17, 2022",Long Term Bank Facilities,Rs. 167.29 Cr.,IVR BB+ (INC)(Reaffirmed and Withdrawn),Nil,1313,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
