Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch,Multi_Agency
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,ACUITE,Long term Loans | Term loans,D,2025-10-24,242.0,HOT,True,,9.26 | 2.11,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Metalman Auto Pvt. Ltd.,CRISIL,Bank Guarantee | Term loans,A+,2025-10-24,242.0,HOT,False,,121.00 | 2.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Metalore Overseas Pvt. Ltd.,CRISIL,Letter Of credit | Long term Loans,D,2025-10-24,242.0,HOT,True,,0.25 | 22.25,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shri Shyam Iron & Power Pvt. Ltd.,BRICKWORK,Term loans,C,2025-10-24,242.0,HOT,True,,0.40,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
S R J Peety Steels Pvt. Ltd.,ICRA,Bank Guarantee,A 2,2025-10-27,239.0,HOT,False,,38.25,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shah Steel Impex Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Letter Of credit,D,2025-10-27,239.0,HOT,True,,50.00 | 59.50,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 239.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Ludhiana Steel Rolling Mills Ltd.,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 3,2025-10-28,238.0,HOT,False,,0.25 | 10.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Nandan Saha Steel Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-10-29,237.0,HOT,True,,16.20,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ICRA has been INC for 237.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Honest Alloys Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-10-29,237.0,HOT,True,Infomerics,Rs. 17.50 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 237.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Peekay Rolling Mills Pvt. Ltd.,CARE | CRISIL,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,A 3+,2025-12-05,236.0,HOT,False,,3.00 | 44.50,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CARE | CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sohn Steel Pvt. Ltd.,CARE,Fund based financial facility/instrument | Non-government debt | Term loans,B-,2025-10-30,236.0,HOT,True,,10.20 | 7.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 236.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Tentiwala Metal Products Ltd.,CRISIL,Bank Guarantee | Term loans,D,2025-10-30,236.0,HOT,True,,4.00 | 8.15,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 236.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Birla Copper Asoj Pvt. Ltd.,IND-RA,Non-government debt,AA/A1+,2025-10-31,235.0,HOT,False,,27.00 | 25.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Gajlaxmi Steel Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee,A 4,2025-12-26,235.0,HOT,True,,1.75,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 235.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Evonith Metallics Ltd.,CARE | CRISIL,Non-government debt | Short-term loan | Term loans,AA-,2026-04-06,232.0,HOT,False,,95.02 | 904.98,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CARE | CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Evonith Value Steel Ltd.,CARE | CRISIL,Long term Loans | Non-government debt | Term loans,AA-,2026-03-31,232.0,HOT,False,,232.65 | 767.35,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CARE | CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
RP Multimetals Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (INC) (Downgraded),2025-11-03,232.0,HOT,True,Infomerics,Rs. 56.47 Cr. | Rs. 50.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 232.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
National Aluminium Co. Ltd.,IND-RA,Non-fund based working capital limit,A 1+,2025-11-04,231.0,HOT,False,,875.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Amalgam Steel & Power Ltd.,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,A 2,2025-11-05,230.0,HOT,False,,148.00 | 110.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Amalgam Steel Pvt. Ltd.,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Short-term loan,A 2,2025-11-05,230.0,HOT,False,,220.00 | 70.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
C M R Aluminium Pvt. Ltd.,CRISIL,Long term Loans | Term loans,A+,2025-11-05,230.0,HOT,False,,54.74 | 139.32,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
C M R-Toyotsu Aluminium India Pvt. Ltd.,CRISIL,Term loans,A+,2025-11-05,230.0,HOT,False,,3.01 | 4.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Crest Steel & Power Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument | Short-term loan | Term loans,A 2,2025-11-05,230.0,HOT,False,,40.00 | 460.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
R S P Metaliks Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-11-05,230.0,HOT,True,,5.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 230.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shyam Metalics & Energy Ltd.,CRISIL,Letter Of credit | Long term Loans,AA+,2025-11-05,230.0,HOT,False,,425.00 | 25.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Topworth Steels & Power Pvt. Ltd.,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,A 2,2025-11-26,230.0,HOT,False,,110.00 | 83.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Team Ferro Alloys Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB+ (Upgraded),2025-11-06,229.0,HOT,False,,Rs. 173.32 Cr. (Enhanced from Rs. 77.70 Crore) | Rs. 1.68 Cr. (Reduced from Rs. 15.00 Crore),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Aarti Steel Intl. Ltd.,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,A+/A1,2025-11-07,228.0,HOT,False,,10.00 | 182.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Global Ores & Alloys Industries Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB (INC)(Downgraded),2025-11-07,228.0,HOT,True,Infomerics,Rs. 25.00 Cr. | Rs. 40.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 228.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Posco-Poggenamp Electrical Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-11-07,228.0,HOT,True,Infomerics,Rs. 20.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 228.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Rangineni Steel and Power Private Limited,Infomerics,Long Term Facilities,IVR BB (Assigned),2025-11-07,228.0,HOT,False,,Rs. 59.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Abha Power & Steel Ltd.,ACUITE,Term loans,B-,2025-11-10,225.0,HOT,True,,2.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 225.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
M S R Iron & Steel Inds. India Pvt. Ltd.,CARE,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,2025-11-10,225.0,HOT,True,,5.00 | 10.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 225.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shyam Ferro Alloys Ltd.,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,AA-,2025-11-10,225.0,HOT,False,,125.00 | 600.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sundaram Alloys Ltd.,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,AA-,2025-11-10,225.0,HOT,False,,60.00 | 320.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Arya Steels Rolling (India) Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-10,225.0,HOT,True,Infomerics,Rs. 18.00 Cr. | Rs. 2.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 225.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,YES
Ambica Steels India Ltd.,IND-RA,Term loans,BBB-,2025-11-11,224.0,HOT,False,,71.46,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Ambica Steels Ltd.,IND-RA,Non-fund based working capital limit | Term loans,A 2,2025-11-11,224.0,HOT,False,,100.00 | 1.50,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Maa Shakambari Steel Ltd.,CRISIL,Bank Guarantee | Term loans,A 2,2025-11-11,224.0,HOT,False,,2.37 | 63.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
S M E L Steel Structural Pvt. Ltd.,CRISIL,Letter Of credit,AA-,2025-11-11,224.0,HOT,False,,150.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Gangajamuna Steel Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-11-12,223.0,HOT,True,,2.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 223.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Premier Alloys Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,A 4,2025-11-12,223.0,HOT,True,,1.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 223.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Kashmir Steel Rolling Mills Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-11-12,223.0,HOT,False,,Rs. 74.00 Cr. (Reduced from Rs. 74.64 Crore),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shuchi Alloys & Conductors Technologies Private Limited,Infomerics,Long Term Facilities | Short Term Facilities,IVR BBB,2025-11-12,223.0,HOT,False,,Rs. 187.00 Cr. | Rs. 173.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Leading Metals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-11-13,222.0,HOT,True,,2.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 222.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Nyka Steels Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-11-13,222.0,HOT,True,,20.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 222.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
