Company Name,Rating Date,Current Rater,Instrument,Grade,Rating,Days Since Rating,Urgency,Why Target,ACER Pitch Angle
Lypsa Gems & Jewellery Ltd.,26-11-2025,ICRA,Non-government debt,Default,D,209,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 209 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ramkrishna Casting Solutions Ltd.,27-11-2025,ICRA,Term loans,Default,D,208,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 208 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ferromet Steels Pvt. Ltd.,27-11-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,208,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 208 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mohit Ispat Pvt. Ltd.,27-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,208,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 208 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Airan Steel & Power Pvt. Ltd.,27-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,B+,208,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 208 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Chorus Labs Ltd.,28-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mohan Mutha Exports Pvt. Ltd.,28-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Perfect Mettcast Pvt. Ltd.,28-11-2025,ICRA,Term loans,High Risk,B+,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shivam Motors Pvt. Ltd.,28-11-2025,ICRA,Non-government debt,Substantial Risk,C/A4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Baldev Textile Mills Pvt. Ltd.,28-11-2025,ICRA,Non-government debt,High Risk,B+/A4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Garg Duplex & Paper Mills Pvt. Ltd.,28-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,28-11-2025,ICRA,Non-government debt,Inadequate Safety,BB-/A4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Real Growth Corpn. Ltd.,28-11-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jinaehat Export Pvt. Ltd.,28-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Call Express Construction (India) Pvt. Ltd.,28-11-2025,ICRA,Term loans,Default,D,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Hindustan Mint & Agro Products Pvt. Ltd.,28-11-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,207,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 207 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
T C S & Associates Pvt. Ltd.,01-12-2025,ICRA,Term loans,High Risk,B+,204,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 204 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Champion Commercial Co. Ltd.,05-12-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,200,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 200 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kwality Pharmaceuticals Ltd.,05-12-2025,ICRA,Non-government debt,High Risk,B+/A4,200,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 200 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Milsha Agro Exports Pvt. Ltd.,08-12-2025,ICRA,Term loans,Default,D,197,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 197 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Pearson Drums & Barrels Pvt. Ltd.,08-12-2025,ICRA,Non-government debt,High Risk,B+/A4,197,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 197 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Millenium Exim Pvt. Ltd.,08-12-2025,ICRA,Non-government debt,High Risk,B/A4,197,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 197 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Bird Airport Hotel Pvt. Ltd.,08-12-2025,ICRA,Term loans,High Risk,B+,197,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 197 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Magma Autolinks Pvt. Ltd.,09-12-2025,ICRA,Term loans,Default,D,196,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 196 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mathuram Swastha Evam Shikshan Sansthan,10-12-2025,ICRA,Term loans,High Risk,B+,195,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 195 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mor Alloys Pvt. Ltd.,10-12-2025,ICRA,Non-government debt,High Risk,B+/A4,195,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 195 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
K P Saha Pvt. Ltd.,10-12-2025,ICRA,Term loans,High Risk,B+,195,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 195 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Magnolia Martinique Clothing Pvt. Ltd.,10-12-2025,ICRA,Term loans,High Risk,B+,195,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 195 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Marudhara Polypack Pvt. Ltd.,10-12-2025,ICRA,Term loans,High Risk,B+,195,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 195 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Nicomet Industries Ltd.,11-12-2025,ICRA,Non-government debt,Default,D,194,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 194 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Baroda Agro Chemicals Ltd.,11-12-2025,ICRA,Term loans,Default,D,194,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 194 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sivaani Agribusiness Pvt. Ltd.,11-12-2025,ICRA,Non-government debt,High Risk,B+/A4,194,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 194 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jayaraj Fortune Packaging Pvt. Ltd.,11-12-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,194,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 194 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sai Regency Power Corpn. Pvt. Ltd.,12-12-2025,ICRA,Non-government debt,Default,D,193,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 193 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
N G Fertilizers & Chemicals Pvt. Ltd.,12-12-2025,ICRA,Term loans,High Risk,B+,193,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 193 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Active Char Products Pvt. Ltd.,12-12-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,193,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 193 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Regen Infrastructure & Services Pvt. Ltd.,12-12-2025,ICRA,Non-government debt,Default,D,193,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 193 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Rameswar Udyog Pvt. Ltd.,12-12-2025,ICRA,Short-term loan,High Risk,A 4,193,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 193 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shree Santosh Cotton Spin Pvt. Ltd.,12-12-2025,ICRA,Term loans,Default,D,193,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 193 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sturdy Industries Ltd.,15-12-2025,ICRA,Term loans,Default,D,190,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 190 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Speciality Polymers Pvt. Ltd.,15-12-2025,ICRA,Term loans,Default,D,190,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 190 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Tijaria Polypipes Ltd.,15-12-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,190,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 190 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shree Shiddhanath Cotex Pvt. Ltd.,15-12-2025,ICRA,Term loans,Default,D,190,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 190 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Navneeta Steels Pvt. Ltd.,15-12-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,190,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 190 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Pavan Cotton Products Pvt. Ltd.,17-12-2025,ICRA,Term loans,High Risk,B,188,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 188 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Samkit Diamond Export Pvt. Ltd.,17-12-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,188,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 188 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Srinivasa Spin Tex (India) Ltd.,17-12-2025,ICRA,Term loans,Default,D,188,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 188 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Tirumala Seven Hills Pvt. Ltd.,17-12-2025,ICRA,Short-term loan,High Risk,A 4,188,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 188 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Chirag Agro Fins Pvt. Ltd.,18-12-2025,ICRA,Term loans,Default,D,187,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 187 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Dugar Polymers Ltd.,18-12-2025,ICRA,Term loans,High Risk,B+,187,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 187 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
V V C Motors Pvt. Ltd.,19-12-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,186,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 186 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Unique Multi Films Virudhunagar Pvt. Ltd.,19-12-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,186,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 186 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Buildmet Pvt. Ltd.,19-12-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,186,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 186 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
