Company,Agencies_INC_April2026,Agency_Count,Instruments,Max_Days_Since_Rating,Urgency,Data_Source,Why_Target,ACER_Pitch
Jai Mata Bala Sundari Steels Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,64.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Jenam Enterprises Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans,64.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Jiya Agro Pvt. Ltd.,CRISIL,1,Long term Loans,64.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
K P Solvex Pvt. Ltd.,CARE,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,64.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kaveri Ginning Industries Pvt. Ltd.,CRISIL,1,Term loans,64.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kochar Sung Up Acrylic Ltd.,CRISIL,1,Letter Of credit | Term loans,64.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lemon Electronics Ltd.,CARE,1,Letter Of credit,64.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
North East Ferro Alloys Co. Pvt. Ltd.,CARE,1,Term loans,64.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,64.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shivmahal Textiles Pvt. Ltd.,CARE,1,Term loans,64.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sowparnika Projects & Infrastructure Pvt. Ltd.,ICRA,1,Term loans,64.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sri Anagha Refineries Pvt. Ltd.,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument,64.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans,64.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
T B P R Infra Projects Pvt. Ltd.,ACUITE,1,Bank Guarantee,64.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Technoplast Packaging Pvt. Ltd.,IND-RA,1,Non-fund based working capital limit | Term loans,64.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Adil Textiles Pvt. Ltd.,CRISIL,1,Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Agmotex Fabrics Pvt. Ltd.,CRISIL,1,Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Agsons Agencies (India) Pvt. Ltd.,CRISIL,1,Letter Of credit,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Agventure Enterprises Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Al-Nasir Exports Pvt. Ltd.,CARE,1,Term loans,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Amar Jewellers Pvt. Ltd.,CRISIL,1,Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Amnet Systems Pvt. Ltd.,CRISIL,1,Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ankur Iron (India) Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans | Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Anmol Feeds Pvt. Ltd.,CRISIL,1,Letter Of credit,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Anukul Agrotech Pvt. Ltd.,CRISIL,1,Letter Of credit,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Apex Welcare Pvt. Ltd.,CRISIL,1,Long term Loans | Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Archana Hospitals Pvt. Ltd.,CRISIL,1,Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Armstrong Spinning Mills Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Aromatics India Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Arunachala Spinning Mills India Pvt. Ltd.,CARE,1,Term loans,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Avian Infrastructure & Energy Pvt. Ltd.,CRISIL,1,Bank Guarantee,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
B K Sons Infrastructure Pvt. Ltd.,CARE,1,Bank Guarantee,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Bansal Associates Pvt. Ltd.,CRISIL,1,Letter Of credit,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Bhagyodaya Trokhos Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Birli Spinning Mill Pvt. Ltd.,ACUITE,1,Bank Guarantee | Letter Of credit | Term loans,63.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Borkar Packaging Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Cadillac Granito Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
City Motors Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Criyagen Agri & Biotech Pvt. Ltd.,CRISIL,1,Term loans,63.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
D J S Printers Pvt. Ltd.,CARE,1,Term loans,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Devi Iron & Power Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,63.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Habra Shree Lakshmi Narayan Rollar Flour & Dall Mill Pvt. Ltd.,CARE,1,Bank Guarantee,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Himalayan Flour Mill Pvt. Ltd.,CARE,1,Bank Guarantee,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Khush Housing Finance Pvt. Ltd.,ACUITE,1,Term loans,63.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lagan Engineering Co. Ltd.,ACUITE,1,Bank Guarantee | Letter Of credit | Term loans,63.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Marshall Corporation Ltd.,ACUITE,1,Bank Guarantee,63.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Med Freshe Pvt. Ltd.,CARE,1,Letter Of credit | Term loans,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Saka Embroidery Pvt. Ltd.,CARE,1,Term loans,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shoe Technik Intl. Corpn. Ltd.,CARE,1,Bank Guarantee,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Versant Online Solutions Pvt. Ltd.,CARE,1,Term loans,63.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Yogiji Digi Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,63.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
B C L Secure Premises Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans,62.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Clrk Industries Pvt. Ltd.,CARE,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Duratex Silk Mills Pvt. Ltd.,ICRA,1,Non-government debt | Term loans,62.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Fittech Industries Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,62.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Formulated Polymers Pvt. Ltd.,ACUITE,1,Letter Of credit,62.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Greenland Paper Mills Ltd.,CARE,1,Bank Guarantee | Letter Of credit | Term loans,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Helios Photo Voltaic Ltd.,CARE,1,Bank Guarantee | Term loans,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ivax Paper Chemicals Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Short-term loan | Term loans,62.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Jaipur Rugs Co. Ltd.,ICRA,1,Non-government debt,62.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kiara Jewellery Pvt. Ltd.,ICRA,1,Non-government debt,62.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
M G M Infra Devp. Solutions Pvt. Ltd.,CARE,1,Term loans,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Marvellous Intra Pvt. Ltd.,ACUITE,1,Long term Loans,62.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Parshvanath Printex Pvt. Ltd.,CARE,1,Term loans,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Polymechplast Machines Ltd.,CRISIL,1,Letter Of credit,62.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Pragati Glass & Inds. Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,62.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Prayan Ispat & Steel Pvt. Ltd.,CARE,1,Letter Of credit | Term loans,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Rockdrill Projects Pvt. Ltd.,CARE,1,Bank Guarantee,62.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shakti Hormann Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,62.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
