Company Name,Current Rating Agency,Instrument,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Why Target,ACER Pitch
Shubham Cotton Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-11,378.0,ULTRA HOT,0.17,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shubhlaxmi Casting Pvt. Ltd. [Merged],Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-21,399.0,ULTRA HOT,0.30,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shyam Indus Power Solutions Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,BB-,2025-06-06,383.0,ULTRA HOT,262.50,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sical Logistics Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-10-09,258.0,HOT,250.00,Logistics,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddapur Distilleries Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-03,386.0,ULTRA HOT,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddharth Tanks & Vessels Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-03-27,89.0,LOW,0.16,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddheshwar Industries Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-12-04,202.0,HOT,119.32,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddhi Ferrous Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-08-22,306.0,HOT,2.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddhi Industries Ltd.,Brickwork,Term loans,Term Loan,BB,2026-01-09,166.0,MEDIUM,0.92,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddhi Knitfab Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-11-25,211.0,HOT,89.83,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siddhi Weaves Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-12-30,176.0,MEDIUM,20.58,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sidhi Vinayak Metcom Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-13,103.0,MEDIUM,0.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sigma Heavy Engg. Inds. Bhopal Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-06-10,379.0,ULTRA HOT,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Signet Products Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-05-29,391.0,ULTRA HOT,50.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Silvershine Cotgin Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-09-12,285.0,HOT,1.04,Jewellery,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Silvertoan Papers Ltd.,Brickwork,Term loans,Term Loan,B,2025-05-23,397.0,ULTRA HOT,15.47,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Silvertones Speciality Textile Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-07-11,348.0,HOT,5.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Simplex Agri-Infra Services Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-25,364.0,HOT,11.71,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Simplex Castings Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2025-06-09,380.0,ULTRA HOT,44.50,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Simran Feeds Pvt. Ltd.,Brickwork,Term loans,Term Loan,B+,2025-06-20,369.0,ULTRA HOT,0.33,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Simran International Export (India) Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-06-03,386.0,ULTRA HOT,2.60,Trading/Exports,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Singhal Commodities Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-09,380.0,ULTRA HOT,0.05,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Singhal Industries Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-06,414.0,ULTRA HOT,10.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Singhal Sheets & Foils Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-02-06,138.0,MEDIUM,2.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Singhvi Fashions Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-18,98.0,MEDIUM,16.24,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Singla Builders & Promoters Ltd.,Brickwork,Term loans,Term Loan,C,2026-03-23,93.0,MEDIUM,23.38,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sir Shadi Lal Enterprises Ltd.,Brickwork,Term loans,Term Loan,C,2026-02-11,133.0,MEDIUM,74.99,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siti Networks Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-13,407.0,ULTRA HOT,728.46,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sivanssh Infrastructure Devp. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-11,378.0,ULTRA HOT,14.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sivika Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-01-21,154.0,MEDIUM,4.23,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siwan Tractors Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2026-02-06,138.0,MEDIUM,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Siyaram Recycling Inds. Ltd.,Brickwork,Term loans,Term Loan,B,2025-12-16,190.0,HOT,0.19,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Skyz Stones Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2025-12-05,201.0,HOT,11.43,Mining/Minerals,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Smaco Engineering Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-08-13,315.0,HOT,7.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Smart Cars Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-05-14,406.0,ULTRA HOT,9.00,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Smilax Healthcare Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-16,100.0,MEDIUM,2.00,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sneha Packers Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-02-18,126.0,MEDIUM,0.59,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sobti Infratech Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-02,357.0,HOT,52.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Soham Leisure Ventures Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-11-25,211.0,HOT,116.65,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Solitaire Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-29,391.0,ULTRA HOT,1.70,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Som Distilleries & Breweries Ltd.,Brickwork,Term loans,Term Loan,B,2025-11-20,216.0,HOT,34.52,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Som Shiva (Impex) Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-10-29,238.0,HOT,0.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Soma New Towns Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,B,2025-05-21,399.0,ULTRA HOT,3.65,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sonali Energees Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-01-21,154.0,MEDIUM,10.90,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sood Associates Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,BB,2025-12-24,182.0,HOT,23.31,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sorento Granito Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-11-14,222.0,HOT,2.75,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Soundararaja Mills Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2026-01-21,154.0,MEDIUM,0.85,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Southern Batteries Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2025-09-12,285.0,HOT,168.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Southfield Paints Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-03-12,104.0,MEDIUM,1.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sovika Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-05,384.0,ULTRA HOT,1.50,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Space Age Associates Power-Infra Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-08-22,306.0,HOT,9.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Spads Textiles Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-06-17,372.0,ULTRA HOT,1.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sparsh Industries Pvt.  Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB,2025-08-01,327.0,HOT,878.77,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Spectra Constructions Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B+,2025-05-29,391.0,ULTRA HOT,1.94,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Spectra Industries Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-17,99.0,MEDIUM,2.68,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Spectrum Foods Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-04,385.0,ULTRA HOT,9.34,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Spica Projects & Infrastructures Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-27,362.0,HOT,53.85,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Spine Arthoscopic & Joint Replacement Centre Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-04-01,84.0,LOW,7.82,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Splendid Logistics Solutions Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-08-05,323.0,HOT,0.50,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sprit Infrapower & Multiventures Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-12-17,189.0,HOT,330.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Astalaxmi Spinning Mills Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-10-13,254.0,HOT,1.00,Textiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Kumar Agro Oils Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B,2025-12-16,190.0,HOT,18.35,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Lakshmi Printing & Packaging Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-04,112.0,MEDIUM,13.88,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Mangayarkarasi Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-04-07,78.0,LOW,2.48,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Ramakrishna Alloys Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2026-02-25,119.0,MEDIUM,20.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Sudheer Ceramics Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-08-21,307.0,HOT,59.70,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sree Venkateswara Road Constructions Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-04,202.0,HOT,13.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sreedevi Digital Systems Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-12-09,197.0,HOT,6.00,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sri Bala Medical Centre & Hospital Pvt. Ltd.,Brickwork,Term loans,Term Loan,C-,2025-08-26,302.0,HOT,8.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sri Bhavani Castings Ltd.,Brickwork,Term loans,Term Loan,C,2025-10-29,238.0,HOT,12.07,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sri Kailash Traders Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-08-08,320.0,HOT,44.30,Media/Retail,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
