Company Name,Current Rater,Instrument Type,Grade,Rating,Last Rating Date,Days Since Downgrade,Is INC,Urgency,Why Target,ACER Pitch Angle
P R G Buildcon India Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Patiala Cotspin Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
P E Erectors Pvt. Ltd.,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
P & Y Enterprises Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Lenz Ceramic Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Klassik Lamitex Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Lall Minerals Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Kohinoor Feeds & Fats Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Karvy Digikonnect Ltd.,CRISIL,Term loans,Default,D,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Northway Infra-Tech Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Niladree Build-Tech Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Kashi Kanchan Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
N K Agro Exports (India) Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Man Cott Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Millenium Papers Pvt. Ltd.,CARE,Non-government debt,High Risk,B/A4,2026-04-02,79.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Manjeet Fibers Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vijay Sheets & Strips Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Bhoruka Power Corpn. Ltd.,IND-RA,Term loans,Inadequate Safety,BB-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Bhartia Yarns Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
B S T Textile Mills Pvt. Ltd.,CARE,Bank Guarantee,Default,D,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Siri Constructions Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sri Vaishnavi Spintex (India) Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shree Bharka (India) Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shri Jatadhari Rice Mill Pvt. Ltd. [Merged],ACUITE,Term loans,Inadequate Safety,BB-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S K Translines Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
G M W Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Hemant Surgical Inds. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
G M A Pinnacle Automotives Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shiva-Parvati Poultry Feed Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shinde Developers Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S O W I L Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
