Company Name,Current Agency,Instrument,Rating,Original Rating Date,12mo Due Date,Recommended Call Date,Day of Week,Months Since Rating
Aastha Spintex Ltd.,ACUITE,Long term Loans,B,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Aastha Spintex Ltd.,ACUITE,Term loans,B-,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Birmi International Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Birmi International Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Hindustan Fibres Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Ken Enterprises Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Ken Enterprises Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Mago Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Mylar Sugars Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Mylar Sugars Ltd.,BRICKWORK,Term loans,D,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Satish Sugars Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Satish Sugars Ltd.,BRICKWORK,Fund based financial facility/instrument,BB-,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Umadutt Industries Ltd.,BRICKWORK,Term loans,C,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Black Diamond Explosives Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Black Diamond Explosives Pvt. Ltd.,CARE,Fund based financial facility/instrument,B+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Black Diamond Explosives Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Gammon India Ltd.,CARE,Fund based financial facility/instrument,D,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Gammon India Ltd.,CARE,Non-government debt,D,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Infrastil Global Impex Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Panchwati Prayogshala Pvt. Ltd.,CARE,Non-government debt,B/A4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Panchwati Prayogshala Pvt. Ltd.,CARE,Term loans,B,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Tufanganj Agro Inds. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Tufanganj Agro Inds. Pvt. Ltd.,CARE,Term loans,B,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Alps Communication Pvt. Ltd.,CARE,Term loans,B-,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Maple Digital Technology Intl. Pvt. Ltd.,CRISIL,Short-term loan,A 4+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Maple Digital Technology Intl. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Maple Digital Technology Intl. Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Noble Moulds Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Noble Moulds Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Noble Moulds Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Premier Knits Apparel (India) Pvt. Ltd.,CRISIL,Term loans,BB-,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
R S R Infra Works (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Suryauday Spinning Mills Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Suryauday Spinning Mills Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Tayal Sons Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Tayal Sons Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Air Vision India Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Air Vision India Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Kalyani Techpark Pvt. Ltd.,ICRA,Term loans,BB+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Marc Laboratories Ltd.,ICRA,Term loans,B+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Akshara Motors Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Akshara Motors Pvt. Ltd.,ICRA,Term loans,B+,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
K P Manish Global Ingredients Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 2,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
K P Manish Global Ingredients Pvt. Ltd.,IND-RA,Term loans,BBB,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Swosti Premium Ltd.,IND-RA,Term loans,BBB-,2025-07-22,2026-07-22,2026-07-22,Wednesday,11.1
Surya Electricals & Engineers Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Yazdani Steel & Power Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Yazdani Steel & Power Ltd.,ACUITE,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Yazdani Steel & Power Ltd.,ACUITE,Long term Loans,C,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Yazdani Steel & Power Ltd.,ACUITE,Term loans,C,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Brij Gopal Construction Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Kaveri Engineering Projects Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Kaveri Engineering Projects Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Kiran Udyog Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Moolchand Healthcare Pvt. Ltd.,BRICKWORK,Term loans,BB-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Om Auto Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Print Point India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Print Point India Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
A S P Sealing Products Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
A S P Sealing Products Ltd.,BRICKWORK,Letter Of credit,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
A S P Sealing Products Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Das Garage Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Das Garage Pvt. Ltd.,CARE,Term loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
E-Procurement Technologies Ltd.,CARE,Non-government debt,B+/A4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Gupta Builders & Promoters Pvt. Ltd.,CARE,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Kamakshi Steels Pvt. Ltd.,CARE,Bank Guarantee,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sai Industries Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sai Industries Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sai Industries Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sai Industries Pvt. Ltd.,CARE,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sam Industrial Enterprises Ltd.,CARE,Bank Guarantee,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sanghi Brothers (Indore) Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sanghi Brothers (Indore) Pvt. Ltd.,CARE,Term loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sanghi Brothers (Indore) Pvt. Ltd.,CARE,Term loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Sanghi Brothers (Indore) Pvt. Ltd.,CARE,Term loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Shirpur Gold Refinery Ltd.,CARE,Bank Guarantee,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Shree Subhlaxmi Foods Ltd.,CARE,Fund based financial facility/instrument,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Shree Subhlaxmi Foods Ltd.,CARE,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Dhenu Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Dhenu Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
East India Packaging Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
East India Packaging Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Favourite Plus Ceramic Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Lakhani Footwear Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Lakhani Footwear Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Lakhani Footwear Pvt. Ltd.,CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Metaflux Company Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Metaflux Company Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Multi Globe Dairies Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Multi Globe Dairies Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nachimuthu Industrial Association,CRISIL,Long term Loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nachimuthu Industrial Association,CRISIL,Term loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nand Hospitality Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nand Hospitality Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nand Hospitality Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Natraj Proteins Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Natraj Proteins Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nayak Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Nayak Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Neeraj Paper Agencies Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Neeraj Paper Agencies Ltd.,CRISIL,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Neo Metaliks Ltd.,CRISIL,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Neo Metaliks Ltd.,CRISIL,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Neo Metaliks Ltd.,CRISIL,Term loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Oneworld Creations Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Oneworld Creations Pvt. Ltd.,CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Param Tex Fab Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Param Tex Fab Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Prestogem Vehicles Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rajalakshmi Cars Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rajalakshmi Cars Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rajalakshmi Cars Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rakhi Agencies Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rakhi Agencies Ltd.,CRISIL,Long term Loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Ramdev Stainless Strips Pvt. Ltd.,CRISIL,Term loans,B,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rasandik Auto Components Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rasandik Auto Components Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rasandik Auto Components Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rasandik Auto Components Pvt. Ltd.,CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Rashmi Realty Builders Pvt. Ltd.,CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Revmax Telecom Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Riddhi Casting Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Ridley Life Science Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Starlit Power Systems Ltd. [Merged],CRISIL,Long term Loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Starlit Power Systems Ltd. [Merged],CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Starlit Power Systems Ltd. [Merged],CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Tessitura Monti India Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Tessitura Monti India Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Ultimo Fabrics Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Ultimo Fabrics Pvt. Ltd.,CRISIL,Term loans,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
B Fouress Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
B Fouress Pvt. Ltd.,ICRA,Non-government debt,BB+/A4+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Global Dent Aids Pvt. Ltd.,ICRA,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Jadli Food (India) Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Jadli Food (India) Pvt. Ltd.,ICRA,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Prehari Protection Systems Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Uni Ads Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Uni Ads Ltd.,ICRA,Term loans,B+,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
United Technomech Engineers Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Shivam Iron & Steel Co. Ltd.,IND-RA,Term loans,B-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Shri Ashutosh Structures Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Shri Ashutosh Structures Pvt. Ltd.,IND-RA,Term loans,BBB-,2025-07-23,2026-07-23,2026-07-23,Thursday,11.1
Dabra Agro Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Dabra Agro Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Emgee Infrastructure Holdings (India) Pvt. Ltd.,BRICKWORK,Non-government debt,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Gomtesh Ginning & Pressing Pvt. Ltd.,BRICKWORK,Non-government debt,C,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Greenchef Appliances Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Greenchef Appliances Ltd.,BRICKWORK,Fund based financial facility/instrument,BB-,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
K K Duplex & Paper Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
K K Duplex & Paper Mills Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Kanoria Energy & Infrastructure Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Kanoria Energy & Infrastructure Ltd.,BRICKWORK,Fund based financial facility/instrument,BB,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Katyayni Natural Resources Ltd.,BRICKWORK,Term loans,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Olive Lifesciences Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Olive Lifesciences Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Rohil Foods Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Vidarbha Infotech Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Vidarbha Infotech Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Radharaman Stainless Steel Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Sadguru Engineers & Allied Services Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Sadguru Engineers & Allied Services Pvt. Ltd.,CARE,Term loans,BB-,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Sethia Oils Ltd. [Merged],CARE,Bank Guarantee,B-,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Karamjeet Singh & Co. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Karamjeet Singh & Co. Ltd.,CRISIL,Long term Loans,BB+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Karamjeet Singh & Co. Ltd.,CRISIL,Term loans,BB+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
P C Dey & Son Distributors Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
P C Dey & Son Distributors Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Raminfo Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Raminfo Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Raminfo Ltd.,CRISIL,Long term Loans,B,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Raminfo Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
S N Enviro-Tech Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
S N Enviro-Tech Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Tulasi Seeds Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Agrawal Global Infratech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Agrawal Global Infratech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Chanderpur Works Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Forming India Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Forming India Pvt. Ltd.,ICRA,Term loans,B+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Rayani Spin-Tex Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Rayani Spin-Tex Pvt. Ltd.,ICRA,Term loans,B,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Acme Formulation Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Acme Formulation Pvt. Ltd.,ICRA,Term loans,B+,2025-07-24,2026-07-24,2026-07-24,Friday,11.0
Sintech Precision Products Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Sintech Precision Products Ltd.,ACUITE,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Sintech Precision Products Ltd.,ACUITE,Long term Loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Sintech Precision Products Ltd.,ACUITE,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Cruise Appliances Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ebixcash Mobility Software India Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ebixcash Mobility Software India Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ebixcash Mobility Software India Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Madhuram Industries Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Parnax Lab Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Parnax Lab Ltd.,BRICKWORK,Letter Of credit,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Parnax Lab Ltd.,BRICKWORK,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
S S Food Products Pvt. Ltd.,BRICKWORK,Term loans,C-,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Sandeep Texturisers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Sandeep Texturisers Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Sandeep Texturisers Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Shivalaya Amgaon Highways Pvt. Ltd.,BRICKWORK,Term loans,BB-,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Unimax Chemicals Pvt. Ltd.,BRICKWORK,Non-government debt,B/A4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Unimax Chemicals Pvt. Ltd.,BRICKWORK,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
A J S Impex Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
A J S Impex Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Yuno Packaging Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Yuno Packaging Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
City Lifeline Travels Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Future Supply Chain Solutions Ltd.,CARE,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Jayshri Gayatri Food Products Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
