Company Name,Current Rater,Instrument Type,Current Rating,Last Rating Date,Days Overdue,Urgency,DeadRisk,Why Target,ACER Pitch Angle
Shri Ganga Four Wheels Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Koenig Solutions Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Siby Mining & Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Signet Products Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Siva Foods Impex Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Siddhi Ganesh Metal Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Samarth Dairy & Agro Products Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rupal Plastics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Prasad Cotton Inds. Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shri Coimbatore Jewellers India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Avyukta Agro Impex Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shri Banke Bihari Polyfab Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shubham Cotton Mills Pvt. Ltd.,BRICKWORK | CRISIL,Term loans,B,2025-06-11,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Deson Marketing Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Flyjac Logistics Pvt. Ltd.,ICRA,Non-government debt,A+/A1+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Chhajed Foods Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Chandralekha Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vaishnavi Ferro Tech Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ovis Equipments Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Venus Garments (India) Ltd.,CRISIL,Letter Of credit,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Real Grow Exims Pvt. Ltd.,BRICKWORK | CARE,Letter Of credit,D,2025-06-12,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bonton Technomake Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Borah Agencies Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bucon Infratech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Narayan Texfab Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Prime Hitech Engg. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Proventus Life Sciences Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A S Wire Inds. (V S P) Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Amrutva Exports Pvt. Ltd.,CRISIL,Short-term loan,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bharat Caarriers Ltd.,CRISIL,Term loans,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Asian Multiplexes Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nancy Krafts Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sunita Finlease Ltd.,CRISIL,Long term Loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajeev Tradecomm Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
R N K Agro & Chemicals Pvt. Ltd.,CRISIL,Term loans,B+,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Race Eco Chain Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Arya Steels Rolling (India) Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ramelex Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ramdev Stainless Strips Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rai Metal Works Pvt. Ltd.,CARE | CRISIL,Non-fund-based financial facility/instrument,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Orient Craft Ltd.,CRISIL,Long term Loans,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ganesh Sponge Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Goel Builders,INFOMERICS,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
O S T Electronics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sian Infra and Realcon LLP,INFOMERICS,Long Term Facilities,IVR BB (INC)(Downgraded),2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Hero Wiretex Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Arjuna Natural Pvt. Ltd.,ACUITE,Term loans,BB-,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Aliens Developers Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Star Pipe Foundry (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Anand Transport Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Anant Dudh Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Supermint Exports Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pyro Electric Instruments Goa Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A B S Fujitsu General Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nikisu Fab Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Synergy Remedies Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Super Electro Films Ltd.,BRICKWORK,Letter Of credit,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Velox Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Kusalava Motors Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Chandra Bhagat Pharma Ltd.,CARE,Bank Guarantee,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Podder & Podder (Equipment & Project) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Periwal Polymers Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sai Balaji Sponge Iron India Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Independent Resources India Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Goel Road Carriers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jai Ambey Emergency Services (I) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nirman Estate Developers Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Konark Synthetic Ltd.,CARE,Bank Guarantee,D,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
K V R Projects Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sri Sampurna Laxmi Spg. Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
C S M Technologies Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
My Car Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4,2025-05-30,386.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
