Company Name,Instrument Type,Current Agency,Rating,Rating Date,Urgency,Months Since Rating
Shivam Motors Pvt. Ltd.,Non-government debt,ICRA,C/A4,2025-11-28,MEDIUM,6.8
Shyam Spectra Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,2025-11-28,MEDIUM,6.8
Invreco Pvt. Ltd.,Non-government debt,CARE,BBB+/A2,2025-12-01,MEDIUM,6.7
Kay Jay Forgings Ltd.,Non-government debt,ICRA,B+/A4,2025-12-01,MEDIUM,6.7
Kay Jay Forgings Ltd.,Non-government debt,ICRA,B+/A4,2025-12-01,MEDIUM,6.7
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,Non-government debt,CARE,BB+/A4,2025-12-02,MEDIUM,6.7
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,Non-government debt,CARE,BB+/A4,2025-12-02,MEDIUM,6.7
Narayani Coke Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-12-01,MEDIUM,6.7
Turbhe Chemicals Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-01,MEDIUM,6.7
Viswaat Chemicals Ltd.,Non-government debt,CARE,BB/A4,2025-12-01,MEDIUM,6.7
Viswaat Chemicals Ltd.,Non-government debt,CARE,BB/A4,2025-12-01,MEDIUM,6.7
Adachi Natural Polymer Ltd.,Non-government debt,CARE,B-/A4,2025-12-01,MEDIUM,6.7
Agrasen Iron & Steels Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-12-02,MEDIUM,6.7
Alfa-Therm Ltd.,Non-government debt,CARE,B-/A4,2025-12-01,MEDIUM,6.7
Champion Commercial Co. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-05,MEDIUM,6.6
Chowgule Industries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-12-05,MEDIUM,6.6
Fine Pac Structures Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-04,MEDIUM,6.6
Gupta Hair Products Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-05,MEDIUM,6.6
Kwality Pharmaceuticals Ltd.,Non-government debt,ICRA,B+/A4,2025-12-05,MEDIUM,6.6
Purvanchal Construction Works Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-03,MEDIUM,6.6
Rajvir Industries Ltd.,Non-government debt,CARE,D,2025-12-04,MEDIUM,6.6
Shree Seco Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-03,MEDIUM,6.6
B D Security Ltd.,Non-government debt,CARE,BB/A4,2025-12-08,MEDIUM,6.5
Euro Safety Footwear (India) Ltd.,Non-government debt,CARE,BB+/A4+,2025-12-08,MEDIUM,6.5
Luker Electric Technologies Pvt. Ltd.,Non-government debt,CARE,BBB/A3,2025-12-08,MEDIUM,6.5
Millenium Exim Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-12-08,MEDIUM,6.5
Milsha Agro Exports Pvt. Ltd.,Non-government debt,ICRA,D,2025-12-08,MEDIUM,6.5
Pearson Drums & Barrels Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-08,MEDIUM,6.5
Powerful Technologies Ltd.,Non-government debt,BRICKWORK,D,2025-12-08,MEDIUM,6.5
Radiant Textiles Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,2025-12-08,MEDIUM,6.5
Rajdhani Crafts Inds. Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-08,MEDIUM,6.5
Udayam Medical Centre (Trichy) Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-12-08,MEDIUM,6.5
Valiant Glass Works Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-12-08,MEDIUM,6.5
Flyjac Logistics Pvt. Ltd.,Non-government debt,ICRA,A+/A1+,2025-12-11,MEDIUM,6.4
Flyjac Logistics Pvt. Ltd.,Non-government debt,ICRA,A 1+,2025-12-11,MEDIUM,6.4
Mahajan Fabrics Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-11,MEDIUM,6.4
Mor Alloys Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-10,MEDIUM,6.4
Nicomet Industries Ltd.,Non-government debt,ICRA,D,2025-12-11,MEDIUM,6.4
Nidhi Auto Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-11,MEDIUM,6.4
Sarvani Tradelink Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-09,MEDIUM,6.4
Sarvani Tradelink Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-09,MEDIUM,6.4
Shri Ram Rubtech Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-12-11,MEDIUM,6.4
Sivaani Agribusiness Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-11,MEDIUM,6.4
Atlas Constructions Pvt. Ltd.,Non-government debt,CRISIL,BBB/A3+,2025-12-12,MEDIUM,6.3
Regen Infrastructure & Services Pvt. Ltd.,Non-government debt,ICRA,D,2025-12-12,MEDIUM,6.3
Sai Regency Power Corpn. Pvt. Ltd.,Non-government debt,ICRA,D,2025-12-12,MEDIUM,6.3
Fenasia Ltd.,Non-government debt,CARE,A 4,2025-12-17,MEDIUM,6.2
Samkit Diamond Export Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-12-17,MEDIUM,6.2
Samkit Diamond Export Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-12-17,MEDIUM,6.2
Samkit Diamond Export Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-12-17,MEDIUM,6.2
Satyadeeptha Pharmaceuticals Ltd.,Non-government debt,ICRA,BB+/A4+,2025-12-17,MEDIUM,6.2
Siddhartha Engineering Ltd.,Non-government debt,CARE,C/A4,2025-12-16,MEDIUM,6.2
Sturdy Industries Ltd.,Non-government debt,ICRA,D,2025-12-15,MEDIUM,6.2
Tirumala Seven Hills Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-17,MEDIUM,6.2
Ashok Textile Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Bilt Graphic Paper Products Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Camex Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Caravel Logistics Pvt. Ltd.,Non-government debt,IND-RA,C/A4,2025-12-19,MEDIUM,6.1
Clifton Export Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Durgashakti Foods Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Gansons Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Global Powersource (India) Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Goa Sponge & Power Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
High Ground Enterprise Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Hiland Agro Products Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
International Commerce Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
K7 Computing Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Kairali Steels & Alloys Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Kuna Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Leben Life Sciences Pvt. Ltd.,Non-government debt,IND-RA,B-,2025-12-19,MEDIUM,6.1
M V Omni Projects (India) Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Mahakali Ispat Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Nagarjuna Fertilizers & Chemicals Ltd.,Non-government debt,CARE,D,2025-12-18,MEDIUM,6.1
Paradigm Tunneling Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Petron Engineering Construction Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Polixel Security Systems Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
R K I Builders Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
R K S Steel Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
R S Development & Constructions India Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Rydak Syndicate Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
S S Infrastructure Devp. Consultants Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Samrat Gems Impex Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Sangam Forgings Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Sangani Infrastructure India Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Shrikishan & Co. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Spartan Engineering Inds. Pvt. Ltd.,Non-government debt,IND-RA,D,2025-12-19,MEDIUM,6.1
Srinivas Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Sunrise Timply Co. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Superior Films Pvt. Ltd.,Non-government debt,IND-RA,BB+/A4+,2025-12-19,MEDIUM,6.1
V V C Motors Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-19,MEDIUM,6.1
Vertigo Impex Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,MEDIUM,6.1
Abhiraj Engicon Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
Anubhav Plast Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,6.1
B E Contracts Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-12-22,MEDIUM,6.0
Excelsource International Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-22,MEDIUM,6.0
Excelsource International Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-22,MEDIUM,6.0
Memon Health Care Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-22,MEDIUM,6.0
S A M Apparels Pvt. Ltd.,Non-government debt,ICRA,D,2025-12-22,MEDIUM,6.0
S S G Infratech Pvt. Ltd.,Non-government debt,CARE,D,2025-12-22,MEDIUM,6.0
Uni-Tech Automation Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-22,MEDIUM,6.0
