Infomerics Name,d365 Name,Infomerics Normalized,d365 Normalized,Match Score,Match Quality,INF Instrument,INF Rating,INF Rating Date,INF Urgency,Sector,d365 Agency,d365 Instrument,d365 Rating,d365 Rating Date,d365 Urgency,d365 INC,Why Target
Golkunda Diamonds and Jewellery Limited,Golkunda Diamonds & Jewellery Ltd.,GOLKUNDA DIAMONDS AND JEWELLERY,GOLKUNDA DIAMONDS & JEWELLERY,93.33333333333333,HIGH,Long Term Bank Facilities,IVR BBB-,2025-03-19,HIGH,Other/Unknown,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-10-29,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
GS Auto International Limited,G S Auto International Ltd.,GS AUTO,G S AUTO,93.33333333333333,HIGH,Short Term Bank Facilities,IVR A4 (Reaffirmed and Withdrawn),2025-12-22,LOW,Other/Unknown,CARE,Term loans,C,2025-10-17,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Shreyas Enterprises,Shreyans Industries Ltd.,SHREYAS,SHREYANS,93.33333333333333,HIGH,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-06-17,MEDIUM,Other/Unknown,CARE,Term loans,A-,2025-11-10,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
VRV Hospitality Private Limited,Nrv Hospitality Pvt. Ltd.,VRV HOSPITALITY,NRV HOSPITALITY,93.33333333333333,HIGH,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-08-07,MEDIUM,Healthcare,CARE,Term loans,BB+,2026-03-10,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Tejas Construction and Infrastructure Private Limited,Tejas Constructions & Infrastructure Pvt. Ltd.,TEJAS CONSTRUCTION AND INFRASTRUCTURE,TEJAS CONSTRUCTIONS & INFRASTRUCTURE,93.15068493150685,HIGH,Short Term Bank Facilities,IVR A4 (Assigned),2025-03-19,HIGH,Infrastructure,ACUITE,Term loans,C,2026-03-12,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Madhya Pradesh Power Generating Company Limited,Madhya Pradesh Power Generating Co. Ltd.,MADHYA PRADESH POWER GENERATING COMPANY,MADHYA PRADESH POWER GENERATING CO,93.15068493150685,HIGH,Long Term Bank Facility,IVR B+ (INC)(Downgraded),2025-12-31,LOW,Infrastructure,IND-RA,Non-government debt,BBB/A3+,2025-11-24,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Pridhvi Asset Reconstruction & Securitization Company Limited,Pridhvi Asset Reconstruction & Securitisation Co. Ltd.,PRIDHVI ASSET RECONSTRUCTION & SECURITIZATION COMPANY,PRIDHVI ASSET RECONSTRUCTION & SECURITISATION CO,93.06930693069306,HIGH,Fund Based - Long Term Bank Facilities â€“ Overdraft,IVR BBB+ (Reaffirmed),2026-01-27,LOW,Construction,IND-RA,Term loans,BBB,2025-07-21,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Euro Safety Footwear India Private Limited,Euro Safety Footwear (India) Ltd.,EURO SAFETY FOOTWEAR,EURO SAFETY FOOTWEAR (),93.02325581395348,HIGH,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-06-04,HIGH,Other/Unknown,CARE,Term loans,BB+,2026-01-05,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Utssav CZ Gold Jewels Limited,Utssav C Z Gold Jewels Ltd.,UTSSAV CZ GOLD JEWELS,UTSSAV C Z GOLD JEWELS,93.02325581395348,HIGH,Short Term Bank Facilities,IVR A3 (Upgraded & Withdrawn),2025-12-02,MEDIUM,Other/Unknown,CARE,Term loans,BBB,2025-09-23,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Alchemist Asset Reconstruction Company Limited,Alchemist Asset Reconstruction Co. Ltd.,ALCHEMIST ASSET RECONSTRUCTION COMPANY,ALCHEMIST ASSET RECONSTRUCTION CO,92.95774647887323,HIGH,Long Term Fund Based Bank Facilities â€“ Term Loan,IVR BBB+ (Downgraded),2025-12-23,LOW,Chemicals,ACUITE,Term loans,A-,2025-12-18,LOW,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
India Mega Agro Anaj Limited,India Mega Agro-Anaj Ltd.,MEGA AGRO ANAJ,MEGA AGRO-ANAJ,92.85714285714286,HIGH,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-12-01,MEDIUM,Agro/Food,CRISIL,Long term Loans,D,2026-02-25,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Ivy Ecoenergy India Private Limited,I V Y Ecoenergy India Pvt. Ltd.,IVY ECOENERGY,I V Y ECOENERGY,92.85714285714286,HIGH,Long Term Facilities,Withdrawn,2024-08-13,HIGH,Infrastructure,CRISIL,Term loans,AA+,2025-12-30,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
GMR Chennai Outer Ring Road Private Limited,G M R Chennai Outer Ring Road Pvt. Ltd.,GMR CHENNAI OUTER RING ROAD,G M R CHENNAI OUTER RING ROAD,92.85714285714286,HIGH,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-07-29,MEDIUM,Infrastructure,CARE,Term loans,BB,2025-08-28,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Patodia Exports,Padia Exports Pvt. Ltd.,PATODIA EXPORTS,PADIA EXPORTS,92.85714285714286,HIGH,Long-Term Bank Facilities,IVR BB+,2025-09-15,MEDIUM,Infrastructure,ICRA,Non-government debt,B+/A4,2026-02-27,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Veekayem Fashion and Apparels Limited,Veekayem Fashion & Apparels Ltd.,VEEKAYEM FASHION AND APPARELS,VEEKAYEM FASHION & APPARELS,92.85714285714286,HIGH,Long Term Bank Facilities,IVR BBB- (Assigned),2025-09-18,MEDIUM,Textiles,CRISIL,Bank Guarantee,A 4,2026-02-27,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Amrut Exports,Amrutva Exports Pvt. Ltd.,AMRUT EXPORTS,AMRUTVA EXPORTS,92.85714285714286,HIGH,Long term/ Short Term Bank Facilities,IVR BBB-/IVR A3; (Reaffirmed),2025-02-04,HIGH,Infrastructure,CRISIL,Short-term loan,A 4,2025-05-29,HIGH,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Deepak Builders and Engineers India Private Limited,Deepak Builders & Engineers India Ltd.,DEEPAK BUILDERS AND ENGINEERS,DEEPAK BUILDERS & ENGINEERS,92.85714285714286,HIGH,Long Term Bank Facilities,IVR BBB (Upgraded and Withdrawn),2024-09-25,HIGH,Construction,CRISIL,Fund based financial facility/instrument,BBB+,2026-03-24,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
NV Distilleries & Breweries Private Limited,Wave Distilleries & Breweries Ltd.,NV DISTILLERIES & BREWERIES,WAVE DISTILLERIES & BREWERIES,92.85714285714286,HIGH,Short Term Bank Facilities,IVR A2+ (Reaffirmed),2026-02-06,LOW,Other/Unknown,CRISIL,Long term Loans,B,2025-10-30,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
T. R. Chemicals Limited,T R Chemicals Ltd.,T. R. CHEMICALS,T R CHEMICALS,92.85714285714286,HIGH,Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-04-18,HIGH,Chemicals,CARE,Term loans,D,2025-11-14,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
NTC Logistics India Private Limited,Nitco Logistics Pvt. Ltd.,NTC LOGISTICS,NITCO LOGISTICS,92.85714285714286,HIGH,Non-Convertible Debentures,Withdrawn,2025-01-24,HIGH,Logistics,CRISIL,Bank Guarantee,A 3+,2025-07-22,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
A.R Thermosets Private Limited,A R Thermosets Pvt. Ltd.,A.R THERMOSETS,A R THERMOSETS,92.85714285714286,HIGH,Short Term Bank Facilities,IVR A3+ and withdrawn (Re-affirmed & Withdrawn),2024-03-05,HIGH,Other/Unknown,IND-RA,Term loans,BBB,2026-01-30,LOW,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Goodwill Advance Construction Company Private Limited,Goodwill Advance Construction Co. Pvt. Ltd.,GOODWILL ADVANCE CONSTRUCTION COMPANY,GOODWILL ADVANCE CONSTRUCTION CO,92.7536231884058,HIGH,Short Term Bank Facility,IVR A4+ (INC)(Downgraded),2025-12-02,MEDIUM,Construction,CARE,Bank Guarantee,A 4,2025-09-24,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Growing Opportunity Finance India Private Limited,Growing Opportunity Finance (India) Pvt. Ltd.,GROWING OPPORTUNITY,GROWING OPPORTUNITY  (),92.6829268292683,HIGH,Proposed Long Term Fund Based Facilities,IVR B+ (INC)(Downgraded),2025-08-08,MEDIUM,Infrastructure,CARE,Fund based financial facility/instrument,B,2025-10-29,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Continental Milkose India Limited,Continental Milkose (India) Ltd.,CONTINENTAL MILKOSE,CONTINENTAL MILKOSE (),92.6829268292683,HIGH,Long Term Bank Facilities,Withdrawn,2026-01-16,LOW,Other/Unknown,IND-RA,Non-government debt,B-/A4,2026-01-16,LOW,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
DMR Builders Private Limited,D M R Builders Pvt. Ltd.,DMR BUILDERS,D M R BUILDERS,92.3076923076923,HIGH,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-28,HIGH,Construction,CRISIL,Bank Guarantee,A 3+,2026-03-30,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Rock and Storm Distillaries Private Limited,Rock & Storm Distillaries Pvt. Ltd.,ROCK AND STORM DISTILLARIES,ROCK & STORM DISTILLARIES,92.3076923076923,HIGH,Long Term Bank Facilities -Cash Credit,IVR BBB- (Reaffirmed),2025-12-19,LOW,Other/Unknown,BRICKWORK,Bank Guarantee,A 4,2025-07-04,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
C M Autosales Private Limited,M G Autosales Pvt. Ltd.,C M AUTOSALES,M G AUTOSALES,92.3076923076923,HIGH,Short Term Bank Facilities,IVR A4+ (Assigned),2025-06-23,MEDIUM,Other/Unknown,CARE,Bank Guarantee,A 4,2026-04-17,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Spica Projects And Infrastructure Private Limited,Spica Projects & Infrastructures Pvt. Ltd.,SPICA PROJECTS AND INFRASTRUCTURE,SPICA PROJECTS & INFRASTRUCTURES,92.3076923076923,HIGH,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2026-01-23,LOW,Infrastructure,CRISIL,Bank Guarantee,A 4,2025-10-29,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
DMSONS Metals Private Limited,Dmson'S Metal Pvt. Ltd.,DMSONS METALS,DMSON'S METAL,92.3076923076923,HIGH,Long Term Bank Facilities,IVR BBB- (Downgraded),2026-01-20,LOW,Steel & Metals,CRISIL,Letter Of credit,A 4,2026-04-20,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
S K L Exports,K P L Exports Ltd.,S K L EXPORTS,K P L EXPORTS,92.3076923076923,HIGH,Short Term Bank Facilities,IVR A3+ (Upgraded),2025-08-29,MEDIUM,Infrastructure,CARE,Bank Guarantee,A 4,2025-06-11,HIGH,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Savani Corporation,Sarvani Industries Pvt. Ltd.,SAVANI,SARVANI,92.3076923076923,HIGH,Short Term Bank Facilities,IVR A4 (Assigned),2025-09-25,MEDIUM,Other/Unknown,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Vijai Construction India Private Limited,Vijai Construction (India) Pvt. Ltd.,VIJAI CONSTRUCTION,VIJAI CONSTRUCTION (),92.3076923076923,HIGH,Long term Bank Facilities,IVR A- (Upgraded),2025-12-30,LOW,Construction,IND-RA,Non-government debt,B/A4,2026-02-27,LOW,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Varsha Construction,Harsha Constructions Pvt. Ltd.,VARSHA CONSTRUCTION,HARSHA CONSTRUCTIONS,92.3076923076923,HIGH,Long Term / Short Term Non Fund Based Facility -Bank Guarantee,IVR BB+ (Withdrawn),2020-05-29,HIGH,Construction,CARE,Non-government debt,BBB+/A2,2026-04-22,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
KKP Textiles Private Limited,K K P Textiles Pvt. Ltd.,KKP TEXTILES,K K P TEXTILES,92.3076923076923,HIGH,Long Term Bank Facilities (Including Proposed facility),IVR BBB-,2025-12-24,LOW,Textiles,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-06-19,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Mohan Energy Corporation Private Limited,Mohan Energy Corpn. Pvt. Ltd.,MOHAN ENERGY,MOHAN ENERGY N,92.3076923076923,HIGH,Long Term/Short Term Bank Facilities,IVR BB-/ IVR A4 (Reaffirmed),2025-07-03,MEDIUM,Infrastructure,BRICKWORK,Bank Guarantee,A 4,2025-08-22,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Swaraj Green Power and Fuel Limited,Swaraj Green Power & Fuel Ltd.,SWARAJ GREEN POWER AND FUEL,SWARAJ GREEN POWER & FUEL,92.3076923076923,HIGH,Short Term Bank Facilities,IVR A3+ (Reaffirmed),2025-09-26,MEDIUM,Infrastructure,BRICKWORK,Term loans,B+,2025-06-10,HIGH,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Ganga Iron & Steel Trading Company Limited,Ganga Iron & Steel Trading Co. Ltd.,GANGA IRON & STEEL TRADING COMPANY,GANGA IRON & STEEL TRADING CO,92.06349206349206,HIGH,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-09-25,MEDIUM,Steel & Metals,BRICKWORK,Fund based financial facility/instrument,BB,2025-05-23,HIGH,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Westin Resins and Polymers Private Limited,Westin Resins & Polymers Pvt. Ltd.,WESTIN RESINS AND POLYMERS,WESTIN RESINS & POLYMERS,92.0,HIGH,Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-04-01,HIGH,Chemicals,CARE,Term loans,D,2025-08-14,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Sudharma Infratech Private Limited,Sudhakara Infratech Pvt. Ltd.,SUDHARMA INFRATECH,SUDHAKARA INFRATECH,91.89189189189189,HIGH,Long Term Bank Facilities - Working Capital Term Loan,IVR BBB- (Reaffirmed),2026-01-14,LOW,Infrastructure,CRISIL,Letter Of credit,A 2+,2026-03-11,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Creative Minerals India Private Limited,Creative Minerals (India) Pvt. Ltd.,CREATIVE MINERALS,CREATIVE MINERALS (),91.89189189189189,HIGH,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),2025-12-11,MEDIUM,Other/Unknown,CRISIL,Bank Guarantee,A 2,2025-07-02,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
GMR Infrastructure Limited,Amar Infrastructure Ltd.,GMR INFRASTRUCTURE,AMAR INFRASTRUCTURE,91.89189189189189,HIGH,Long Term Fund based facilities - Cash Credit,Withdrawn,2022-11-04,HIGH,Infrastructure,BRICKWORK,Bank Guarantee,A 4,2025-07-14,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
MKC Infrastructure Limited,Mark Infrastructure Pvt. Ltd.,MKC INFRASTRUCTURE,MARK INFRASTRUCTURE,91.89189189189189,HIGH,Long Term Bank Facilities,IVR A+ (Reaffirmed),2026-01-30,LOW,Infrastructure,ACUITE,Long term Loans,C,2026-03-16,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
CMR Infrastructure Private Limited,Amar Infrastructure Ltd.,CMR INFRASTRUCTURE,AMAR INFRASTRUCTURE,91.89189189189189,HIGH,Short Term Bank Facilities,IVR A3 (Assigned),2025-07-07,MEDIUM,Infrastructure,BRICKWORK,Bank Guarantee,A 4,2025-07-14,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
BPR Infrastructure Private Limited,Abir Infrastructure Pvt. Ltd.,BPR INFRASTRUCTURE,ABIR INFRASTRUCTURE,91.89189189189189,HIGH,Long Term Facilities,Withdrawn,2025-02-10,HIGH,Infrastructure,ICRA,Term loans,D,2025-12-24,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
MFAR Constructions Private Limited,M Far Constructions Pvt. Ltd.,MFAR CONSTRUCTIONS,M FAR CONSTRUCTIONS,91.89189189189189,HIGH,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),2026-01-16,LOW,Construction,BRICKWORK,Bank Guarantee,A 3,2025-12-05,MEDIUM,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Taj Granites Private Limited,Tab India Granites Pvt. Ltd.,TAJ GRANITES,TAB  GRANITES,91.66666666666666,HIGH,Short Term Bank Facilities,IVR A4 (Reaffirmed and Withdrawn),2024-01-03,HIGH,Other/Unknown,CARE,Non-government debt,BBB+,2026-04-07,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
MNR Cottons Private Limited,M N R Cottons Pvt. Ltd.,MNR COTTONS,M N R COTTONS,91.66666666666666,HIGH,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-08-08,MEDIUM,Agro/Food,ICRA,Non-fund-based financial facility/instrument,B+,2026-02-16,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Mahendra Sponge and Power Limited,Mahendra Sponge & Power Ltd.,MAHENDRA SPONGE AND POWER,MAHENDRA SPONGE & POWER,91.66666666666666,HIGH,Long Term Bank Facilities,IVR A (Assigned),2026-01-09,LOW,Infrastructure,ACUITE,Short-term loan,A 4+,2026-02-20,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
O2 Renewable Energy XIV Private Limited,O2 Renewable Energy Xviii Pvt. Ltd.,O2 RENEWABLE ENERGY XIV,O2 RENEWABLE ENERGY XVIII,91.66666666666666,HIGH,Short Term Bank Facilities,IVR A1 (Assigned),2025-03-03,HIGH,Infrastructure,CARE,Term loans,A-,2025-09-08,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Usha Financial Services Limited,Sushil Financial Services Pvt. Ltd.,USHA FINANCIAL SERVICES,SUSHIL FINANCIAL SERVICES,91.66666666666666,HIGH,Proposed Long Term Fund Based Bank Facilities - Term Loan,IVR BBB- (Downgraded),2025-12-05,MEDIUM,BFSI,ICRA,Non-government debt,A 3+,2025-10-28,MEDIUM,N,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Kavitha Gold and Diamonds,Kavitha Gold & Diamonds Pvt. Ltd.,KAVITHA GOLD AND DIAMONDS,KAVITHA GOLD & DIAMONDS,91.66666666666666,HIGH,Long Term Bank Facilities,Withdrawn,2025-07-14,MEDIUM,Other/Unknown,IND-RA,Term loans,BBB-,2025-07-04,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Rashmi Sponge Iron And Power Industries Private Limited,Rashmi Sponge Iron & Power Inds. Pvt. Ltd.,RASHMI SPONGE IRON AND POWER,RASHMI SPONGE IRON & POWER INDS,91.52542372881356,HIGH,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-02-05,HIGH,Infrastructure,CARE,Bank Guarantee,A 4,2025-11-05,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Hassan Road Construction Company Private Limited,Hassan Road Construction Co. Pvt. Ltd.,HASSAN ROAD CONSTRUCTION COMPANY,HASSAN ROAD CONSTRUCTION CO,91.52542372881356,HIGH,Short Term Facilities,IVR A4 (Reaffirmed),2025-02-14,HIGH,Infrastructure,BRICKWORK,Fund based financial facility/instrument,D,2025-07-14,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Rajhans Infracon India Private Limited,Rajhans Infracon (India) Pvt. Ltd.,RAJHANS INFRACON,RAJHANS INFRACON (),91.42857142857143,HIGH,Long Term Facilities,IVR BBB (Assigned),2025-06-17,MEDIUM,Infrastructure,CARE,Term loans,BB+,2025-07-28,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Priti Construction,Puri Construction Pvt. Ltd.,PRITI CONSTRUCTION,PURI CONSTRUCTION,91.42857142857143,HIGH,Short Term Bank Facilities,IVR A4+ (Upgraded),2025-12-30,LOW,Construction,ICRA,Bank Guarantee,A 4+,2026-04-10,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
MB Sponge & Power Limited,B R Sponge & Power Ltd.,MB SPONGE & POWER,B R SPONGE & POWER,91.42857142857143,HIGH,Short Term Bank Facilities,IVR A3 (Reaffirmed and Withdrawn),2023-10-26,HIGH,Infrastructure,CRISIL,Fund based financial facility/instrument,BBB+,2025-11-10,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
