Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
Bogmallo Enterprises Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-07-04,343,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Radhe Associate,Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Radhe Associate,Short Term Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-07-04,343,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Debjyoti Pulp And Paper Private Limited,Long Term Bank Facility,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Uniclan Hygiene Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shivam Cotton Industries,Long Term Instruments/Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ario Infrastructure Private Limited,Long Term/ Short Term Bank Facilities,IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-07-03,344,MEDIUM,Negative/-,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
IREP Credit Capital Private Limited,Long Term Facilities - Term Loans,IVR BBB- (Downgraded),IVR BBB-,Downgraded,2025-07-03,344,MEDIUM,Rating Watch with Developing Implications,BFSI,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Tanvi Foods (India) Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ario Infrastructure Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sparsh Hospitals & Critical Care Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Healthcare,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ayyappa Cotton Mills Private Limited,Fund Based Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ario Infrastructure Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ario Infrastructure Private Limited,Long Term/ Short Term Bank Facilities,IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-07-03,344,MEDIUM,Negative/-,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ayyappa Cotton Mills Private Limited,Fund Based Long Term Bank Facilities - Proposed,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
IREP Credit Capital Private Limited,Proposed Long Term Facilities - Term Loan,IVR BBB- (Downgraded),IVR BBB-,Downgraded,2025-07-03,344,MEDIUM,Rating Watch with Developing Implications,BFSI,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Karnavati Infrastructure Private Limited,Long Term Bank Facility,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SP Sai IT Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sparsh Hospitals & Critical Care Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Healthcare,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Tanvi Foods (India) Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Satkar Foods,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-03,344,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shree Gajanan Paper and Boards Private Limited (SGBPL),Long Term Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-01,346,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Gita Met Industries,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-06-30,347,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sagar Metallics Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-06-30,347,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
GRK Theatres Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-06-30,347,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Saurashtra Fuels Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-06-30,347,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Saurashtra Fuels Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-06-30,347,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
LTC Commercial Company Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-06-27,350,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
J M Mhatre Infra Private Limited (JMMIPL),Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-06-27,350,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SVASCA Industries India Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-06-27,350,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
J M Mhatre Infra Private Limited (JMMIPL),Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-06-27,350,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
LTC Commercial Company Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-06-27,350,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nova Textiles Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-06-26,351,MEDIUM,Negative,Textiles,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Dynamic Air Engineering India Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-06-26,351,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nova Textiles Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-06-26,351,MEDIUM,Nil,Textiles,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kolhapur Ratnagiri Highways Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-06-25,352,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Stark Ridge Paper Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-06-25,352,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MM Aqua Technologies Limited,Long Term Facilities,IVR C+ (INC) (Downgraded),IVR C+ (INC),Downgraded,2025-06-25,352,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Gyan Construction Company,Long Term Bank Facilities- Cash Credit,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-06-24,353,MEDIUM,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Hindustan Rasayan Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-06-24,353,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
