Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Status,Sector,Why Target,Pitch Angle
Ayana Ananthapuramu Solar Pvt. Ltd.,ICRA,Term loans,AA,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Asian Multiplexes Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-05-29,379,14,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Apurvakriti Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Automotive Stampings & Assemblies Ltd.,CRISIL,Letter Of credit,A 2+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Automotive Stampings & Assemblies Ltd.,CRISIL,Fund based financial facility/instrument,A-,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Joshi Auto Zone Pvt. Ltd.,CRISIL,Term loans,BB+,2025-05-30,378,13,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aseem Infrastructure Finance Ltd.,ICRA,Debentures / Bonds / notes / bills,PP-MLD AA+,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Podder & Podder (Equipment & Project) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Siti Networks Ltd.,CARE,Bank Guarantee,D,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Northland Holding Co. Pvt. Ltd.,ICRA,Term loans,A+(CE),2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pyro Electric Instruments Goa Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pyro Electric Instruments Goa Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pyro Electric Instruments Goa Pvt. Ltd.,CARE,Term loans,B,2025-05-30,378,13,HIGH,Downgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Joshi Auto Zone Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nirman Estate Developers Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-05-30,378,13,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tarajyot Polymers Ltd.,ICRA,Fund based financial facility/instrument,BBB-,2025-05-30,378,13,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tarajyot Polymers Ltd.,ICRA,Non-fund-based financial facility/instrument,A 3,2025-05-30,378,13,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
O F B Tech Pvt. Ltd.,ICRA,Non-government debt,A+/A1+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
O S T Electronics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Synergy Remedies Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
T S I Business Parks (Hyderabad) Pvt. Ltd.,IND-RA,Term loans,A+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
T S I Business Parks (Hyderabad) Pvt. Ltd.,IND-RA,Term loans,A+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ambit Finvest Pvt. Ltd.,ACUITE,Long term Loans,AA-,2025-05-30,378,13,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ambit Finvest Pvt. Ltd.,ACUITE,Long term Loans,AA-,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ambit Finvest Pvt. Ltd.,ACUITE,Term loans,AA-,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Adam Fabriwerk Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J C R Drillsol Pvt. Ltd.,BRICKWORK,Term loans,C-,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J P F L Films Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,AA-,2025-05-30,378,13,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Alembic Ltd.,ICRA,Non-government debt,AA-/A1+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aliens Developers Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-30,378,13,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aliens Developers Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-30,378,13,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Alembic Ltd.,ICRA,Fund based financial facility/instrument,AA-,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Alembic Ltd.,ICRA,Long term Loans,AA-,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bajaj Steel Inds. Ltd.,CRISIL,Bank Guarantee,A 1,2025-05-30,378,13,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bajaj Steel Inds. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1,2025-05-30,378,13,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Konark Synthetic Ltd.,CARE,Bank Guarantee,D,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bajaj Steel Inds. Ltd.,CRISIL,Long term Loans,A,2025-05-30,378,13,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Silica Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,2025-05-30,378,13,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Silox India Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,AA,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Krishi Rasayan Exports Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A-,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Krishi Rasayan Exports Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A-,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Krishi Rasayan Exports Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 2+,2025-05-30,378,13,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
A B S Fujitsu General Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
A B S Fujitsu General Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sai Balaji Sponge Iron India Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-30,378,13,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Saj Food Products Pvt. Ltd.,ICRA,Non-government debt,AA-/A1+,2025-05-30,378,13,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sammaan Capital Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA,2025-05-30,378,13,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ramelex Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ramelex Pvt. Ltd.,CRISIL,Term loans,B,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Real Innerspring Technologies Pvt. Ltd.,CRISIL,Term loans,BBB-,2025-05-30,378,13,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Regency Hospital Ltd.,CRISIL,Term loans,A-,2025-05-30,378,13,HIGH,Upgraded,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Regency Hospital Ltd.,CRISIL,Term loans,A-,2025-05-30,378,13,HIGH,Upgraded,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jai Ambey Emergency Services (I) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jai Ambey Emergency Services (I) Pvt. Ltd.,BRICKWORK,Term loans,B-,2025-05-30,378,13,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J P F L Films Pvt. Ltd.,CRISIL,Term loans,AA-,2025-05-30,378,13,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J P F L Films Pvt. Ltd.,CRISIL,Term loans,AA-,2025-05-30,378,13,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J P F L Films Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1+,2025-05-30,378,13,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J C R Drillsol Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Regency Hospital Ltd.,CRISIL,Bank Guarantee,A 2+,2025-05-30,378,13,HIGH,Upgraded,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Real Innerspring Technologies Pvt. Ltd.,CRISIL,Letter Of credit,A 3,2025-05-30,378,13,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Credence Solar Panels Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2025-05-30,378,13,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Omkar Speciality Chemicals Ltd.,CRISIL,Letter Of credit,D,2025-05-30,378,13,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Omkar Speciality Chemicals Ltd.,CRISIL,Term loans,D,2025-05-30,378,13,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
T P Western Odisha Distribution Ltd.,IND-RA,Term loans,AA,2025-05-30,378,13,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
T P Western Odisha Distribution Ltd.,IND-RA,Term loans,AA,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
T P Western Odisha Distribution Ltd.,IND-RA,Non-fund based working capital limit,A 1+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
O F B Tech Pvt. Ltd.,ICRA,Non-government debt,A+/A1+,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Organic Coatings Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-30,378,13,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Earth Minerals Co. Ltd.,CRISIL,Bank Guarantee,A 2,2025-05-30,378,13,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Synergy Remedies Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Heligo Charters Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-30,378,13,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Orient Craft Ltd.,CRISIL,Non-fund-based financial facility/instrument,D,2025-05-30,378,13,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
