Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Dugar Finance & Invsts. Ltd.,CRISIL,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Dvara Kshetriya Gramin Financial Services Pvt. Ltd.,CARE,Non-government debt,BBB+/A2,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Dvara Kshetriya Gramin Financial Services Pvt. Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD BBB+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
E C L Finance Ltd.,ICRA,Non-government debt,A+/A1,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
E C L Finance Ltd.,CARE,Fund based financial facility/instrument,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Easy Home Finance Ltd.,ACUITE,Long term Loans,A-,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Ecofy Finance Pvt. Ltd.,CRISIL,Long term Loans,BBB+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Edel Finance Co. Ltd.,CARE,Debentures / Bonds / notes / bills,PP-MLD A,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Edel Finance Co. Ltd.,ICRA,Debentures / Bonds / notes / bills,PP-MLD A+,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Edelweiss Retail Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,A,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Edelweiss Retail Finance Ltd.,ICRA,Term loans,A+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Esaf Small Finance Bank Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,BBB+,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Essel Finance Business Loans Ltd.,ACUITE,Long term Loans,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Exclusive Leasing & Finance Pvt. Ltd.,CRISIL,Long term Loans,BBB-,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Export-Import Bank Of India,ICRA,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Family Home Finance Pvt. Ltd.,ACUITE,Long term Loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Federal Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Federal Bank Ltd.,IND-RA,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Finkurve Financial Services Ltd.,CARE,Term loans,BBB+,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Five-Star Business Finance Ltd.,IND-RA,Term loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Fusion Finance Ltd.,CRISIL,Long term Loans,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Geojit Financial Services Ltd.,CARE,Non-government debt,A+/A1+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Geojit Financial Services Ltd.,ICRA,Non-government debt,A+/A1+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Gilada Finance & Invsts. Ltd.,ACUITE,Long term Loans,BB-,,UNKNOWN,BFSI,INC,Withdrawn,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Godrej Housing Finance Ltd.,CRISIL,Long term Loans,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Gokul Finance & Invst. Co. Pvt. Ltd.,ACUITE,Long term Loans,B-,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Greaves Finance Ltd.,IND-RA,Term loans,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Grihum Housing Finance Ltd.,CRISIL,Long term Loans,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Grihum Housing Finance Ltd.,CARE,Term loans,AA-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Growing Opportunity Finance (India) Pvt. Ltd.,CARE,Fund based financial facility/instrument,B,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
H D F C Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
H D F C Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
H D F C Bank Ltd.,IND-RA,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
H S B C Investdirect Financial Services (India) Ltd.,IND-RA,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hero Fincorp Ltd.,CARE,Term loans,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hero Fincorp Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hero Fincorp Ltd.,ICRA,Non-government debt,AA+/A1+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hero Housing Finance Ltd.,ICRA,Non-government debt,AA+/A1+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hinduja Housing Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hinduja Leyland Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hiranandani Financial Services Pvt. Ltd.,CRISIL,Long term Loans,A+,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Home Credit India Finance Pvt. Ltd.,IND-RA,Term loans,AA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Home First Finance Co. India Ltd.,ICRA,Fund based financial facility/instrument,AA,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Humana Financial Services Pvt. Ltd.,ACUITE,Long term Loans,BB+,,UNKNOWN,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
I C I C I Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I C I C I Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I C I C I Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I C I C I Home Finance Co. Ltd.,ICRA,Fund based financial facility/instrument,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I C I C I Home Finance Co. Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AAA,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I D B I Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I D B I Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I D B I Bank Ltd.,IND-RA,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I D F C First Bank Ltd.,CARE,Long term Loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I D F C First Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I I F L Finance Ltd.,IND-RA,Term loans,AA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I I F L Home Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I K F Home Finance Ltd.,CARE,Term loans,A+,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I L & F S Financial Services Ltd.,IND-RA,Short-term loan,D,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I L & F S Financial Services Ltd.,CARE,Long term Loans,D,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Incred Financial Services Ltd.,ICRA,Debentures / Bonds / notes / bills,PP-MLD AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
India Factoring & Finance Solutions Pvt. Ltd.,IND-RA,Term loans,BBB+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
India Infrastructure Finance Co. Ltd.,CRISIL,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
