Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,Pipeline_Window,Call_Window,NCD_Linked,Captured_In_Aug_RM_Plan,Why_Target_Note,Recommended_Action,Trigger
Kiranshree Hotels Pvt. Ltd.,BRICKWORK,Term Loan,C,06-Apr-2026,23.0,Hotels & Tourism,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Multicolor Steels (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,10-Nov-2025,23.0,Steel & Metals,MEDIUM,October 2026 + Q2 2027,Nov Wk2 (Nov 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Trie-Viz Infracon Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,24-Apr-2026,23.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Bhavani Shipping Services (India) Private Limited,Infomerics,Long Term Bank Facility,IVR B (INC) (Downgraded),03-Feb-2026,22.99,Logistics,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Affil Vitrified Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-08,22.87,Other,HOT,October 2026 + Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Bet Medical Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,23-Jan-2026,22.85,Healthcare,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Vinayak Oil & Fats Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,06-Oct-2025,22.5,Energy,MEDIUM,October 2026 + Q1 2027 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Wood Kraft (India) Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,22.5,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Gates Wears,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),03-Feb-2026,22.47,Other,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Fiorenza Granito Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,22.43,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Campari Exports Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,21.73,Trading/Exports,LOW/MEDIUM,October 2026 + Q1 2027,Dec 2026 – Jan 2027,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Ronch Polymers Pvt. Ltd.,CARE,Bank Guarantee,A 2,10-Apr-2026,21.5,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Alom Extrusions Ltd.,ACUITE,Letter of Credit,A 4,09-Apr-2026,21.0,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
N.E. Agency,Infomerics,Long term / Short Term Bank Facilities,IVR C+/IVR A4; (INC)(Downgraded),27-Jan-2026,21.0,Other,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Mahalaxmi Distributors,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),02-Feb-2026,20.73,Trading/Exports,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Centurion Remedies Pvt. Ltd.,CRISIL,Fund-Based,B,12-Jan-2026,20.14,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Geonair Aircondition & Refrigeration Manufacturers Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),23-Jan-2026,20.0,Manufacturing,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Goa Ispat Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,17-Apr-2026,20.0,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Lahari Laminates Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),09-Feb-2026,20.0,Other,LOW,October 2026 + Q1 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Mohini Health & Hygiene Ltd.,CARE,Term Loan,B,27-Apr-2026,20.0,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Narmada Spinning Pvt. Ltd.,CRISIL,Term Loan,B,24-Apr-2026,20.0,Textiles,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S J S Healthcare Ltd.,CRISIL,Term Loan,BB-,14-Apr-2026,20.0,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Seftech India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-Apr-2026,20.0,IT/Technology,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shree Saishraddha Cements Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,20.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Universal Seaport Pvt. Ltd.,CRISIL,Term Loan,B,30-Oct-2025,20.0,Logistics,MEDIUM,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Vannsh Life Sciences Pvt. Ltd.,CRISIL,Term Loan,B,09-Apr-2026,19.9,Healthcare,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kisha Telelinks Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),07-Jan-2026,19.89,Paper/Packaging,LOW,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
City Motors Pvt. Ltd.,CRISIL,Fund-Based,B,21-Apr-2026,19.75,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Ivax Paper Chemicals Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,22-Apr-2026,19.5,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Baril Marketing Pvt. Ltd.,BRICKWORK,Fund-Based,C,06-Apr-2026,19.0,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
L G F Vitrified Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,19.0,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Zenith Leisure Holidays Ltd.,CRISIL,Bank Guarantee,A 4,17-Apr-2026,19.0,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kims Super Speciality Hospital Pvt. Ltd.,CARE,Term Loan,B-,09-Apr-2026,18.86,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Vishwakarma Automotive Pvt. Ltd.,CARE,Term Loan,B-,27-Apr-2026,18.63,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
T C Motors Pvt. Ltd.,CARE,Fund-Based,B-,08-Apr-2026,18.23,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Amit Buildwell Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),27-Jan-2026,18.0,Construction,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Arion Healthcare,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),16-Jan-2026,18.0,Healthcare,LOW,October 2026 + Q1 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Chakrapani Vyapar Pvt. Ltd.,CARE,Term Loan,BB-,23-Apr-2026,18.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kochar Sung Up Acrylic Ltd.,CRISIL,Term Loan,B,20-Apr-2026,18.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),15-Jan-2026,18.0,Infrastructure,LOW,October 2026 + Q1 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Swelore Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-Apr-2026,18.0,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Tirupati Conductors Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),15-Jan-2026,18.0,Other,LOW,October 2026 + Q1 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Golden Mandhir Retail Pvt. Ltd.,CARE,Fund-Based,B-,28-Apr-2026,17.7,Jewellery/Gems,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Guru Laxmi Cottex Pvt. Ltd.,CARE,Term Loan,B+,29-Apr-2026,17.65,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
B S Shakti Steel Pvt. Ltd.,CARE,Fund-Based,B-,13-Apr-2026,17.5,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Devi Iron & Power Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,21-Apr-2026,17.5,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Essal Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,17.5,Construction,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Primatel Fibcom Ltd.,CARE,Bank Guarantee,A 4,10-Apr-2026,17.5,Other,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Mulpuri Poultries,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),07-Jan-2026,17.2,Other,LOW,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shanker Wood Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,07-Oct-2025,17.0,Other,MEDIUM,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
H S India Ltd.,CRISIL,Term Loan,B,23-Apr-2026,16.53,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
PES Installations Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),08-Jan-2026,16.5,Other,LOW,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Pebco Motors Ltd.,CRISIL,Fund-Based,B,10-Apr-2026,16.5,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R C Apparels,Infomerics,Long term Bank Facilities - Cash Credit,IVR BB (INC)(Reaffirmed),08-Jan-2026,16.5,Textiles,LOW,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Ajanta Spintex Pvt. Ltd.,ACUITE,Term loans,D,2026-04-15,16.26,Other,LOW (<90 days),October 2026 + Q2 2027,HOT by Jan 2027,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Anmol Industries Ltd.,CRISIL,Term Loan,B,15-Apr-2026,16.0,Manufacturing,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Millenium Steel India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),09-Jan-2026,16.0,Steel & Metals,LOW,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Passion Vitrified Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,16.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Crestia Polytech Pvt. Ltd. [Merged],CRISIL,Term Loan,B,15-Apr-2026,15.81,IT/Technology,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Abhay Solvents Pvt. Ltd.,ACUITE,Term Loan,B+,29-Apr-2026,15.7,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
J P L Industries Ltd.,CRISIL,Term Loan,BB+,09-Oct-2025,15.6,Manufacturing,MEDIUM,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
I T A Lake Ceramic Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,15.47,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Niladree Build-Tech Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,15.2,Construction,HOT,Q1 2027 + Q2 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Mulpuri Foods & Feeds Pvt. Ltd.,CRISIL,Term Loan,B,24-Apr-2026,15.08,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Arunachala Spinning Mills India Pvt. Ltd.,CARE,Term Loan,B,21-Apr-2026,15.07,Textiles,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
A P S Hydro Pvt. Ltd.,ACUITE,Term Loan,B-,21-Nov-2025,15.0,Energy,MEDIUM,October 2026 + Q1 2027,Nov Wk3 (Nov 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Apurvakriti Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,15.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
B.E. Contracts Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),22-Jan-2026,15.0,Other,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Cadillac Granito Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,15.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
