Company Name,Amt_Cr,NCD,Window_Count,Windows,Urgency,N_Instruments,Sector,Agencies,Tier,Aug_Week
Dhanraj Solvex Pvt. Ltd.,30.49,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Auto Profiles Ltd.,30.42,0,1,Q1 2027,LOW/MEDIUM,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Caspro Metal Inds. Pvt. Ltd.,30.25,0,1,October 2026,LOW,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mahalakshmi Spintex Pvt. Ltd.,30.14,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Aquent Advance Material Technologies Pvt. Ltd.,30.0,0,1,Q1 2027,LOW/MEDIUM,2,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Avtar Installments Private Limited,30.0,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Beckhaul Digital Technologies Pvt. Ltd.,30.0,0,1,October 2026,LOW,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Brs Enterprises & Trading Ltd.,30.0,0,1,Q2 2027,LOW (<90 days),1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Cosmo Granites Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Mining & Minerals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Crescon Projects & Services Pvt. Ltd.,30.0,0,1,Q1 2027,LOW/MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
D H D Infracon Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
D T C Securities Pvt. Ltd.,30.0,0,1,October 2026,LOW,1,BFSI,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Devi Construction Co. Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Durgapur Medical Centre Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Highlink Investment Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Paper/Packaging,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kamdar Carz Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Khokhar Infrastructure Pvt. Ltd.,30.0,0,1,Q2 2027,LOW (<90 days),1,Construction,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kotak Petro-Chem Pvt. Ltd.,30.0,0,1,October 2026,LOW,2,Chemicals & Pharma,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Lotus Logistics & Developers Pvt. Ltd.,30.0,0,1,Q1 2027,HOT,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Manisha Infrastructure Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Marinelines Shipbreakers Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mourya Aquex Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Msjathin Infra Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,2,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
New India Cables Trdg. Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Infrastructure,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Prem Cables Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,2,Infrastructure,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Quality Exports,30.0,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
R K Lumbers Pvt. Ltd.,30.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
R R Industrial Corpn. (India) Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
S M W Metal Pvt. Ltd.,30.0,0,1,Q1 2027,LOW/MEDIUM,1,Steel & Metals,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
S T Constructions Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,2,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sandeep Trucks Pvt. Ltd.,30.0,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Savla Chemicals Ltd.,30.0,0,1,October 2026,MEDIUM,2,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sharada Erectors Pvt. Ltd.,30.0,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shri Mahabir Dyeing & Prtg. Mills Pvt. Ltd.,30.0,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shri Swami Samarth Engineers Ltd.,30.0,0,1,October 2026,MEDIUM,1,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sri Venkata Sivaparvathi Spg. Mills Pvt. Ltd.,30.0,0,1,October 2026,MEDIUM,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Surya Contractors Pvt. Ltd.,30.0,0,1,Q2 2027,LOW (<90 days),1,Automobiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Wadia Techno-Engineering Services Ltd.,30.0,0,1,Q1 2027,HOT,1,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rotech Healthcare Pvt. Ltd.,29.77,0,1,October 2026,LOW,2,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Crevita Granito Pvt. Ltd.,29.5,0,1,October 2026,LOW,2,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
J B S Enterprises Ltd.,29.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Manglam Paper Pvt. Ltd.,29.5,0,1,Q2 2027,LOW (<90 days),1,Paper/Packaging,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
PSAA Constructions Private Limited,29.4,0,1,October 2026,MEDIUM,2,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Itacon Granito Pvt. Ltd.,29.2,0,1,October 2026,LOW,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Luna Chemical Inds. Pvt. Ltd.,29.2,0,1,Q1 2027,LOW/MEDIUM,3,Chemicals & Pharma,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
UK Farmer Producer Company Limited,29.2,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gujarat Agro Infrastructure Mega Food Park Pvt. Ltd.,29.17,0,1,Q1 2027,LOW/MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Spica Projects & Infrastructures Pvt. Ltd.,29.13,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
B V S Distilleries Pvt. Ltd.,29.0,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
J P Mukharjee & Associates Pvt. Ltd.,29.0,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K V Joseph & Sons Pvt. Ltd.,29.0,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Modern Prefab Systems Pvt. Ltd.,29.0,0,1,October 2026,MEDIUM,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
O S L Exclusive Pvt. Ltd.,29.0,0,1,Q1 2027,HOT,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Onkar Dies Pvt. Ltd.,29.0,0,1,October 2026,MEDIUM,3,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Placero International Pvt. Ltd.,29.0,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Salonah Tea Pvt. Ltd.,29.0,0,1,October 2026,LOW,1,Agro & Food,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bliss Hotels Ltd.,28.9,0,1,October 2026,LOW,1,Hotels & Tourism,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Raghava Life Sciences Pvt. Ltd.,28.84,0,1,October 2026,LOW,1,Healthcare,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Magnum Spinning Mills India Pvt. Ltd.,28.6,0,1,October 2026,LOW,2,Textiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Waterline Hotels Pvt. Ltd.,28.59,0,1,October 2026,MEDIUM,2,Hotels & Tourism,ACUITE; ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Dureza Granito Pvt. Ltd.,28.5,0,1,Q1 2027,LOW/MEDIUM,2,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sharda Timber Pvt. Ltd.,28.5,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Olive Bar & Kitchen Pvt. Ltd.,28.42,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
NK Construction Group,28.28,0,1,Q1 2027,HOT,2,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Tirupati Sugars Ltd.,28.27,0,1,October 2026,LOW,1,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Harsha International,28.08,0,1,Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sanghi Brothers (Indore) Pvt. Ltd.,28.04,0,1,October 2026,MEDIUM,3,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Allied Infrastructures & Projects Pvt. Ltd.,28.0,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Chemrow India Pvt. Ltd.,28.0,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Cottage Industries Exposition Ltd.,28.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kailash Devbuild (India) Pvt. Ltd.,28.0,0,1,October 2026,MEDIUM,1,Construction,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mukesh Trends Life Style Ltd.,28.0,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Om Sree Papertek Pvt. Ltd.,28.0,0,1,October 2026,MEDIUM,1,Paper/Packaging,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rashmi Ispat Pvt. Ltd.,28.0,0,1,October 2026,LOW,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rashmi Rare Earth Ltd.,28.0,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sovereign Agro Tech Refinery Pvt. Ltd.,28.0,0,1,October 2026,LOW,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Dakshinamurthy Agro Inds. Pvt. Ltd.,28.0,0,1,Q1 2027,HOT,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Turboatom T P S Projects Ltd.,28.0,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Coatall Films Pvt. Ltd.,27.98,0,1,October 2026,MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Meenakshi Udyog (India) Pvt. Ltd.,27.87,0,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Akashganga Infraventures India Pvt. Ltd.,27.84,0,1,October 2026,LOW,2,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Frontier Knitters Pvt. Ltd.,27.83,0,1,October 2026,MEDIUM,3,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Wadi Surgicals Pvt. Ltd.,27.79,0,1,October 2026,LOW,1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Luxor International Pvt. Ltd.,27.75,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Tehri Pulp & Paper Ltd.,27.75,0,1,Q1 2027,HOT,2,Paper/Packaging,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
3B Films Ltd.,27.6,0,1,Q1 2027,HOT,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jagaran Microfin Pvt. Ltd.,27.5,0,1,Q1 2027,HOT,1,BFSI,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Raj Vehicles Pvt. Ltd.,27.5,0,1,Q1 2027,HOT,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sattva Engineering Construction Ltd.,27.5,0,1,Q2 2027,LOW (<90 days),1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sew Bellary Highways Ltd.,27.43,0,1,Q2 2027,LOW (<90 days),1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Masu Brakes Pvt. Ltd.,27.4,0,1,Q1 2027,LOW/MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Wardwizard Innovations & Mobility Ltd.,27.25,0,1,Q1 2027,LOW/MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Blue Ocean Biotech Pvt. Ltd.,27.15,0,1,October 2026,LOW,2,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Singh Cycle & Motor Co. Pvt. Ltd.,27.01,0,1,Q2 2027,LOW (<90 days),3,Automobiles,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gupta Threads Ltd.,27.0,0,1,October 2026,MEDIUM,2,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jai Ganesh Ispat & Ferro Alloys Pvt. Ltd.,27.0,0,1,Q1 2027,HOT,1,Steel & Metals,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kundan Cars Pvt. Ltd.,27.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Lasa Laboratory Pvt. Ltd. [Merged],27.0,0,1,Q1 2027,HOT,2,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
SVR Electricals Private Limited,27.0,0,1,Q1 2027,HOT,3,Energy,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Skaf Construction Pvt. Ltd.,27.0,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Smart Agro Food Park Pvt. Ltd.,27.0,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Technology Frontiers (India) Pvt. Ltd.,27.0,0,1,October 2026,MEDIUM,3,IT/Technology,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Toshniwal Enterprises Controls Ltd.,27.0,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shreesatya Metals & Alloys Private Limited,26.97,0,1,October 2026,MEDIUM,2,Steel & Metals,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sri Shyam Fashion India Private Limited,26.94,0,1,October 2026,MEDIUM,2,Textiles,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Advance Panels & Switchgears Pvt. Ltd.,26.9,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Udit Infraworld Pvt. Ltd.,26.89,0,1,October 2026,LOW,2,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sai Industries Private Limited,26.8,0,1,October 2026,MEDIUM,2,Manufacturing,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sakthi Poultry Private Limited,26.62,0,1,Q1 2027,HOT,1,Agro & Food,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Universal Infra & Agri Oils Private Limited,26.62,0,1,October 2026,MEDIUM,1,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Link Marble & Granites Pvt. Ltd.,26.55,0,1,October 2026,MEDIUM,3,Mining & Minerals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Poddar Car World Pvt. Ltd.,26.5,0,1,October 2026,MEDIUM,3,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sai Shipping Co. Pvt. Ltd.,26.5,0,1,October 2026,MEDIUM,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vishal Manufacturer Pvt. Ltd.,26.43,0,1,October 2026,MEDIUM,2,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pressana Flour Mills Pvt. Ltd.,26.4,0,1,October 2026,LOW,2,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
M/s Narayan Associates,26.3,0,1,Q1 2027,HOT,3,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sara Suole Pvt. Ltd.,26.27,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Maya Ventures Pvt. Ltd.,26.2,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Best Cheran Spintex India Pvt. Ltd. [Merged],26.1,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Intergen Energy Ltd.,26.1,0,1,October 2026,LOW,1,Energy,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Adwalpalkar Constructions & Resorts Pvt. Ltd.,26.05,0,1,October 2026,LOW,2,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Karpagam Mills India Pvt. Ltd.,26.05,0,1,Q2 2027,LOW (<90 days),3,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
A P Y Medi Services Pvt. Ltd.,26.0,0,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Astra Lifecare (India) Pvt. Ltd.,26.0,0,1,October 2026,LOW,2,Automobiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Crescent Auto Repairs & Services India Pvt. Ltd.,26.0,0,1,October 2026,LOW,3,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Hercules Plastic Pvt. Ltd.,26.0,0,1,October 2026,LOW,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Magtorq Pvt. Ltd.,26.0,0,1,October 2026,MEDIUM,2,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sameera Hotels (Chennai) Pvt. Ltd.,26.0,0,1,October 2026,MEDIUM,1,Hotels & Tourism,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sarjan Infracon Pvt. Ltd.,26.0,0,1,October 2026,MEDIUM,1,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vishnu Vidyuth India Ltd.,26.0,0,1,Q2 2027,LOW (<90 days),1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shivam Hi-Tech Steels Pvt. Ltd.,25.87,0,1,October 2026,LOW,3,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Unitech Cotspin Ltd.,25.82,0,1,October 2026,LOW,2,IT/Technology,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
India Steel Continental Pvt. Ltd.,25.71,0,1,October 2026,MEDIUM,2,Steel & Metals,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sadhav Shipping Ltd.,25.69,0,1,October 2026,LOW,3,Logistics,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
General Petrochemicals Pvt. Ltd.,25.59,0,1,Q1 2027,HOT,2,Chemicals & Pharma,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Trycon Infrastructure Pvt. Ltd.,25.55,0,1,October 2026,LOW,3,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Eastman Cast & Forge Ltd.,25.5,0,1,October 2026,MEDIUM,4,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mozart Vitrified Pvt. Ltd.,25.5,0,1,Q1 2027,LOW/MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shardashree Ispat Ltd.,25.5,0,1,Q1 2027,LOW/MEDIUM,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jai Hind Feeds,25.3,0,1,Q1 2027,HOT,3,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pune Polymers Pvt. Ltd.,25.27,0,1,Q1 2027,LOW/MEDIUM,1,Chemicals & Pharma,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sai Silks (Kalamandir) Ltd.,25.23,0,1,October 2026,LOW,1,Agro & Food,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
M/s Kakda Stone Crusher,25.21,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rukshmani Syntex Pvt. Ltd.,25.2,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pannageshwar Sugar Mills Ltd.,25.14,0,1,Q2 2027,LOW (<90 days),1,Agro & Food,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Realply Industries Pvt. Ltd.,25.13,0,1,October 2026,LOW,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rana Milk Foods Private Limited,25.08,0,1,Q1 2027,HOT,2,Agro & Food,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Methods (India) Pvt. Ltd.,25.04,0,1,October 2026,LOW,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Aman Rolling Mills Private Limited,25.0,0,1,October 2026,MEDIUM,1,Steel & Metals,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Chemtrade Overseas Private Limited,25.0,0,1,October 2026,MEDIUM,2,Chemicals & Pharma,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Ciscons Constructions Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,1,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Dakshin Budhakali Improvement Society,25.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Deva Drill Tech (India) Ltd.,25.0,0,1,Q1 2027,HOT,4,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Glowmore Finance Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,1,BFSI,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Gurudeo Exports Corpn. Pvt. Ltd.,25.0,0,1,October 2026,LOW,1,Logistics,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Indermani Mineral India Pvt. Ltd.,25.0,0,1,Q1 2027,LOW/MEDIUM,2,Mining,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ivis International Pvt. Ltd.,25.0,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jay Cee Punching Solutions Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,3,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
K C K Industries Ltd.,25.0,0,1,October 2026,LOW,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kimiya Engineers Pvt. Ltd.,25.0,0,1,Q2 2027,LOW (<90 days),1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Man Cott Pvt. Ltd.,25.0,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Marsons Energy Pvt. Ltd.,25.0,0,1,Q1 2027,LOW/MEDIUM,2,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Northern Sky Properties Pvt. Ltd.,25.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pataka Industries Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Prime Civil Infrastructures Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,1,Construction,ACUITE; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rattan Singh Builders Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rockwell Industries Ltd.,25.0,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
S P R Construction Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sheetal Cool Products Ltd.,25.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Soyug Ltd.,25.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Superon Schweisstechnik India Ltd.,25.0,0,1,Q1 2027,HOT,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Veerya Attachments Pvt. Ltd.,25.0,0,1,October 2026,MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
