Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle,New_Sector
Jaycee Castalloys Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,B,Withdrawn,2025-08-13,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Steel/Metals
Jeyavishnu Clothing Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-government debt | Term loans,Non-government debt,A/A2+,Upgraded,2025-12-01,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jharkhand Central Railway Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB+,Reaffirmed,2025-10-24,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jharkhand Ispat Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Term loans,Term loans,A,Initial Rating,2025-09-30,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Steel/Metals
Jhaveri Flexo India Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BBB+/A2,Reaffirmed,2025-11-06,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jindal Drilling & Inds. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,A+,Reaffirmed,2025-09-24,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jindal Green Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,A+/A1,Initial Rating,2025-07-16,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jindal I T F Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,AA(CE),Withdrawn,2025-10-08,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jindal Lifestyle Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,A+/A1+,Reaffirmed,2025-11-11,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jindal Saw Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,AA,Reaffirmed,2025-07-09,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jindal Urban Waste Mgmt. (Jaipur) Ltd.,CARE,1,CARE,Term loans,Term loans,BBB-,Initial Rating,2025-11-21,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jocil Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,A 2,Reaffirmed,2025-10-10,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Joyous Blocks & Panels Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2025-09-23,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jubilant Biosys Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,AA/A1+,Initial Rating,2025-11-26,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jubilant Foodworks Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,AA+,Reaffirmed,2025-09-19,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jubilant Generics Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit,Non-fund based working capital limit,A 1,Downgraded,2025-06-20,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jubilant Ingrevia Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Term loans,AA+,Reaffirmed,2025-12-02,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jude Foods India Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BB+,Initial Rating,2025-11-14,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Agro/Food
Juniper Hotels Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,AA-,Reaffirmed,2025-09-05,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Hotels/Tourism
Junobo Hotels Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB,Initial Rating,2025-08-25,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Hotels/Tourism
Jupiter Laminators Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BBB+,Reaffirmed,2025-10-03,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Jyothi Granite Exports India Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-government debt | Term loans,Letter Of credit,A 4,Reaffirmed,2025-10-10,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Mining/Minerals
Jyotirmaye Textiles Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BBB-/A3,Reaffirmed,2025-08-26,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Textiles
K B R Infratech Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 2,Reaffirmed,2025-06-25,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
K C C Bethamangala Expressway Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,AAA,Upgraded,2025-10-14,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
K C C Dak Package I Expressway Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,AA-,Upgraded,2025-10-31,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
K C C Talgaon Kalmath Highways Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A+,Downgraded,2025-10-08,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
K C M Appliances Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB+/A4+,Withdrawn,2025-07-03,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K C P Ltd.,CRISIL,1,CRISIL,Letter Of credit | Short-term loan | Term loans,Term loans,A+,Reaffirmed,2025-12-12,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K G K Diamonds (I) Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,BBB-,Reaffirmed,2025-08-01,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Jewellery/Gems
K G Petrochem Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 3,Reaffirmed,2025-07-09,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
K Girdharlal Intl. Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,A-/A2+,Reaffirmed,2025-11-05,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K H Exports India Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument,A 2+,Downgraded,2025-11-21,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K H T Agencies Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BB,Downgraded,2025-09-12,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K K Spinners Pvt. Ltd.,CRISIL,1,CRISIL,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4+,Reaffirmed,2025-08-04,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Textiles
K L A Foods India Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3,Reaffirmed,2025-11-06,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Agro/Food
K L A India Public Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Bank Guarantee,A 3,Reaffirmed,2025-11-06,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K L J Polymers Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Term loans,AA-(CE),Reaffirmed,2025-10-24,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
K L J Resources Ltd.,CRISIL,1,CRISIL,Letter Of credit | Non-fund-based financial facility/instrument,Letter Of credit,A 1+,Reaffirmed,2025-10-24,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K L M Laboratories Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,BBB,Reaffirmed,2025-08-06,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
K M Knitwear Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-government debt | Term loans,Non-government debt,A/A2+,Upgraded,2025-12-01,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Textiles
K N International Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4+,Reaffirmed,2025-07-09,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K N R Palani Infra Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,AA+,Withdrawn,2025-10-14,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
K N R Ramanattukara Infra Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,AA-,Upgraded,2025-11-26,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
K P Automotives Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB/A4,Downgraded,2025-07-08,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K P L International Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,A 2+,Reaffirmed,2025-09-19,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K P R Mill Ltd.,CARE,1,CARE,Bank Guarantee | Letter Of credit,Bank Guarantee,A 1+,Reaffirmed,2025-10-10,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Agro/Food
K R B L Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Letter Of credit,Fund based financial facility/instrument,AA,Reaffirmed,2025-12-12,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K R Lifesciences Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt,Bank Guarantee,A 3+,Reaffirmed,2025-10-13,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K R Pulp & Papers Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument,A,Reaffirmed,2025-08-11,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Paper/Packaging
K Rasiklal Exim Pvt. Ltd.,ICRA,1,ICRA,Long term Loans | Non-fund-based financial facility/instrument | Short-term loan,Non-fund-based financial facility/instrument,A 4+,Upgraded,2025-12-12,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Trading/Exports
K S B Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,AA+/A1+,Reaffirmed,2025-09-09,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
K S Smart Solutions Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Long term Loans | Short-term loan | Term loans,Bank Guarantee,A 3,Initial Rating,2025-12-01,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,IT/Software
K V N Impex Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-fund-based financial facility/instrument,Letter Of credit,A 4,Reaffirmed,2025-09-23,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Trading/Exports
Kailash Hospitals Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans | Term loans,Long term Loans,A,Reaffirmed,2025-06-26,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Healthcare
Kailash Vahn Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans | Term loans,Letter Of credit,A 3+,Reaffirmed,2025-07-03,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Kaira Can Co. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit,Bank Guarantee,A 3+,Downgraded,2025-09-15,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Kakinada Seaports Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 2+,Reaffirmed,2025-08-21,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Kalpataru Properties Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB-,Initial Rating,2025-09-12,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Kalyani Maxion Wheels Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A+,Reaffirmed,2025-07-29,MEDIUM,2,NO,Other,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
