Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Rainbow Rice Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE,ACUITE,1,C,Reaffirmed,2025-09-15,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rami Chandidas Rice Mill Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-09-30,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ramsons Food Ltd.,Non-government debt,Non-government debt,CARE,CARE,1,BB-/A4,Reaffirmed,2025-09-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rani Aqua Feeds Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-11-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rani Sati Agro Food Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-11-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rushabh Flour Mills Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Downgraded,2025-11-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S J S Agro Inds. Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-10-31,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S M R Plantation Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Downgraded,2025-09-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sachchade Food Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sachdev Food Products Pvt. Ltd.,Bank Guarantee | Non-government debt,Bank Guarantee,CARE,CARE,1,A 4,Downgraded,2025-10-07,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sampurn Agri Ventures Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Downgraded,2025-07-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Samriddhi Rice Mill Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B,Downgraded,2025-07-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sanshu Agro Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2025-09-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sant Muktai Sugar & Energy Ltd. [Merged],Non-fund based working capital limit,Non-fund based working capital limit,IND-RA,IND-RA,1,D,Reaffirmed,2025-07-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Santa Sudha Rice Inds. Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-07-29,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Satguru Agro Inds. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Withdrawn,2025-10-03,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Seahawk Agro Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Downgraded,2025-09-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Selvee Indigenous Food Factory India Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-10-08,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shiv Industries (Food) Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Downgraded,2025-10-29,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shiv Mahima Milk Products Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,D,Reaffirmed,2025-08-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shiva Lokenath Rice Mills Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,CRISIL,CRISIL,1,D,Reaffirmed,2025-11-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shree Bhagwati Samarth Food Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-07-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shree Jee Flour Mills Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B/A4,Downgraded,2025-08-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shree Siddhivinayaka Agro Extractions Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,C,Reaffirmed,2025-09-30,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shri Madhur Food Products Pvt. Ltd.,Long term Loans,Long term Loans,ACUITE,ACUITE,1,B+,Downgraded,2025-07-16,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shri Ram Agro Sciences Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2025-10-31,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shri Subhash Sugar Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-08-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shri Vardhman Rice Mills Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2025-07-31,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shyama Agro Foods & Exports Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Downgraded,2025-08-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shyamsunder Grain Products Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2025-10-15,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Simplex Agri-Infra Services Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sooraj Agro Mills (India) Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,ACUITE,ACUITE,1,A 4,Reaffirmed,2025-10-29,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sree Shanmuga Modern Rice Mills Pvt. Ltd.,Non-fund based working capital limit | Non-government debt | Term loans,Non-government debt,IND-RA,IND-RA,1,D,Downgraded,2025-11-26,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sri Balaji Raw & Parboiled Rice Mills Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,CRISIL,CRISIL,1,D,Reaffirmed,2025-08-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sri Rama Agri Genetics (India) Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-10-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sudalagunta Agro Mills Ltd.,Bank Guarantee,Bank Guarantee,ACUITE,ACUITE,1,D,Reaffirmed,2025-10-20,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sulochana Agro & Infratech Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-07-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Swadesh Milk Products Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CARE,CARE,1,B-,Downgraded,2025-07-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Talod Food Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-09-26,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Tamilnadu Paddy & Rice Processing Federation,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,B,Withdrawn,2025-10-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Teesta Agro Inds. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,A 4+,Reaffirmed,2025-12-12,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
