Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates_To,Escalation_Date,Escalation_Month,Calling_Sequence,Amt_num,Amount_Cr_Display,Sector_Final,NCD_Flag,Source,Why Target,ACER Pitch Angle
Yash Poly Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.05,Rs0.05 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shyamjoti Rice Mill Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.01,Rs0.01 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tiger 4 India Ltd.,CRISIL,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.01,Rs0.01 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mundhra Exim Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-02-26,LOW/MEDIUM,ULTRA HOT,2027-02-26,Feb 2027,Call Dec 2026–Jan 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-02-26 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S K A Dairy Foods India Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-02-27,LOW/MEDIUM,ULTRA HOT,2027-02-27,Feb 2027,Call Dec 2026–Jan 2027 — approaching ULTRA HOT,2.2,Rs2.20 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-02-27 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Rational Business Corpn. Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-02-26,LOW/MEDIUM,ULTRA HOT,2027-02-26,Feb 2027,Call Dec 2026–Jan 2027 — approaching ULTRA HOT,2.15,Rs2.15 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-02-26 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Durgapur Iron & Steel Co. Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-02-23,LOW/MEDIUM,ULTRA HOT,2027-02-23,Feb 2027,Call Dec 2026–Jan 2027 — approaching ULTRA HOT,1.8,Rs1.80 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-02-23 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
J R D International Ltd.,CRISIL,Short-Term Loan,A 4,2026-01-30,LOW/MEDIUM,ULTRA HOT,2027-01-30,Jan 2027,Call Nov–Dec 2026 — approaching ULTRA HOT,9.0,Rs9.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-30 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S R Marine Foods Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-01-28,LOW/MEDIUM,ULTRA HOT,2027-01-28,Jan 2027,Call Nov–Dec 2026 — approaching ULTRA HOT,3.0,Rs3.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-01-28 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Zcl Chemicals Ltd. [Merged],CRISIL,Short-Term Loan,B,2026-01-31,LOW/MEDIUM,ULTRA HOT,2027-01-31,Jan 2027,Call Nov–Dec 2026 — approaching ULTRA HOT,1.0,Rs1.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-01-31 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Asian Tire Factory Ltd.,CRISIL,Short-Term Loan,A 4,2026-01-12,LOW/MEDIUM,ULTRA HOT,2027-01-12,Jan 2027,Call Nov–Dec 2026 — approaching ULTRA HOT,0.2,Rs0.20 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-12 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shri S M Autade Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,390.0,Rs390.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Hild Energy Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,203.9,Rs203.90 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Neo Metaliks Ltd.,CRISIL,Letter of Credit,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,158.2,Rs158.20 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
L T K Industries Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,150.0,Rs150.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sushee Hi-Tech Projects Pvt. Ltd.,CRISIL,Term Loan,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,104.42,Rs104.42 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Vishal Pipes Ltd.,CRISIL,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,95.0,Rs95.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shiva Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,ULTRA HOT,2027-03-26,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,93.7,Rs93.70 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Machino Plastics Ltd.,CRISIL,Term Loan,B,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,84.96,Rs84.96 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Arisudana Industries Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,84.66,Rs84.66 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Maheshwari Mining Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,84.0,Rs84.00 Cr,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Hild Energy Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,82.67,Rs82.67 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Randhawa Automobile Engg. Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,79.0,Rs79.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
C5 Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,65.0,Rs65.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahadev Shipbreakers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,63.75,Rs63.75 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,61.5,Rs61.50 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mapsko Builders Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,60.0,Rs60.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manisha Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,59.5,Rs59.50 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Rushabhdev Infraprojects Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,56.0,Rs56.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Gajraj Automobiles Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-16,LOW/MEDIUM,ULTRA HOT,2027-03-16,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,53.0,Rs53.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Exicom Technologies India Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,52.0,Rs52.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Indexone Industries Ltd.,CRISIL,Letter of Credit,A 4,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,50.0,Rs50.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Eakansh Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,50.0,Rs50.00 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Yalavarti Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,50.0,Rs50.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Eakansh Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,50.0,Rs50.00 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Exicom Technologies India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,48.0,Rs48.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Tejpal Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,47.0,Rs47.00 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
King Yarns Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,46.0,Rs46.00 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Namdhari Seeds Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,41.0,Rs41.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mapsko Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,40.0,Rs40.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
M M Shawl Engineers & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,40.0,Rs40.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Athena Cars & Tours Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,40.0,Rs40.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Reliable Automotive Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,39.0,Rs39.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,39.0,Rs39.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sushee Hi-Tech Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,37.66,Rs37.66 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Hayagreevas Fabrics Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,37.5,Rs37.50 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kaveri Garage Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,37.0,Rs37.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Austin Plywood Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,36.5,Rs36.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Backbone Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,35.7,Rs35.70 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,35.0,Rs35.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Tarapur Environment Protection Society,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,35.0,Rs35.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K S Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,33.5,Rs33.50 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Renaissance Buildhome Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,32.5,Rs32.50 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Meenakshi Polymers Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,32.5,Rs32.50 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Diwanka Energy Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,32.0,Rs32.00 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Baibhaw Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,30.0,Rs30.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Crescon Projects & Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,30.0,Rs30.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Anand Motor Agencies Ltd.,CRISIL,Fund-Based,B,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,29.5,Rs29.50 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
