Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Amount_Cr,Sector,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Ghost_HOT_Note
Musaddilal Projects Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,57.0,Other,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vimal Fire Controls Pvt. Ltd.,CRISIL,Bank Guarantee,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,50.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Radharaman Cotspin Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR B- (INC)(Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,48.75,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Rosemerry Solvent Private Limited,Infomerics,Long Term Bank Facilities (Incl. Proposed Facility),IVR BB (INC) (Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,45.0,Other,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Metropole Vinimay Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,44.47,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Corrtech International Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-18,HOT,ULTRA HOT,2026-12-18,30.0,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tulip Cotspin Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,28.49,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vimal Fire Controls Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,28.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shreeya Peanuts Pvt. Ltd.,BRICKWORK,Term Loan,B-,2025-12-18,HOT,ULTRA HOT,2026-12-18,23.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Panchdeep Constructions Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,HOT,ULTRA HOT,2026-12-18,20.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
IIT-ians Pace Education Private Limited,Infomerics,Long Term Bank Facilities â€“ Dropline Overdraft,IVR B+ (INC)(Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,19.9,Other,Education,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,18.5,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Radharaman Cotspin Private Limited,Infomerics,Long Term Bank Facilities â€“ Cash Credit,IVR B- (INC)(Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,18.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vinpack (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,17.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tulip Cotspin Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,15.45,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
S E L Jegat Printers Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-18,HOT,ULTRA HOT,2026-12-18,14.16,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
IIT-ians Pace Education Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR B+ (INC)(Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,14.04,Other,Education,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,12.0,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
V V D & Sons Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,11.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vivek Travels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,7.0,Other,Hotels/Tourism,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dugar Polymers Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,5.5,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mahesh Cotspin Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,5.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vardhman Developers Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,4.57,Other,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Satya Surya Aluminium Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,4.5,Other,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Fund-Based,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,4.5,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Corrtech International Ltd.,CRISIL,Term Loan,BB+,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.98,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mahesh Cotspin Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shape Engineering Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.5,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.37,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Timespac India Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.03,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sudeep Exim Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tulip Cotspin Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,3.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,2.9,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sohan Industries Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,2.81,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dugar Polymers Ltd.,ICRA,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,2.59,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Naveen Filters Pvt. Ltd.,CRISIL,Non-Fund-Based,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,2.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Radharaman Cotspin Private Limited,Infomerics,Short Term Bank Facilities â€“ Bank Guarantee,IVR A4 (INC)(Reaffirmed),2025-12-18,HOT,ULTRA HOT,2026-12-18,2.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shape Engineering Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,1.5,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sohan Industries Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,1.19,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,1.14,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
