Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Pipeline_Window,Call_Window,Captured_In_Aug_RM_Plan,Why Target,ACER Pitch Angle,Recommended_Action
Speedy Multimodes Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,34.5,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Patdiam Jewellery Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,21.0,Jewellery/Gems,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jasmine Towels Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,18.25,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Premier Seafoods Exim Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,18.0,Agro & Food,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Fiza Developers & Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,15.0,Construction,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ramnik Power & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,08-Oct-2025,13.77,Steel & Metals,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Akal Spring Ltd.,IND-RA,NCD/Bond,B+/A4,17-Oct-2025,13.37,Other,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bemco Sleepers Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,13.1,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Standard Cartons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.34,Paper/Packaging,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sangat Printers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.1,Paper/Packaging,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dev'S Chem Tec Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.0,Chemicals & Pharma,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rushabh Flour Mills Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.0,Agro & Food,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S K M Infraventure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.0,Construction,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Precise Automation & Control Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,5.89,Automobiles,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Aikya Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,5.5,Chemicals & Pharma,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
A A A Textiles Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,08-Oct-2025,5.36,Construction,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Digilogic Systems Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,4.8,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ailsinghani Transport Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,4.0,Logistics,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dhaulagiree Polyolefins Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,3.4,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Magnite Developers Private Limited,Infomerics,Non - Convertible Debentures,IVR BB+ (INC) (Downgraded),2026-01-01,800.0,Other,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,INC rating hits ULTRA HOT on 2027-01-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,ADD to Aug Wk2 - SEBI pre-license relationship wave
India Home Loan Limited,Infomerics,Non-Convertible Debenture,IVR D (INC) (Reaffirmed),2026-01-23,19.93,Other,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,INC rating hits ULTRA HOT on 2027-01-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kings Infra Ventures Limited,Infomerics,Non-Convertible Debentures,IVR B+ (INC)(Reaffirmed),10-Oct-2025,3.71,Construction,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
N M Foodimpex Pvt. Ltd.,BRICKWORK,NCD/Bond,C,2025-12-26,2.0,Agro & Food,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Sunplast Electronics Pvt. Ltd.,BRICKWORK,NCD/Bond,B+/A4,07-Apr-2026,34.0,Other,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Milando Fashions Ltd.,BRICKWORK,NCD/Bond,C/A4,24-Feb-2026,12.0,Textiles,LOW,October 2026,Nov Wk3 (Nov 15-21),True,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
M J Gold Pvt. Ltd.,BRICKWORK,NCD/Bond,B-,07-Apr-2026,12.0,Jewellery/Gems,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Jayesh Industries Ltd.,BRICKWORK,NCD/Bond,C,19-Feb-2026,8.75,Manufacturing,LOW,October 2026,Nov Wk3 (Nov 15-21),True,INC rating hits HOT threshold on 2026-11-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Reliance Home Finance Ltd.,BRICKWORK,NCD/Bond,PP-MLD D,28-Oct-2025,100.0,BFSI,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits ULTRA HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Reliance Commercial Finance Ltd.,BRICKWORK,NCD/Bond,PP-MLD D,06-Nov-2025,50.0,BFSI,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),True,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Invreco Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-01,250.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Excelsource International Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-22,128.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Siddhartha Engineering Ltd.,CARE,NCD/Bond,C/A4,2025-12-16,95.75,Manufacturing,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
W F B Baird & Co. India Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,2025-12-26,90.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,83.0,Jewellery,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Valiant Glass Works Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-08,70.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Ktex Nonwovens Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2025-12-24,65.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
I G W India Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-26,50.0,IT/Technology,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Viswaat Chemicals Ltd.,CARE,NCD/Bond,BB/A4,2025-12-01,44.0,Chemicals & Pharma,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Sarvani Tradelink Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-09,25.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Turbhe Chemicals Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-01,21.0,Chemicals & Pharma,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
B E Contracts Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-22,20.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Rajdhani Crafts Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-08,15.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Gupta Hair Products Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-05,14.75,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Purvanchal Construction Works Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-03,12.3,Construction,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Narayani Coke Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-01,9.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Agrasen Iron & Steels Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-02,9.0,Steel & Metals,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Luker Electric Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,2025-12-08,9.0,Energy,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Rhino Lux Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-23,9.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Borana Weaves Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-26,7.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Adachi Natural Polymer Ltd.,CARE,NCD/Bond,B-/A4,2025-12-01,6.5,Chemicals & Pharma,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Shree Seco Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-03,6.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
B D Security Ltd.,CARE,NCD/Bond,BB/A4,2025-12-08,3.22,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Shri Ram Rubtech Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-11,3.0,IT/Technology,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Fine Pac Structures Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-04,2.8,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Alfa-Therm Ltd.,CARE,NCD/Bond,B-/A4,2025-12-01,2.67,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Fenasia Ltd.,CARE,NCD/Bond,A 4,2025-12-17,1.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Nidhi Auto Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-11,0.3,Manufacturing,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Mahajan Fabrics Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-11,0.21,Textiles,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,323.0,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Vijai Electricals Ltd.,CARE,NCD/Bond,BB-/A4,10-Apr-2026,285.78,Energy,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
