Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Bakewell Biscuits Pvt. Ltd.,Brickwork,Term loans,C,2025-10-08,249,MEDIUM,YES,3.92,Other/Diversified,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Akhshayaa Finance Bhaarath Ltd.,Brickwork,Term loans,D,2025-10-08,249,MEDIUM,YES,9.00,BFSI,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Accil Corporation Pvt. Ltd.,Brickwork,Term loans,D,2025-10-09,248,MEDIUM,YES,296.27,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Uttarakhand Engineering Products Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-09,248,MEDIUM,YES,13.50,Manufacturing,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Versatile Card Technology Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-09,248,MEDIUM,YES,12.00,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Unitech Power Transmission Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-09,248,MEDIUM,YES,185.00,Power & Energy,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
S G G D Projects Devp. Pvt. Ltd.,Brickwork,Debentures / Bonds / notes / bills,PP-MLD D,2025-10-09,248,MEDIUM,YES,127.50,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Geo Foundations & Structures Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-09,248,MEDIUM,YES,40.00,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Green Gold Timbers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-09,248,MEDIUM,YES,33.50,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Milestone Mercandise Pvt. Ltd.,Brickwork,Term loans,C,2025-10-09,248,MEDIUM,YES,6.50,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Balaji Machine Works Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-09,248,MEDIUM,YES,13.00,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sical Logistics Ltd.,Brickwork,Bank Guarantee,D,2025-10-09,248,MEDIUM,YES,250.00,Logistics,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
C I L Textiles Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-09,248,MEDIUM,YES,1.00,Textiles,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ibus Network & Infrastructure Pvt. Ltd.,Brickwork,Term loans,B-,2025-10-09,248,MEDIUM,YES,7.64,Infrastructure,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vishal Manufacturer Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-09,248,MEDIUM,YES,2.50,Manufacturing,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
I G E (India) Pvt. Ltd.,Brickwork,Term loans,C,2025-10-09,248,MEDIUM,YES,57.86,Other/Diversified,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Al-Hamd Agro Food Products Pvt. Ltd.,Brickwork,Term loans,B-,2025-10-09,248,MEDIUM,YES,3.30,Agro & Food,"Brickwork INC — mandate lapsed 248d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Khandoba Distilleries Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-10,247,MEDIUM,YES,8.92,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Hansa Metallics Ltd.,Brickwork,Letter Of credit,A 4,2025-10-10,247,MEDIUM,YES,27.50,Steel & Metals,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ezeego One Travel & Tours Ltd.,Brickwork,Term loans,D,2025-10-10,247,MEDIUM,YES,432.00,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rajdhani Castings Pvt. Ltd.,Brickwork,Term loans,C,2025-10-10,247,MEDIUM,YES,8.00,Steel & Metals,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
I L & F S Maritime Infrastructure Co. Ltd.,Brickwork,Term loans,D,2025-10-10,247,MEDIUM,YES,529.00,Infrastructure,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Umang Realtech Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-10-10,247,MEDIUM,YES,25.00,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Talwalkars Better Value Fitness Ltd.,Brickwork,Term loans,D,2025-10-10,247,MEDIUM,YES,83.90,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bhatia Photo Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-10,247,MEDIUM,YES,0.20,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Umasree Texplast Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-10,247,MEDIUM,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Talwalkars Healthclubs Ltd.,Brickwork,Term loans,D,2025-10-10,247,MEDIUM,YES,260.00,Healthcare,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pappu Pooja Bhiwani Feed Pvt. Ltd.,Brickwork,Term loans,C,2025-10-10,247,MEDIUM,YES,2.57,Other/Diversified,"Brickwork INC — mandate lapsed 247d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Tezpur Institute Of Medical Sciences Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B,2025-10-13,244,MEDIUM,YES,2.30,Healthcare,"Brickwork INC — mandate lapsed 244d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Abhimaani Publications Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-13,244,MEDIUM,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 244d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Hira Concast Ltd.,Brickwork,Bank Guarantee,D,2025-10-13,244,MEDIUM,YES,5.05,Steel & Metals,"Brickwork INC — mandate lapsed 244d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
C K S Medicare Pvt. Ltd.,Brickwork,Term loans,C,2025-10-13,244,MEDIUM,YES,31.74,Healthcare,"Brickwork INC — mandate lapsed 244d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mittal Dyeing Pvt. Ltd.,Brickwork,Term loans,C,2025-10-13,244,MEDIUM,YES,0.75,Textiles,"Brickwork INC — mandate lapsed 244d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sree Astalaxmi Spinning Mills Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-13,244,MEDIUM,YES,1.00,Textiles,"Brickwork INC — mandate lapsed 244d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Arvind Motors Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-10-14,243,MEDIUM,YES,3.47,Other/Diversified,"Brickwork INC — mandate lapsed 243d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Chowel India Pvt. Ltd.,Brickwork,Non-government debt,D,2025-10-14,243,MEDIUM,YES,10.00,Other/Diversified,"Brickwork INC — mandate lapsed 243d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shri Swami Samarth Engineers Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-14,243,MEDIUM,YES,30.00,Other/Diversified,"Brickwork INC — mandate lapsed 243d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Banglore Polymers Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-10-14,243,MEDIUM,YES,15.00,Chemicals,"Brickwork INC — mandate lapsed 243d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Apollo Vikas Steels Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-15,242,MEDIUM,YES,42.00,Steel & Metals,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
M M Yarns Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B,2025-10-15,242,MEDIUM,YES,99.00,Textiles,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ansal Buildwell Ltd.,Brickwork,Bank Guarantee,D,2025-10-15,242,MEDIUM,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Stan Autos Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-10-15,242,MEDIUM,YES,13.00,Manufacturing,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Annapurna Pet Pvt. Ltd. [Merged],Brickwork,Bank Guarantee,D,2025-10-15,242,MEDIUM,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Axis Energy Ventures India Pvt. Ltd.,Brickwork,Bank Guarantee,BBB-,2025-10-15,242,MEDIUM,YES,150.00,Power & Energy,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Paprika Oleo'S (India) Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-15,242,MEDIUM,YES,0.10,Other/Diversified,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Prem Cables Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-15,242,MEDIUM,YES,20.00,Manufacturing,"Brickwork INC — mandate lapsed 242d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
J P M Industries Ltd.,Brickwork,Letter Of credit,A 4,2025-10-16,241,MEDIUM,YES,23.00,Manufacturing,"Brickwork INC — mandate lapsed 241d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
