Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Quarter,Escalation_Month,Call_Window,Tier,NCD_Flag
Metaguard Engineers and Contractors,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2026-02-04,23.5,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
BGR Construction LLP,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2026-02-06,99.5,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
JHV Construction Company Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),2026-02-09,63.94,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Anil Buildcon India Private Limited,Infomerics,Long Term /Short Term Bank Facility,IVR B+/IVR A4; (INC)(Downgraded),2026-02-09,28.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
JHV Construction Company Private Limited,Infomerics,Short Term Bank Facilities,IVR A4  (INC)(Reaffirmed),2026-02-09,2.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Anil Buildcon India Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),2026-02-09,0.6,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Shree Manglam Buildcon (I) Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-02-10,4.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Shiva Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-26,93.7,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
C5 Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,65.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Mapsko Builders Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-09,60.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Manisha Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,59.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Rushabhdev Infraprojects Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,56.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Yalavarti Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,50.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Mapsko Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-09,40.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
M M Shawl Engineers & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-10,40.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,39.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Backbone Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,35.7,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,35.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Renaissance Buildhome Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,32.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Baibhaw Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,30.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Crescon Projects & Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,30.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Gujarat Agro Infrastructure Mega Food Park Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-13,29.17,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Renaissance Buildhome Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,18.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Oval Projects Engg. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,15.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Fastbuild Blocks Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-13,14.55,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Manisha Projects Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,14.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Crescon Projects & Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,11.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
C5 Infra Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,10.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Ensemble Infrastructure India Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-12,10.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Geosys India Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,10.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Yashmun Engineers Ltd.,CRISIL,Fund-Based,B-,2026-03-20,9.85,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Raj Conbuild Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,7.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Samal Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,7.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Renaissance Buildhome Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,4.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Yashmun Engineers Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-20,3.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Samal Builders Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,3.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
G D Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-13,3.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Backbone Construction Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,2.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Oval Projects Engg. Ltd.,CRISIL,Term Loan,B,2026-03-30,1.35,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Baibhaw Construction Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,1.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
G D Buildtech Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-13,0.66,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Backbone Construction Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-27,0.66,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Gama Infraprop Pvt. Ltd.,CARE,Letter of Credit,A 4,2026-03-23,65.18,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Gama Infraprop Pvt. Ltd.,CARE,Term Loan,BB,2026-03-23,11.89,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Gama Infraprop Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-23,4.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Rohan Rajdeep Toll Roads Ltd.,CARE,Term Loan,A-,2026-03-24,6.61,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Rohan Rajdeep Toll Roads Ltd.,CARE,Term Loan,A-,2026-03-24,2.3,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Banshidhar Construction Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-31,20.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
D M R Builders Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-06,14.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Senthil Construction Corpn. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-10,15.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-13,65.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Term Loan,BB-,2026-03-13,6.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Fund-Based,BB-,2026-03-13,4.89,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-13,0.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-13,0.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Begorra Infrastructure & Developers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-16,32.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Gaaneshkartikey Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-17,14.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Singla Builders & Promoters Ltd.,BRICKWORK,Term Loan,C,2026-03-23,23.38,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R K Infratel Ltd.,BRICKWORK,Term Loan,C,2026-03-24,11.56,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R K Infratel Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,2.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Ratan Buildtech Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-25,45.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R S Infra-Transmission Ltd.,BRICKWORK,Fund-Based,A 4,2026-03-27,29.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
U B V Infrastructures Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-27,13.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R S Infra-Transmission Ltd.,BRICKWORK,Fund-Based,B,2026-03-27,10.02,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R S Infra-Transmission Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-27,10.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R S Infra-Transmission Ltd.,BRICKWORK,Term Loan,B,2026-03-27,10.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
R S Infra-Transmission Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-27,1.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Jain Housing & Constructions Ltd.,BRICKWORK,Term Loan,C,2026-03-30,58.11,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Ramiya Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-30,31.43,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Sidharth Foundations & Housing Ltd.,ACUITE,Term Loan,BB,2026-03-06,82.03,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Santhosh Buildwel Infra Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2026-03-06,33.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Santhosh Buildwel Infra Pvt. Ltd.,ACUITE,Term Loan,BB,2026-03-06,1.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Sidharth Foundations & Housing Ltd.,ACUITE,Term Loan,BB,2026-03-06,0.97,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Tejas Constructions & Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-12,59.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
G V R Infraconstructions India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-12,47.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Tejas Constructions & Infrastructure Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-12,5.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Tejas Constructions & Infrastructure Pvt. Ltd.,ACUITE,Term Loan,C,2026-03-12,4.36,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-03-16,0.77,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Precision Infratech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-27,55.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Precision Infratech Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-27,15.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Precision Infratech Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-03-27,3.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
J K Infra-Utilities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-30,11.25,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
J K Infra-Utilities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-30,6.75,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
L & W Construction Pvt. Ltd.,ICRA,Term Loan,BB+,2026-03-31,70.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Term Loan,BBB-,2026-03-30,0.34,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
Avian Infrastructure & Energy Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-21,55.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
B K Sons Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,D,2026-04-21,50.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-30,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-30,30.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,85.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,3.4,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-01,0.25,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-01,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Bhardwaj Construction Co. Pvt. Ltd.,IND-RA,Non-fund-based financial facility/instrument,A 4,2026-04-02,9.84,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Buildmate Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-15,3.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Buildmate Projects Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-15,6.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Buildmate Projects Pvt. Ltd.,CARE,Term loans,C,2026-04-15,0.74,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Bulland Buildtech Pvt. Ltd.,CARE,Fund based financial facility/instrument,D,2026-04-28,45.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Cabbana Infrastructures Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,363.72,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Cleantec Infra Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,6.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Corodex Infrastructure Pvt. Ltd.,CARE,Non-government debt,D,2026-04-24,14.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Cybercity Builders & Developers Pvt. Ltd.,IND-RA,Term loans,B,2026-04-02,175.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4+,2026-05-04,3.6,Q2 2027,May 2027,HOT by Feb 2027,Q2 Pipeline,Standard
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Term loans,BB+,2026-05-04,69.26,Q2 2027,May 2027,HOT by Feb 2027,Q2 Pipeline,Standard
D P Jain Dariapur-Jasondhi (Annuity) Road Projects Pvt. Ltd.,CARE,Term loans,BB+,2026-04-15,32.52,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Essal Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-09,17.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Essal Infrastructure Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-09,0.05,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
G P C Infrastructure Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-09,75.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
G P C Infrastructure Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-09,21.3,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
G S C O Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,46.4,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Gama Infraprop Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,22.58,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-23,35.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-23,274.43,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Term loans,B,2026-04-23,282.99,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Garnet Construction Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-23,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ghai Construction Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-15,25.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ghai Construction Pvt. Ltd.,ICRA,Non-government debt,B+,2026-04-15,27.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Himalayan Road Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,23.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-27,7.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,C,2026-04-27,23.45,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Non-government debt,C/A4,2026-04-27,28.24,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
I L & F S Engg. & Construction Co. Ltd.,CARE,Non-fund based working capital limit,D,2026-04-16,2188.52,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
I L & F S Engg. & Construction Co. Ltd.,CARE,Term loans,D,2026-04-16,352.81,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Infab Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-20,7.25,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Infab Infrastructure Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-20,3.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
J C Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-02,11.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
J C Construction Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-02,0.9,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
J P Infra Realty Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,350.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Jai Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-20,8.2,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
K G S Sugar & Infra Corpn. Ltd.,ICRA,Non-government debt,D,2026-04-16,69.86,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
K G S Sugar & Infra Corpn. Ltd.,ICRA,Term loans,D,2026-04-16,210.81,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
K M Toll Road Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2026-04-02,0.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
K M Toll Road Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-02,481.03,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
K N K Construction Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-17,40.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
K N K Construction Pvt. Ltd.,ICRA,Non-government debt,D,2026-04-17,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
K N Singh Infratech Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-16,3.25,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
K N Singh Infratech Pvt. Ltd.,CARE,Term loans,B-,2026-04-16,0.19,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Kandarp Constructions (India) Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,16.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Kavya Build-Con Pvt. Ltd.,CRISIL,Term loans,B,2026-04-23,35.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Khokhar Infrastructure Pvt. Ltd.,IND-RA,Non-fund based working capital limit,D,2026-04-02,30.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Khush Housing Finance Pvt. Ltd.,ACUITE,Term loans,BB,2026-04-21,57.6,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Khush Housing Finance Pvt. Ltd.,ACUITE,Term loans,BB,2026-04-21,51.46,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Krushi Infras India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-15,33.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Krushi Infras India Pvt. Ltd.,ACUITE,Short-term loan,A 4,2026-04-15,31.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Krushi Infras India Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-15,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-06,15.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-06,35.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Term loans,BB,2026-04-06,6.08,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
M G Housing Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2026-04-03,19.85,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
