Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Amount_Cr,Quarter,Escalation_Month,Escalation_Date,Call_Window,Tier,Priority_Score,Agency_Count,NCD_Flag,Source,Why Target,ACER Pitch Angle,Dual_Quarter
R K Infratel Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,11.56,Q1 2027,Mar 2027,2027-03-24,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
J K Infra-Utilities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,11.25,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Crescon Projects & Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,11.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
R S Infra-Transmission Ltd.,BRICKWORK,Fund-Based,B,2026-03-27,LOW/MEDIUM,10.02,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
C5 Infra Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,10.0,Q1 2027,Mar 2027,2027-03-11,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Ensemble Infrastructure India Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-12,LOW/MEDIUM,10.0,Q1 2027,Mar 2027,2027-03-12,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Geosys India Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,10.0,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
R S Infra-Transmission Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,10.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
R S Infra-Transmission Ltd.,BRICKWORK,Term Loan,B,2026-03-27,LOW/MEDIUM,10.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Yashmun Engineers Ltd.,CRISIL,Fund-Based,B-,2026-03-20,LOW/MEDIUM,9.85,Q1 2027,Mar 2027,2027-03-20,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Raj Conbuild Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,7.5,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Samal Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,7.0,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
J K Infra-Utilities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,6.75,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Rohan Rajdeep Toll Roads Ltd.,CARE,Term Loan,A-,2026-03-24,LOW/MEDIUM,6.61,Q1 2027,Mar 2027,2027-03-24,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Term Loan,BB-,2026-03-13,LOW/MEDIUM,6.0,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Tejas Constructions & Infrastructure Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-12,LOW/MEDIUM,5.0,Q1 2027,Mar 2027,2027-03-12,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Fund-Based,BB-,2026-03-13,LOW/MEDIUM,4.89,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Renaissance Buildhome Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,4.5,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Tejas Constructions & Infrastructure Pvt. Ltd.,ACUITE,Term Loan,C,2026-03-12,LOW/MEDIUM,4.36,Q1 2027,Mar 2027,2027-03-12,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Gama Infraprop Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-23,LOW/MEDIUM,4.0,Q1 2027,Mar 2027,2027-03-23,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Both Q1+Q2
Yashmun Engineers Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-20,LOW/MEDIUM,3.5,Q1 2027,Mar 2027,2027-03-20,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Samal Builders Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,LOW/MEDIUM,3.5,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Precision Infratech Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-03-27,LOW/MEDIUM,3.5,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
G D Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,3.0,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Backbone Construction Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,2.5,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Rohan Rajdeep Toll Roads Ltd.,CARE,Term Loan,A-,2026-03-24,LOW/MEDIUM,2.3,Q1 2027,Mar 2027,2027-03-24,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
R K Infratel Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,2.0,Q1 2027,Mar 2027,2027-03-24,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Oval Projects Engg. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,1.35,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Baibhaw Construction Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,1.0,Q1 2027,Mar 2027,2027-03-11,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
R S Infra-Transmission Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,1.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Santhosh Buildwel Infra Pvt. Ltd.,ACUITE,Term Loan,BB,2026-03-06,LOW/MEDIUM,1.0,Q1 2027,Mar 2027,2027-03-06,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Sidharth Foundations & Housing Ltd.,ACUITE,Term Loan,BB,2026-03-06,LOW/MEDIUM,0.97,Q1 2027,Mar 2027,2027-03-06,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-03-16,LOW/MEDIUM,0.77,Q1 2027,Mar 2027,2027-03-16,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
G D Buildtech Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-13,LOW/MEDIUM,0.66,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Backbone Construction Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-27,LOW/MEDIUM,0.66,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Term Loan,BBB-,2026-03-30,LOW/MEDIUM,0.34,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,0.0,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-13,LOW/MEDIUM,0.0,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
