Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Month,Escalation_Date,Tier,Priority_Score,Agency_Count,Calling_Sequence,Amount_Cr,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
N N Saha & Sons Agro Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,24.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vaibhav Edibles Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,14.04,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,A 4+,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,9.25,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishesh Diagnostics Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,7.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sreenidhi Raja Packing Solutions Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,6.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,HOT,Dec 2026,2026-12-29,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,38.5,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,HOT,Dec 2026,2026-12-29,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,12.71,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mohite Industries Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,86.15,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Indraprastha Foods Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,42.25,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Mehar Mediserve LLP,Infomerics,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Mathan Caar Decors,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vision India Tech Services Limited (Erstwhile Vision India Software Exports Limited),Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,18.48,IT/Technology,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Livenza Granito LLP,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,16.33,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vision India Tech Services Limited (Erstwhile Vision India Software Exports Limited),Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,5.9,IT/Technology,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Livenza Granito LLP,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,4.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Mohite Industries Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,2.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Indraprastha Foods Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-01,HOT,Dec 2026,2026-12-01,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,0.75,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Meenakshi Ammal Trust,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,55.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Meenakshi Ammal Trust,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,55.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Goodwill Advance Construction Company Private Limited,Infomerics,Short Term Bank Facility,IVR A4+ (INC)(Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,40.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
K S D Construction,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,39.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Goodwill Advance Construction Company Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,26.61,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
OP Gupta Contractor Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,25.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sewa Singh Oberoi and Company,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,21.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
SVR Electricals Private Limited,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,18.75,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Wudtools,Infomerics,Long Term Bank Facilities,IVR C (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,12.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
K S D Construction,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,11.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
OP Gupta Contractor Private Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,10.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
SVR Electricals Private Limited,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,7.25,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vijay Transformers,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vijay Transformers,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,2.5,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sewa Singh Oberoi and Company,Infomerics,Long Term Bank Facility,IVR B (INC) (Downgraded),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,2.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vijay Transformers,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,1.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
SVR Electricals Private Limited,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,1.0,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M S V Constructions Company,Infomerics,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,HOT,Dec 2026,2026-12-03,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.33,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M S V Constructions Company,Infomerics,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,HOT,Dec 2026,2026-12-03,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,19.67,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
MMG Holdings Private Limited,Infomerics,Long Term Bank Facilities- Term Loan,IVR C+ (INC) (Downgraded),2025-12-03,HOT,Dec 2026,2026-12-03,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.04,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Safety Controls & Devices Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgrade),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,65.38,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,44.5,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,44.5,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,24.62,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,24.62,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Safety Controls & Devices Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,10.62,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long/Short Term Bank Facilities (Proposed),IVR B/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,10.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long/Short Term Bank Facilities (Proposed),IVR B/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,10.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,3.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,Dec 2026,2026-12-04,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,3.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Kaveri Garage Private Limited,Infomerics,Long Term Facilities,IVR B+ (INC) (Downgraded),2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,57.15,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Diligent SCM Solutions Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC),2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,31.6,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
